instance family sat glasgowdegreenorestartsnonogoods glasgowantinorestartsnonogoods glasgowrandomnorestartsnonogoods glasgowbiasednorestartsnonogoods glasgowdegreenorestartsnonogoodsdds glasgowrandom glasgowbiased glasgowbiasednonogoods glasgowbiasedconstant5400 glasgowbiasedthreads36v1 glasgowbiasedthreads36v2 glasgowbiasedconstant5400threads36v1 glasgowbiasedconstant5400threads36v2 glasgowbiasedconstant5400triggeredthreads36v1 glasgowbiasedconstant5400triggeredthreads36v2 glasgowbiasedrestartsconstant5400triggeredmpih5x2t18 glasgowbiasedrestartsconstant5400triggeredmpih10x2t18 glasgowrandomrestartsconstant5400triggeredmpih5x2t18 glasgowbiasedrestartsconstant5400triggerednr32mpih5x2t18 glasgowbiasedtimer100 glasgowbiasedtimer100triggeredthreads36v1 glasgowbiasedtimer100triggeredthreads36v2 glasgowbiasedtimer100triggeredthreads36mpih5x2t18 glasgowbiasedtimer100triggeredthreads36mpih10x2t18 glasgowbiasedtimer100triggeredthreads36mpih20x2t18
si6_m4Dr2_m625.06 6 1 10 10 10 10 10 10 10 10 10 10 10 27 10 36 10 0 0 0 0 10 20 20 0 0 0
si6_m4Dr2_m625.00 6 1 20 20 20 20 20 20 20 20 20 20 20 20 20 20 63 0 0 0 0 20 20 20 0 0 0
si6_m4Dr2_m625.03 6 1 14 14 14 14 14 14 14 14 14 37 14 14 28 27 14 0 0 0 0 14 15 28 0 0 0
si6_m4Dr2_m625.02 6 1 5 5 5 5 5 5 5 5 5 40 40 40 40 40 48 0 0 0 0 5 40 44 0 0 0
si6_m4Dr2_m625.07 6 1 5 5 5 5 5 5 5 5 5 5 5 10 6 6 10 0 0 0 0 5 6 15 0 0 0
si6_m4Dr2_m625.04 6 1 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 0 0 0 0 2 6 10 0 0 0
si2_m4D_m1296.01 5 1 985 32 626 297 601 626 297 297 297 252 346 349 259 286 247 0 0 0 0 297 180 206 0 0 0
si2_m4D_m1296.08 5 1 3 3 3 3 3 3 3 3 3 75 72 73 73 73 73 0 0 0 0 3 73 73 0 0 0
si2_m4D_m1296.06 5 1 9 57 4 154 9 4 154 154 154 419 334 407 489 372 375 0 0 0 0 154 491 358 0 0 0
si2_m4D_m1296.05 5 1 2 2 2 9 2 2 9 9 9 124 95 115 108 125 101 0 0 0 0 9 128 98 0 0 0
si2_m4D_m1296.09 5 1 5 3 5 3 6 5 3 3 3 116 124 121 104 121 121 0 0 0 0 3 108 113 0 0 0
si2_m4D_m1296.03 5 1 24 4 4 83 31 4 83 83 83 557 397 459 437 472 404 0 0 0 0 83 438 592 0 0 0
si2_m4D_m1296.07 5 1 4 6 4 4 4 4 4 4 4 119 132 95 93 121 104 0 0 0 0 4 149 156 0 0 0
si2_m4D_m1296.02 5 1 2 5 2 5 2 2 5 5 5 207 111 232 181 224 151 0 0 0 0 5 232 203 0 0 0
si2_m4D_m1296.04 5 1 31 32 2 2 28 2 2 2 2 144 201 155 190 182 233 0 0 0 0 2 244 173 0 0 0
si2_m4D_m1296.00 5 1 4 4 4 4 4 4 4 4 4 111 111 109 109 109 109 0 0 0 0 4 110 110 0 0 0
si4_b03_m800.05 3 1 3 3 3 3 3 3 3 3 3 74 75 73 73 73 75 0 0 0 0 3 73 73 0 0 0
si4_b03_m800.00 3 1 3 3 3 3 3 3 3 3 3 73 73 73 73 73 73 0 0 0 0 3 73 73 0 0 0
si4_b03_m800.08 3 1 3 3 3 3 3 3 3 3 3 73 74 73 73 73 73 0 0 0 0 3 73 73 0 0 0
si4_b03_m800.09 3 1 3 3 3 3 3 3 3 3 3 73 74 73 73 73 73 0 0 0 0 3 74 75 0 0 0
si4_b03_m800.03 3 1 3 3 3 3 3 3 3 3 3 73 77 74 76 76 73 0 0 0 0 3 74 73 0 0 0
si4_b03_m800.02 3 1 3 3 3 3 3 3 3 3 3 73 73 73 73 73 74 0 0 0 0 3 73 74 0 0 0
si4_b03_m800.04 3 1 3 3 3 3 3 3 3 3 3 73 73 73 73 75 73 0 0 0 0 3 73 73 0 0 0
si4_b03_m800.01 3 1 3 3 3 3 3 3 3 3 3 73 73 73 73 73 74 0 0 0 0 3 73 74 0 0 0
si4_b03_m800.06 3 1 3 3 3 3 3 3 3 3 3 74 73 74 75 73 73 0 0 0 0 3 75 74 0 0 0
si4_b03_m800.07 3 1 3 3 3 3 3 3 3 3 3 73 73 76 73 73 73 0 0 0 0 3 74 73 0 0 0
si6_m4D_m1296.02 5 1 45 38 41 38 45 41 38 38 38 409 112 196 165 150 296 0 0 0 0 38 252 191 0 0 0
si6_m4D_m1296.07 5 1 249 199 133 683 NaN 133 683 683 683 1641 1599 1156 1836 1478 1988 0 0 0 0 494 2006 1899 0 0 0
si6_m4D_m1296.05 5 1 50 45 54 50 50 54 50 50 50 350 335 493 184 120 168 0 0 0 0 50 217 126 0 0 0
si6_m4D_m1296.09 5 1 151 299 245 153 NaN 245 153 153 153 815 977 1030 900 529 1290 0 0 0 0 153 914 779 0 0 0
si6_m4D_m1296.00 5 1 231 661 190 543 NaN 190 543 543 543 6094 3027 3400 4843 5333 3468 0 0 0 0 497 3782 3934 0 0 0
si6_m4D_m1296.08 5 1 46 33 37 52 61 37 52 52 52 140 109 320 144 284 253 0 0 0 0 52 109 144 0 0 0
si6_m4D_m1296.04 5 1 35 25 30 32 35 30 32 32 32 333 102 285 289 239 329 0 0 0 0 32 160 101 0 0 0
si6_m4D_m1296.06 5 1 2711 311 111 687 NaN 111 687 687 687 1275 1571 1396 1259 2269 1991 0 0 0 0 1073 1702 1328 0 0 0
si6_m4D_m1296.01 5 1 1092 942 686 1024 NaN 686 1018 2139 1024 2301 2426 2191 1403 1841 3101 0 0 0 0 936 1886 2172 0 0 0
si6_m4D_m1296.03 5 1 2682 3734 5123 1351 NaN 10691 2480 6526 1351 27661 18722 21089 19709 23436 27307 88865 170447 67366 82855 7555 9864 9398 50527 82849 143318
si6_r001_m200.05 7 1 33 27 36 24 43 36 24 24 24 155 112 115 117 168 168 0 0 0 0 24 148 176 0 0 0
si6_r001_m200.09 7 1 18 35 25 22 18 25 22 22 22 71 77 135 57 171 150 0 0 0 0 22 90 85 0 0 0
si6_r001_m200.07 7 1 12 13 13 12 12 13 12 12 12 26 55 57 12 25 48 0 0 0 0 12 45 48 0 0 0
si6_r001_m200.02 7 1 9 9 9 9 9 9 9 9 9 36 20 27 38 19 40 0 0 0 0 9 35 37 0 0 0
si6_r001_m200.01 7 1 24 25 23 22 24 23 22 22 22 158 42 72 71 113 122 0 0 0 0 22 107 103 0 0 0
si6_r001_m200.00 7 1 10 10 10 10 10 10 10 10 10 28 19 26 21 18 48 0 0 0 0 10 18 26 0 0 0
si6_r001_m200.04 7 1 17 16 17 17 17 17 17 17 17 91 87 78 40 61 27 0 0 0 0 17 45 86 0 0 0
si6_r001_m200.06 7 1 14 14 14 14 14 14 14 14 14 24 61 23 40 40 59 0 0 0 0 14 44 20 0 0 0
si6_r001_m200.08 7 1 22 23 22 22 22 22 22 22 22 115 162 118 137 74 32 0 0 0 0 22 127 86 0 0 0
si6_r001_m200.03 7 1 13 13 13 13 13 13 13 13 13 34 56 23 37 37 23 0 0 0 0 13 59 62 0 0 0
si4_b06_m400.06 3 1 3 3 3 3 3 3 3 3 3 38 29 47 48 48 29 0 0 0 0 3 32 30 0 0 0
si4_b06_m400.07 3 1 3 3 3 3 3 3 3 3 3 35 32 29 47 47 45 0 0 0 0 3 39 37 0 0 0
si4_b06_m400.09 3 1 3 3 3 3 3 3 3 3 3 41 29 45 34 47 33 0 0 0 0 3 39 36 0 0 0
si4_b06_m400.01 3 1 3 3 3 3 3 3 3 3 3 25 43 26 31 35 29 0 0 0 0 3 35 37 0 0 0
si4_b06_m400.04 3 1 3 3 3 3 3 3 3 3 3 34 31 31 32 34 33 0 0 0 0 3 35 33 0 0 0
si4_b06_m400.03 3 1 3 3 3 3 3 3 3 3 3 29 30 38 39 44 28 0 0 0 0 3 31 27 0 0 0
si4_b06_m400.00 3 1 3 3 3 3 3 3 3 3 3 28 44 27 25 32 27 0 0 0 0 3 38 42 0 0 0
si4_b06_m400.05 3 1 3 3 3 3 3 3 3 3 3 28 49 25 41 32 32 0 0 0 0 3 35 50 0 0 0
si4_b06_m400.08 3 1 3 3 3 3 3 3 3 3 3 29 38 28 29 35 39 0 0 0 0 3 34 34 0 0 0
si4_b06_m400.02 3 1 3 3 3 3 3 3 3 3 3 38 32 41 46 50 35 0 0 0 0 3 40 29 0 0 0
si2_m4Dr6_m256.06 6 1 46 10 22 46 144 22 46 46 46 135 157 177 188 186 195 0 0 0 0 46 219 140 0 0 0
si2_m4Dr6_m256.05 6 1 15 10 11 14 14 11 14 14 14 37 45 50 41 56 48 0 0 0 0 14 56 50 0 0 0
si2_m4Dr6_m256.09 6 1 8 8 8 8 8 8 8 8 8 33 24 27 25 29 25 0 0 0 0 8 34 30 0 0 0
si2_m4Dr6_m256.00 6 1 26 19 34 34 87 34 34 34 34 153 116 158 139 128 93 0 0 0 0 34 155 137 0 0 0
si2_m4Dr6_m256.07 6 1 9 9 9 9 9 9 9 9 9 38 26 29 14 29 39 0 0 0 0 9 46 22 0 0 0
si2_m4Dr6_m256.04 6 1 10 15 14 15 10 14 15 15 15 64 56 51 37 40 58 0 0 0 0 15 85 54 0 0 0
si2_m4Dr6_m256.02 6 1 30 4 27 29 249 27 29 29 29 154 113 95 84 91 82 0 0 0 0 29 108 107 0 0 0
si2_m4Dr6_m256.01 6 1 24 15 22 23 44 22 23 23 23 89 114 139 66 94 84 0 0 0 0 23 110 103 0 0 0
si2_m4Dr6_m256.08 6 1 96 84 49 73 851 49 73 73 73 390 635 517 735 235 567 0 0 0 0 73 197 275 0 0 0
si2_m4Dr6_m256.03 6 1 12 8 8 12 28 8 12 12 12 40 36 45 40 49 26 0 0 0 0 12 23 48 0 0 0
si6_r01_m200.04 7 1 23 743 445 52 52 445 52 52 52 246 306 278 193 330 294 0 0 0 0 52 314 192 0 0 0
si6_r01_m200.08 7 1 329 389 437 198 3357 437 198 198 198 6422 5288 6141 6097 6598 6079 0 0 0 0 198 6111 6347 0 0 0
si6_r01_m200.02 7 1 1254 3889 3236 1274 1316 2277 2433 6270 1274 10188 14463 14018 17974 17273 15607 0 0 0 0 1274 16368 25267 0 0 0
si6_r01_m200.09 7 1 581 15746 11511 2147 535 6156 1855 2851 2147 3782 1643 5191 4780 5161 2838 0 0 0 0 2147 4884 3540 0 0 0
si6_r01_m200.07 7 1 602 1183 1224 523 2439 1003 523 523 523 4993 3149 2731 4340 3446 4751 0 0 0 0 523 4883 4732 0 0 0
si6_r01_m200.00 7 1 2956 2129 24 3100 67036 24 2073 15313 3100 11360 19847 37160 24573 34967 46959 0 0 0 0 3100 35797 38019 0 0 0
si6_r01_m200.01 7 1 192 56990 3366 263 778 44497 263 263 263 4144 1413 2430 1776 1691 2901 0 0 0 0 263 2365 3372 0 0 0
si6_r01_m200.03 7 1 8028 6450 13134 9047 103936 11943 10116 3285 6422 28715 13504 80311 58031 87278 101412 0 0 0 0 9611 78985 85966 0 0 0
si6_r01_m200.05 7 1 1595 16426 11860 1602 2191 12488 692 695 1602 16207 13881 28038 27569 19099 21755 0 0 0 0 1602 16925 27092 0 0 0
si6_r01_m200.06 7 1 871 10575 1889 1850 1043 5466 1128 3742 1850 1396 3153 2111 2059 2184 2018 0 0 0 0 1850 1782 2840 0 0 0
si2_b03m_m800.03 4 1 60 60 60 60 60 60 60 60 60 1338 1147 1305 1443 1168 1043 0 0 0 0 60 1300 1330 0 0 0
si2_b03m_m800.02 4 1 54 54 54 54 54 54 54 54 54 1140 976 1206 1163 1305 1243 0 0 0 0 54 1023 1410 0 0 0
si2_b03m_m800.09 4 1 52 52 52 52 52 52 52 52 52 1076 1046 1145 1169 1180 1226 0 0 0 0 52 1181 1082 0 0 0
si2_b03m_m800.04 4 1 40 40 40 40 40 40 40 40 40 595 685 753 677 655 727 0 0 0 0 40 366 517 0 0 0
si2_b03m_m800.06 4 1 61 54 54 61 58 54 61 61 61 1043 1318 1190 1056 1154 1416 0 0 0 0 61 908 1113 0 0 0
si2_b03m_m800.05 4 1 51 51 51 51 51 51 51 51 51 1130 821 872 862 1046 1090 0 0 0 0 51 996 1170 0 0 0
si2_b03m_m800.01 4 1 38 38 38 38 38 38 38 38 38 482 558 473 484 401 700 0 0 0 0 38 765 539 0 0 0
si2_b03m_m800.08 4 1 48 48 48 48 48 48 48 48 48 768 928 659 930 900 714 0 0 0 0 48 567 564 0 0 0
si2_b03m_m800.07 4 1 36 36 36 36 36 36 36 36 36 351 413 382 394 346 372 0 0 0 0 36 434 362 0 0 0
si2_b03m_m800.00 4 1 46 46 46 46 46 46 46 46 46 656 964 814 882 864 931 0 0 0 0 46 737 676 0 0 0
si2_r001_m200.06 7 1 29 680780 29 29 29 29 29 29 29 115 112 196 170 187 123 0 0 0 0 29 108 137 0 0 0
si2_r001_m200.01 7 1 124 62 128 163 1192 128 163 163 163 431 385 442 494 468 335 0 0 0 0 163 380 430 0 0 0
si2_r001_m200.02 7 1 59 60 41 69 405 41 69 69 69 247 169 238 153 227 206 0 0 0 0 69 240 233 0 0 0
si2_r001_m200.07 7 1 32 29 38 22 36 38 22 22 22 123 107 131 139 115 142 0 0 0 0 22 149 141 0 0 0
si2_r001_m200.04 7 1 76 54 69 62 93 69 62 62 62 264 428 286 268 295 401 0 0 0 0 62 336 381 0 0 0
si2_r001_m200.05 7 1 34 615 117 238250615 99 117 4100 710 13782 199 258 235 319 166 206 0 0 0 0 65491 252 253 0 0 0
si2_r001_m200.09 7 1 48 58 46 35 48 46 35 35 35 185 286 214 240 161 272 0 0 0 0 35 219 289 0 0 0
si2_r001_m200.03 7 1 31 24 26 30 31 26 30 30 30 139 164 147 162 194 123 0 0 0 0 30 178 147 0 0 0
si2_r001_m200.00 7 1 37 36 31 38 37 31 38 38 38 120 191 147 208 164 190 0 0 0 0 38 179 180 0 0 0
si2_r001_m200.08 7 1 104 130 29 107 260 29 107 107 107 844 965 784 476 816 595 0 0 0 0 107 494 702 0 0 0
si6_b03m_m800.01 4 1 35 35 35 35 35 35 35 35 35 35 75 35 35 35 54 0 0 0 0 35 74 137 0 0 0
si6_b03m_m800.08 4 1 21 21 21 21 21 21 21 21 21 21 37 21 21 21 60 0 0 0 0 21 21 21 0 0 0
si6_b03m_m800.03 4 1 26 26 26 26 26 26 26 26 26 26 104 34 26 26 26 0 0 0 0 26 26 26 0 0 0
si6_b03m_m800.00 4 1 29 29 29 29 29 29 29 29 29 29 29 29 29 29 83 0 0 0 0 29 67 80 0 0 0
si6_b03m_m800.04 4 1 44 44 44 44 44 44 44 44 44 110 44 235 105 251 44 0 0 0 0 44 144 392 0 0 0
si6_b03m_m800.05 4 1 33 33 33 33 33 33 33 33 33 33 55 66 33 33 84 0 0 0 0 33 33 33 0 0 0
si6_b03m_m800.07 4 1 32 32 32 32 32 32 32 32 32 74 32 98 54 89 64 0 0 0 0 32 32 64 0 0 0
si6_b03m_m800.06 4 1 47 46 47 47 47 47 47 47 47 47 94 171 47 47 273 0 0 0 0 47 47 98 0 0 0
si6_b03m_m800.09 4 1 35 35 35 35 35 35 35 35 35 35 35 68 113 125 35 0 0 0 0 35 206 173 0 0 0
si6_b03m_m800.02 4 1 33 33 33 33 33 33 33 33 33 65 33 33 33 33 33 0 0 0 0 33 76 131 0 0 0
si4_r005_m200.00 7 1 1387 3223 3770 1335 8187 3490 1590 2648 1335 17370 12943 19519 16006 11588 17949 0 0 0 0 1335 11544 11486 0 0 0
si4_r005_m200.08 7 1 85 508 130 48 344 130 48 48 48 400 297 114 293 273 514 0 0 0 0 48 285 228 0 0 0
si4_r005_m200.02 7 1 841 358 789 1014 28864 1073 931 1251 1014 9432 12460 7996 13901 13661 6866 0 0 0 0 1014 12021 14903 0 0 0
si4_r005_m200.05 7 1 88 203 173 26 786 173 26 26 26 427 243 774 637 340 203 0 0 0 0 26 231 273 0 0 0
si4_r005_m200.06 7 1 110 125 88 103 1202 88 103 103 103 824 1036 809 1121 941 960 0 0 0 0 103 726 893 0 0 0
si4_r005_m200.04 7 1 226 11150 9941 236 2032 1034 236 236 236 283 808 1779 828 1871 1146 0 0 0 0 236 793 615 0 0 0
si4_r005_m200.07 7 1 388 1708 330 424 1997 330 424 424 424 5104 3905 4638 5146 4067 3436 0 0 0 0 424 5281 3710 0 0 0
si4_r005_m200.09 7 1 659 2114 963 856 4092 1148 1441 1095 856 4073 3778 3537 4411 3915 4618 0 0 0 0 856 3818 4030 0 0 0
si4_r005_m200.01 7 1 46 1696 1339 209 216 703 209 209 209 272 367 288 388 137 186 0 0 0 0 209 182 163 0 0 0
si4_r005_m200.03 7 1 971 1510 1035 1380 5498 2107 1656 1802 1380 2381 2343 2271 2012 3624 1791 0 0 0 0 1380 1804 2768 0 0 0
si6_b09m_m400.03 4 1 3 3 3 3 3 3 3 3 3 3 4 3 6 4 16 0 0 0 0 3 6 10 0 0 0
si6_b09m_m400.07 4 1 1 1 1 1 1 1 1 1 1 2 4 2 1 1 1 0 0 0 0 1 1 3 0 0 0
si6_b09m_m400.00 4 1 1 1 1 1 1 1 1 1 1 3 3 1 5 1 1 0 0 0 0 1 1 1 0 0 0
si6_b09m_m400.04 4 1 3 3 3 3 3 3 3 3 3 3 3 3 12 18 6 0 0 0 0 3 17 15 0 0 0
si6_b09m_m400.06 4 1 2 2 2 2 2 2 2 2 2 7 2 7 8 7 4 0 0 0 0 2 10 6 0 0 0
si6_b09m_m400.08 4 1 2 2 2 2 2 2 2 2 2 2 2 2 10 2 10 0 0 0 0 2 2 2 0 0 0
si6_b09m_m400.02 4 1 3 3 3 3 3 3 3 3 3 12 6 15 8 15 3 0 0 0 0 3 9 3 0 0 0
si6_b09m_m400.05 4 1 2 2 2 2 2 2 2 2 2 2 2 4 7 8 6 0 0 0 0 2 8 8 0 0 0
si6_b09m_m400.09 4 1 3 3 2 3 3 2 3 3 3 7 2 12 11 8 2 0 0 0 0 3 8 14 0 0 0
si6_b09m_m400.01 4 1 3 3 3 3 3 3 3 3 3 9 3 3 12 3 3 0 0 0 0 3 11 9 0 0 0
si2_b09_m200.08 3 1 3 3 3 3 3 3 3 3 3 6 9 13 14 9 8 0 0 0 0 3 9 9 0 0 0
si2_b09_m200.01 3 1 3 3 3 3 3 3 3 3 3 9 13 10 8 10 11 0 0 0 0 3 13 13 0 0 0
si2_b09_m200.06 3 1 3 3 3 3 3 3 3 3 3 10 10 13 7 10 12 0 0 0 0 3 12 14 0 0 0
si2_b09_m200.05 3 1 3 3 3 3 3 3 3 3 3 15 14 14 5 13 10 0 0 0 0 3 11 12 0 0 0
si2_b09_m200.00 3 1 3 3 3 3 3 3 3 3 3 7 17 7 10 9 16 0 0 0 0 3 10 8 0 0 0
si2_b09_m200.02 3 1 4 4 4 4 4 4 4 4 4 16 16 12 12 16 18 0 0 0 0 4 17 15 0 0 0
si2_b09_m200.03 3 1 3 3 3 3 3 3 3 3 3 11 11 7 9 7 11 0 0 0 0 3 14 9 0 0 0
si2_b09_m200.04 3 1 3 3 3 3 3 3 3 3 3 13 11 13 6 6 10 0 0 0 0 3 13 11 0 0 0
si2_b09_m200.09 3 1 3 3 3 3 3 3 3 3 3 6 10 8 6 14 11 0 0 0 0 3 9 9 0 0 0
si2_b09_m200.07 3 1 3 3 3 3 3 3 3 3 3 17 7 12 4 13 13 0 0 0 0 3 11 10 0 0 0
si6_r01_m600.02 7 1 8806 392803 239599 8900 2265 267990 16624 114670 11154 92424 89170 184372 186846 193302 181115 1497076 2979055 1373323 1315731 8795 92632 88328 348592 596939 679242
si6_r01_m600.06 7 1 11 535090 162117 11874 189 7746 674 674 5421 1567 938 1933 1826 1802 1787 0 0 0 0 889 1798 1706 0 0 0
si6_r01_m600.09 7 1 53060 218411 105993 74190 98259 80792 45476 265982 48647 210325 20075 236215 366102 322972 379128 2072226 3740463 941126 945481 50277 134165 189915 463884 839658 764814
si6_r01_m600.08 7 1 1131070 1653490 2178715 1397780 NaN 1472430 1011567 NaN 1118775 2569068 2221801 2395957 2499662 2458365 2793724 5384254 14518843 3518417 5412833 1287807 2124530 1998707 4211098 6406373 9701841
si6_r01_m600.05 7 1 783 475084 187077 9792 3503 35584 2743 4868 10104 14045 12099 15906 13851 14758 14901 75401 158070 1650384 1290423 1666 12632 13032 77048 160604 316021
si6_r01_m600.07 7 1 49856 912652 612732 54710 49909 401581 61397 580215 74089 273618 270240 389042 386299 392975 418481 1962807 3972823 1791753 1778161 64646 247521 293622 1004933 1004425 1806317
si6_r01_m600.03 7 1 12157 275396 110788 15860 6329 52889 14877 7235 8506 42692 68362 138141 146494 145735 134667 700533 1679528 1193371 1277069 6596 50411 18119 75246 159373 293275
si6_r01_m600.00 7 1 4832 51414 11014 5131 35054 43238 7244 5179 5131 27004 31254 36546 54557 34978 42843 212893 419958 323484 288230 6095 34546 26705 73383 121548 236021
si6_r01_m600.01 7 1 5878 4726558 4095754 5416 376474 1957717 5268 18762 6214 27485 42896 93444 109439 93035 81771 446237 910859 5268523 1621101 4600 53144 37366 211667 391353 682191
si6_r01_m600.04 7 1 211954 2946232 930970 145268 105377 1670782 188191 1526888 102839 386818 283462 749311 777276 634328 835965 3551851 7295940 5416196 3655851 111309 260575 63357 275911 540228 1085512
si2_b06_m200.02 3 1 3 3 3 3 3 3 3 3 3 10 7 10 10 10 11 0 0 0 0 3 12 6 0 0 0
si2_b06_m200.00 3 1 3 3 3 3 3 3 3 3 3 13 7 11 8 13 10 0 0 0 0 3 13 11 0 0 0
si2_b06_m200.01 3 1 3 3 3 3 3 3 3 3 3 13 10 11 11 15 8 0 0 0 0 3 13 14 0 0 0
si2_b06_m200.06 3 1 3 3 3 3 3 3 3 3 3 14 12 12 8 15 10 0 0 0 0 3 11 10 0 0 0
si2_b06_m200.09 3 1 3 3 3 3 3 3 3 3 3 11 7 9 9 9 14 0 0 0 0 3 12 5 0 0 0
si2_b06_m200.07 3 1 3 3 3 3 3 3 3 3 3 8 11 11 8 6 11 0 0 0 0 3 19 12 0 0 0
si2_b06_m200.04 3 1 3 3 3 3 3 3 3 3 3 11 9 6 8 7 11 0 0 0 0 3 5 9 0 0 0
si2_b06_m200.08 3 1 3 3 3 3 3 3 3 3 3 8 5 14 7 11 9 0 0 0 0 3 10 9 0 0 0
si2_b06_m200.03 3 1 3 3 3 3 3 3 3 3 3 7 11 10 9 12 5 0 0 0 0 3 14 11 0 0 0
si2_b06_m200.05 3 1 3 3 3 3 3 3 3 3 3 13 9 15 8 13 13 0 0 0 0 3 10 6 0 0 0
si6_m4Dr2_m1296.05 6 1 9 9 9 9 9 9 9 9 9 37 9 36 9 9 27 0 0 0 0 9 18 9 0 0 0
si6_m4Dr2_m1296.09 6 1 6 6 6 6 6 6 6 6 6 6 18 31 6 6 12 0 0 0 0 6 6 6 0 0 0
si6_m4Dr2_m1296.01 6 1 14 14 14 14 14 14 14 14 14 14 28 14 14 28 14 0 0 0 0 14 14 14 0 0 0
si6_m4Dr2_m1296.06 6 1 15 15 15 15 15 15 15 15 15 45 15 30 30 15 30 0 0 0 0 15 15 49 0 0 0
si6_m4Dr2_m1296.07 6 1 11 11 11 11 11 11 11 11 11 22 11 22 33 11 11 0 0 0 0 11 77 11 0 0 0
si6_m4Dr2_m1296.03 6 1 8 8 8 8 8 8 8 8 8 8 8 8 24 8 8 0 0 0 0 8 19 20 0 0 0
si6_m4Dr2_m1296.04 6 1 13 13 13 13 13 13 13 13 13 16 13 13 13 46 13 0 0 0 0 13 13 13 0 0 0
si6_m4Dr2_m1296.00 6 1 16 16 16 16 16 16 16 16 16 16 16 16 16 16 64 0 0 0 0 16 16 16 0 0 0
si6_m4Dr2_m1296.08 6 1 10 10 10 10 10 10 10 10 10 30 11 20 18 10 10 0 0 0 0 10 57 21 0 0 0
si6_m4Dr2_m1296.02 6 1 19 19 19 19 19 19 19 19 19 19 39 19 19 19 39 0 0 0 0 19 20 19 0 0 0
si2_b09m_m800.09 4 1 15 15 15 15 15 15 15 15 15 84 26 42 15 40 76 0 0 0 0 15 47 55 0 0 0
si2_b09m_m800.07 4 1 26 22 25 22 26 25 22 22 22 77 99 80 171 113 103 0 0 0 0 22 111 119 0 0 0
si2_b09m_m800.00 4 1 14 14 14 14 14 14 14 14 14 81 76 84 54 46 35 0 0 0 0 14 32 82 0 0 0
si2_b09m_m800.04 4 1 18 18 18 18 18 18 18 18 18 50 60 38 70 123 42 0 0 0 0 18 38 118 0 0 0
si2_b09m_m800.02 4 1 12 12 12 12 12 12 12 12 12 52 49 52 58 40 37 0 0 0 0 12 47 41 0 0 0
si2_b09m_m800.05 4 1 14 14 14 14 14 14 14 14 14 56 43 14 14 42 111 0 0 0 0 14 14 14 0 0 0
si2_b09m_m800.03 4 1 12 12 12 12 12 12 12 12 12 58 33 61 73 75 58 0 0 0 0 12 35 36 0 0 0
si2_b09m_m800.08 4 1 21 21 21 21 21 21 21 21 21 28 74 181 132 150 133 0 0 0 0 21 105 92 0 0 0
si2_b09m_m800.06 4 1 7 7 7 7 7 7 7 7 7 43 28 37 41 45 33 0 0 0 0 7 35 36 0 0 0
si2_b09m_m800.01 4 1 10 10 10 10 10 10 10 10 10 25 10 20 42 43 39 0 0 0 0 10 23 34 0 0 0
si4_b03_m400.01 3 1 3 3 3 3 3 3 3 3 3 31 49 38 33 38 30 0 0 0 0 3 30 36 0 0 0
si4_b03_m400.02 3 1 3 3 3 3 3 3 3 3 3 36 27 45 44 46 41 0 0 0 0 3 45 50 0 0 0
si4_b03_m400.05 3 1 3 3 3 3 3 3 3 3 3 46 29 42 35 43 41 0 0 0 0 3 47 52 0 0 0
si4_b03_m400.07 3 1 3 3 3 3 3 3 3 3 3 43 30 29 41 24 23 0 0 0 0 3 32 36 0 0 0
si4_b03_m400.06 3 1 3 3 3 3 3 3 3 3 3 27 36 32 33 29 46 0 0 0 0 3 33 32 0 0 0
si4_b03_m400.00 3 1 3 3 3 3 3 3 3 3 3 37 46 35 39 47 37 0 0 0 0 3 50 38 0 0 0
si4_b03_m400.03 3 1 3 3 3 3 3 3 3 3 3 35 29 30 31 31 36 0 0 0 0 3 33 29 0 0 0
si4_b03_m400.04 3 1 3 3 3 3 3 3 3 3 3 38 48 38 26 26 27 0 0 0 0 3 50 58 0 0 0
si4_b03_m400.09 3 1 3 3 3 3 3 3 3 3 3 34 51 29 34 27 46 0 0 0 0 3 30 37 0 0 0
si4_b03_m400.08 3 1 3 3 3 3 3 3 3 3 3 50 43 46 39 42 47 0 0 0 0 3 35 35 0 0 0
si2_b03_m200.05 3 1 3 3 3 3 3 3 3 3 3 11 11 14 11 8 8 0 0 0 0 3 10 10 0 0 0
si2_b03_m200.09 3 1 3 3 3 3 3 3 3 3 3 12 9 7 10 15 15 0 0 0 0 3 12 13 0 0 0
si2_b03_m200.07 3 1 3 3 3 3 3 3 3 3 3 13 9 15 7 9 11 0 0 0 0 3 14 12 0 0 0
si2_b03_m200.01 3 1 3 3 3 3 3 3 3 3 3 11 14 14 13 11 9 0 0 0 0 3 13 7 0 0 0
si2_b03_m200.08 3 1 3 3 3 3 3 3 3 3 3 8 12 11 10 9 10 0 0 0 0 3 10 7 0 0 0
si2_b03_m200.02 3 1 3 3 3 3 3 3 3 3 3 11 12 13 9 11 6 0 0 0 0 3 13 10 0 0 0
si2_b03_m200.04 3 1 3 3 3 3 3 3 3 3 3 11 11 11 10 10 9 0 0 0 0 3 13 11 0 0 0
si2_b03_m200.03 3 1 3 3 3 3 3 3 3 3 3 11 12 14 8 14 6 0 0 0 0 3 13 11 0 0 0
