instance family sat glasgowdegreenorestartsnonogoods glasgowantinorestartsnonogoods glasgowrandomnorestartsnonogoods glasgowbiasednorestartsnonogoods glasgowdegreenorestartsnonogoodsdds glasgowrandom glasgowbiased glasgowbiasednonogoods glasgowbiasedconstant5400 glasgowbiasedthreads36v1 glasgowbiasedthreads36v2 glasgowbiasedconstant5400threads36v1 glasgowbiasedconstant5400threads36v2 glasgowbiasedconstant5400triggeredthreads36v1 glasgowbiasedconstant5400triggeredthreads36v2 glasgowbiasedrestartsconstant5400triggeredmpih5x2t18 glasgowbiasedrestartsconstant5400triggeredmpih10x2t18 glasgowrandomrestartsconstant5400triggeredmpih5x2t18 glasgowbiasedrestartsconstant5400triggerednr32mpih5x2t18 glasgowbiasedtimer100 glasgowbiasedtimer100triggeredthreads36v1 glasgowbiasedtimer100triggeredthreads36v2 glasgowbiasedtimer100triggeredthreads36mpih5x2t18 glasgowbiasedtimer100triggeredthreads36mpih10x2t18 glasgowbiasedtimer100triggeredthreads36mpih20x2t18
all-images-CVIU11-pattern11-target39 14 0 48 48 48 48 1218 48 48 48 48 1141 1065 1229 1214 674 1214 0 0 0 0 48 846 1147 0 0 0
all-images-CVIU11-pattern11-target4 14 0 98 98 98 98 4817 98 98 98 98 1509 2354 2091 1731 1694 2812 0 0 0 0 98 2049 2086 0 0 0
all-images-CVIU11-pattern11-target40 14 0 84 84 84 84 3438 84 84 84 84 1785 1595 1750 1772 1763 1338 0 0 0 0 84 1624 1778 0 0 0
all-images-CVIU11-pattern11-target41 14 0 48 48 48 48 1175 48 48 48 48 1111 1185 887 868 786 894 0 0 0 0 48 1132 881 0 0 0
all-images-CVIU11-pattern11-target42 14 0 52 52 52 52 1401 52 52 52 52 1088 1016 812 1046 1125 1445 0 0 0 0 52 736 971 0 0 0
all-images-CVIU11-pattern11-target43 14 0 85 85 85 85 3697 85 85 85 85 2322 2054 2224 2462 2211 1685 0 0 0 0 85 1500 1234 0 0 0
all-images-CVIU11-pattern11-target44 14 0 109 109 109 109 5887 109 109 109 109 2256 2048 2032 2057 3209 2778 0 0 0 0 109 2205 2065 0 0 0
all-images-CVIU11-pattern11-target45 14 0 86 86 86 86 3629 86 86 86 86 1887 1675 2045 2290 2289 1589 0 0 0 0 86 2129 2205 0 0 0
all-images-CVIU11-pattern11-target46 14 0 77 77 77 77 3043 77 77 77 77 1484 1640 1413 833 1963 1542 0 0 0 0 77 1662 1610 0 0 0
all-images-CVIU11-pattern11-target47 14 0 152 152 152 152 10728 152 152 152 152 4367 3568 4305 2459 3092 4552 0 0 0 0 152 4390 4500 0 0 0
all-images-CVIU11-pattern11-target48 14 0 59 59 59 59 1788 59 59 59 59 1279 1030 1501 1678 1441 1429 0 0 0 0 59 1628 1389 0 0 0
all-images-CVIU11-pattern11-target49 14 0 79 79 79 79 3300 79 79 79 79 1595 1504 1531 1499 1685 1306 0 0 0 0 79 1514 1478 0 0 0
all-images-CVIU11-pattern11-target5 14 0 95 95 95 95 4407 95 95 95 95 1753 1650 1872 2534 3019 1746 0 0 0 0 95 2334 2588 0 0 0
all-images-CVIU11-pattern11-target50 14 0 106 106 106 106 5389 106 106 106 106 2790 1935 2966 2876 2544 1897 0 0 0 0 106 2675 2913 0 0 0
all-images-CVIU11-pattern11-target51 14 0 68 68 68 68 2384 68 68 68 68 1121 1348 980 1584 1504 1858 0 0 0 0 68 949 791 0 0 0
all-images-CVIU11-pattern11-target52 14 0 83 83 83 83 3431 83 83 83 83 2033 1500 1730 1546 1673 2394 0 0 0 0 83 1913 1335 0 0 0
all-images-CVIU11-pattern11-target53 14 0 67 67 67 67 2259 67 67 67 67 952 1640 661 1670 1860 1386 0 0 0 0 67 852 1508 0 0 0
all-images-CVIU11-pattern11-target54 14 0 57 57 57 57 1768 57 57 57 57 322 1434 1194 1067 1010 599 0 0 0 0 57 1264 1039 0 0 0
all-images-CVIU11-pattern11-target55 14 0 72 72 72 72 2491 72 72 72 72 1285 1890 1888 1301 1288 653 0 0 0 0 72 1343 1052 0 0 0
all-images-CVIU11-pattern11-target56 14 0 36 36 36 36 717 36 36 36 36 679 775 669 786 520 737 0 0 0 0 36 717 629 0 0 0
all-images-CVIU11-pattern11-target57 14 0 124 124 124 124 7377 124 124 124 124 3871 2896 3317 2175 2189 3479 0 0 0 0 124 2258 2043 0 0 0
all-images-CVIU11-pattern11-target58 14 0 44 44 44 44 1057 44 44 44 44 550 684 830 1169 928 357 0 0 0 0 44 1212 1242 0 0 0
all-images-CVIU11-pattern11-target59 14 0 86 86 86 86 3770 86 86 86 86 1670 1737 2632 1807 2368 1836 0 0 0 0 86 2487 2119 0 0 0
all-images-CVIU11-pattern11-target6 14 0 139 139 139 139 8866 139 139 139 139 3907 2649 3485 4087 3767 2795 0 0 0 0 139 3809 4418 0 0 0
all-images-CVIU11-pattern11-target60 14 0 55 55 55 55 1627 55 55 55 55 1281 1410 1514 1450 1303 1518 0 0 0 0 55 1311 1416 0 0 0
all-images-CVIU11-pattern11-target61 14 0 98 98 98 98 4711 98 98 98 98 2675 2818 2653 2552 2776 1900 0 0 0 0 98 1526 1955 0 0 0
all-images-CVIU11-pattern11-target62 14 0 108 108 108 108 5720 108 108 108 108 2951 1912 1729 2380 1782 2619 0 0 0 0 108 1696 1692 0 0 0
all-images-CVIU11-pattern11-target63 14 0 86 86 86 86 3762 86 86 86 86 1953 1679 2152 2021 2037 1239 0 0 0 0 86 1819 2182 0 0 0
all-images-CVIU11-pattern11-target64 14 0 90 90 90 90 4115 90 90 90 90 1963 1868 1799 2213 1856 1909 0 0 0 0 90 2071 1788 0 0 0
all-images-CVIU11-pattern11-target65 14 0 77 77 77 77 3013 77 77 77 77 1466 1864 2081 2083 1716 2011 0 0 0 0 77 1595 1425 0 0 0
all-images-CVIU11-pattern11-target66 14 0 49 49 49 49 1228 49 49 49 49 989 1130 1186 1167 1219 1005 0 0 0 0 49 1214 1238 0 0 0
all-images-CVIU11-pattern11-target67 14 0 76 76 76 76 2910 76 76 76 76 1424 1749 2091 1354 1479 2274 0 0 0 0 76 1344 1511 0 0 0
all-images-CVIU11-pattern11-target68 14 0 128 128 128 128 7877 128 128 128 128 4192 2361 2463 2118 2580 2674 0 0 0 0 128 3418 3797 0 0 0
all-images-CVIU11-pattern11-target69 14 0 115 115 115 115 6680 115 115 115 115 2991 1972 3388 3425 3430 1947 0 0 0 0 115 2958 3126 0 0 0
all-images-CVIU11-pattern11-target7 14 0 105 105 105 105 5297 105 105 105 105 1897 2128 2827 2313 1971 3400 0 0 0 0 105 2113 2281 0 0 0
all-images-CVIU11-pattern11-target70 14 0 104 104 104 104 5352 104 104 104 104 3011 1557 2944 3084 2370 2013 0 0 0 0 104 2030 3046 0 0 0
all-images-CVIU11-pattern11-target71 14 0 96 96 96 96 4566 96 96 96 96 2250 1850 2271 1931 2914 2353 0 0 0 0 96 2726 1478 0 0 0
all-images-CVIU11-pattern11-target72 14 0 84 84 84 84 3564 84 84 84 84 1932 1658 2039 2091 2044 2466 0 0 0 0 84 2030 2051 0 0 0
all-images-CVIU11-pattern11-target73 14 0 108 108 108 108 5971 108 108 108 108 3386 2993 2087 2979 3293 3186 0 0 0 0 108 2793 2886 0 0 0
all-images-CVIU11-pattern11-target74 14 0 128 128 128 128 7305 128 128 128 128 4058 2561 2312 3513 2413 3695 0 0 0 0 128 3234 3593 0 0 0
all-images-CVIU11-pattern11-target75 14 0 86 86 86 86 3852 86 86 86 86 1498 2135 1545 1623 2503 1656 0 0 0 0 86 1840 1628 0 0 0
all-images-CVIU11-pattern11-target76 14 0 102 102 102 102 5298 102 102 102 102 1620 2725 2646 2318 2384 1921 0 0 0 0 102 1848 1905 0 0 0
all-images-CVIU11-pattern11-target77 14 0 132 132 132 132 8495 132 132 132 132 2510 2554 2490 2433 3196 2802 0 0 0 0 132 3447 3700 0 0 0
all-images-CVIU11-pattern11-target78 14 0 144 144 144 144 9697 144 144 144 144 4143 2898 4006 3864 4311 2791 0 0 0 0 144 4528 4221 0 0 0
all-images-CVIU11-pattern11-target79 14 0 59 59 59 59 1805 59 59 59 59 518 659 1561 971 1405 1251 0 0 0 0 59 1242 1232 0 0 0
all-images-CVIU11-pattern11-target8 14 0 57 57 57 57 1767 57 57 57 57 1344 567 1146 1019 1132 1572 0 0 0 0 57 1509 582 0 0 0
all-images-CVIU11-pattern11-target80 14 0 48 48 48 48 1189 48 48 48 48 1227 1238 1182 1195 1215 817 0 0 0 0 48 1075 1215 0 0 0
all-images-CVIU11-pattern11-target81 14 0 63 63 63 63 2050 63 63 63 63 1267 1507 1153 1263 1277 1467 0 0 0 0 63 1131 1071 0 0 0
all-images-CVIU11-pattern11-target82 14 0 79 79 79 79 2961 79 79 79 79 1640 1232 1603 1509 1536 1258 0 0 0 0 79 1687 1632 0 0 0
all-images-CVIU11-pattern11-target83 14 0 100 100 100 100 4937 100 100 100 100 2319 2145 2174 1900 1987 2856 0 0 0 0 100 2471 2592 0 0 0
all-images-CVIU11-pattern11-target84 14 0 29 29 29 29 348 29 29 29 29 223 188 271 169 233 136 0 0 0 0 29 157 163 0 0 0
all-images-CVIU11-pattern11-target85 14 0 85 85 85 85 3604 85 85 85 85 1604 2349 1862 1547 1387 1416 0 0 0 0 85 1561 1786 0 0 0
all-images-CVIU11-pattern11-target86 14 0 82 82 82 82 3297 82 82 82 82 1589 1768 1798 1756 1792 1747 0 0 0 0 82 1972 1718 0 0 0
all-images-CVIU11-pattern11-target87 14 0 66 66 66 66 2169 66 66 66 66 1443 1078 1227 1133 1231 1072 0 0 0 0 66 1545 1372 0 0 0
all-images-CVIU11-pattern11-target88 14 0 103 103 103 103 4811 103 103 103 103 2884 2809 2972 2937 3083 3391 0 0 0 0 103 3070 2204 0 0 0
all-images-CVIU11-pattern11-target89 14 0 54 54 54 54 1511 54 54 54 54 791 1144 774 818 982 1046 0 0 0 0 54 827 1336 0 0 0
all-images-CVIU11-pattern11-target9 14 0 57 57 57 57 1655 57 57 57 57 1360 1414 1160 1541 856 1114 0 0 0 0 57 1209 1397 0 0 0
all-images-CVIU11-pattern11-target90 14 0 50 50 50 50 1224 50 50 50 50 539 1185 706 638 634 459 0 0 0 0 50 662 680 0 0 0
all-images-CVIU11-pattern11-target91 14 0 21 21 21 21 251 21 21 21 21 238 206 229 226 83 273 0 0 0 0 21 164 170 0 0 0
all-images-CVIU11-pattern11-target92 14 0 95 95 95 95 4716 95 95 95 95 1757 2855 2430 3034 1816 2809 0 0 0 0 95 2545 2349 0 0 0
all-images-CVIU11-pattern11-target93 14 0 96 96 96 96 4498 96 96 96 96 1934 1856 1787 951 2389 1699 0 0 0 0 96 824 1734 0 0 0
all-images-CVIU11-pattern11-target94 14 0 112 112 112 112 6230 112 112 112 112 2030 3241 2407 2279 1908 2341 0 0 0 0 112 1815 1921 0 0 0
all-images-CVIU11-pattern11-target95 14 0 23 23 23 23 314 23 23 23 23 306 290 202 204 250 147 0 0 0 0 23 187 217 0 0 0
all-images-CVIU11-pattern11-target96 14 0 33 33 33 33 628 33 33 33 33 576 629 556 596 609 696 0 0 0 0 33 533 627 0 0 0
all-images-CVIU11-pattern11-target97 14 0 61 61 61 61 1850 61 61 61 61 1296 1251 1128 449 1173 1512 0 0 0 0 61 1173 1629 0 0 0
all-images-CVIU11-pattern11-target98 14 0 54 54 54 54 1573 54 54 54 54 569 1186 592 621 591 794 0 0 0 0 54 1166 1156 0 0 0
all-images-CVIU11-pattern11-target99 14 0 72 72 72 72 2649 72 72 72 72 1466 2041 1279 1727 1541 1927 0 0 0 0 72 1458 1699 0 0 0
all-images-CVIU11-pattern12-target1 14 0 2 2 2 2 8 2 2 2 2 14 19 14 14 19 10 0 0 0 0 2 12 11 0 0 0
all-images-CVIU11-pattern12-target10 14 0 2 2 2 2 8 2 2 2 2 12 12 14 13 12 13 0 0 0 0 2 13 14 0 0 0
all-images-CVIU11-pattern12-target100 14 0 2 2 2 2 8 2 2 2 2 13 10 10 8 10 9 0 0 0 0 2 9 4 0 0 0
all-images-CVIU11-pattern12-target101 14 0 1 1 1 1 3 1 1 1 1 4 5 4 4 4 4 0 0 0 0 1 3 3 0 0 0
all-images-CVIU11-pattern12-target102 14 0 1 1 1 1 3 1 1 1 1 5 4 7 7 5 7 0 0 0 0 1 6 8 0 0 0
all-images-CVIU11-pattern12-target103 14 0 4 4 4 4 19 4 4 4 4 22 20 25 28 13 21 0 0 0 0 4 18 21 0 0 0
all-images-CVIU11-pattern12-target104 14 0 2 2 2 2 8 2 2 2 2 12 19 15 12 13 18 0 0 0 0 2 12 10 0 0 0
all-images-CVIU11-pattern12-target105 14 0 1 1 1 1 3 1 1 1 1 7 7 7 9 6 7 0 0 0 0 1 7 7 0 0 0
all-images-CVIU11-pattern12-target106 14 0 1 1 1 1 3 1 1 1 1 4 7 5 4 6 8 0 0 0 0 1 5 7 0 0 0
all-images-CVIU11-pattern12-target107 14 0 2 2 2 2 8 2 2 2 2 15 12 9 13 12 12 0 0 0 0 2 11 12 0 0 0
all-images-CVIU11-pattern12-target108 14 0 11 11 11 11 88 11 11 11 11 55 69 52 44 59 92 0 0 0 0 11 58 61 0 0 0
all-images-CVIU11-pattern12-target109 14 0 1 1 1 1 3 1 1 1 1 7 7 7 7 7 7 0 0 0 0 1 6 5 0 0 0
all-images-CVIU11-pattern12-target11 14 0 2 2 2 2 8 2 2 2 2 12 11 12 9 11 7 0 0 0 0 2 8 7 0 0 0
all-images-CVIU11-pattern12-target110 14 0 2 2 2 2 8 2 2 2 2 8 13 8 11 11 13 0 0 0 0 2 7 12 0 0 0
all-images-CVIU11-pattern12-target111 14 0 2 2 2 2 8 2 2 2 2 12 7 12 13 12 14 0 0 0 0 2 12 12 0 0 0
all-images-CVIU11-pattern12-target112 14 0 1 1 1 1 3 1 1 1 1 6 5 5 5 6 2 0 0 0 0 1 6 4 0 0 0
all-images-CVIU11-pattern12-target113 14 0 1 1 1 1 3 1 1 1 1 3 5 3 2 5 4 0 0 0 0 1 4 4 0 0 0
all-images-CVIU11-pattern12-target114 14 0 1 1 1 1 3 1 1 1 1 5 4 5 4 4 3 0 0 0 0 1 4 5 0 0 0
all-images-CVIU11-pattern12-target115 14 0 2 2 2 2 8 2 2 2 2 9 13 8 11 12 12 0 0 0 0 2 11 12 0 0 0
all-images-CVIU11-pattern12-target116 14 0 2 2 2 2 8 2 2 2 2 28 24 20 21 24 14 0 0 0 0 2 23 19 0 0 0
all-images-CVIU11-pattern12-target117 14 0 4 4 4 4 19 4 4 4 4 19 29 25 23 29 33 0 0 0 0 4 19 22 0 0 0
all-images-CVIU11-pattern12-target118 14 0 3 3 3 3 13 3 3 3 3 17 17 17 17 17 16 0 0 0 0 3 12 16 0 0 0
all-images-CVIU11-pattern12-target119 14 0 3 3 3 3 13 3 3 3 3 23 25 27 26 24 19 0 0 0 0 3 21 15 0 0 0
all-images-CVIU11-pattern12-target12 14 0 1 1 1 1 3 1 1 1 1 4 6 5 5 7 6 0 0 0 0 1 5 5 0 0 0
all-images-CVIU11-pattern12-target120 14 0 3 3 3 3 13 3 3 3 3 24 21 25 26 19 30 0 0 0 0 3 11 22 0 0 0
all-images-CVIU11-pattern12-target121 14 0 2 2 2 2 8 2 2 2 2 17 16 19 19 16 12 0 0 0 0 2 15 11 0 0 0
all-images-CVIU11-pattern12-target122 14 0 1 1 1 1 3 1 1 1 1 4 6 5 4 3 7 0 0 0 0 1 4 6 0 0 0
all-images-CVIU11-pattern12-target123 14 0 6 6 6 6 34 6 6 6 6 34 50 40 46 35 33 0 0 0 0 6 38 44 0 0 0
all-images-CVIU11-pattern12-target124 14 0 3 3 3 3 13 3 3 3 3 12 22 11 15 14 12 0 0 0 0 3 21 19 0 0 0
all-images-CVIU11-pattern12-target125 14 0 3 3 3 3 13 3 3 3 3 30 22 29 28 32 17 0 0 0 0 3 17 26 0 0 0
all-images-CVIU11-pattern12-target126 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern12-target127 14 0 1 1 1 1 3 1 1 1 1 4 4 4 4 3 4 0 0 0 0 1 2 3 0 0 0
all-images-CVIU11-pattern12-target128 14 0 4 4 4 4 19 4 4 4 4 34 25 38 29 23 17 0 0 0 0 4 21 19 0 0 0
all-images-CVIU11-pattern12-target129 14 0 1 1 1 1 3 1 1 1 1 4 4 4 3 4 5 0 0 0 0 1 4 3 0 0 0
all-images-CVIU11-pattern12-target13 14 0 5 5 5 5 25 5 5 5 5 27 30 29 29 26 31 0 0 0 0 5 31 30 0 0 0
all-images-CVIU11-pattern12-target130 14 0 1 1 1 1 3 1 1 1 1 4 4 4 4 5 4 0 0 0 0 1 3 3 0 0 0
all-images-CVIU11-pattern12-target131 14 0 1 1 1 1 3 1 1 1 1 3 7 4 3 3 6 0 0 0 0 1 5 4 0 0 0
all-images-CVIU11-pattern12-target132 14 0 3 3 3 3 13 3 3 3 3 18 15 17 17 17 11 0 0 0 0 3 14 14 0 0 0
all-images-CVIU11-pattern12-target133 14 0 2 2 2 2 8 2 2 2 2 10 14 12 9 9 13 0 0 0 0 2 10 11 0 0 0
all-images-CVIU11-pattern12-target134 14 0 1 1 1 1 3 1 1 1 1 6 5 5 6 4 5 0 0 0 0 1 5 4 0 0 0
all-images-CVIU11-pattern12-target135 14 0 1 1 1 1 3 1 1 1 1 7 5 4 5 5 6 0 0 0 0 1 4 6 0 0 0
all-images-CVIU11-pattern12-target136 14 0 2 2 2 2 8 2 2 2 2 17 17 10 16 18 15 0 0 0 0 2 15 18 0 0 0
all-images-CVIU11-pattern12-target137 14 0 1 1 1 1 3 1 1 1 1 6 6 4 4 4 5 0 0 0 0 1 4 3 0 0 0
all-images-CVIU11-pattern12-target138 14 0 4 4 4 4 19 4 4 4 4 27 19 37 28 32 19 0 0 0 0 4 26 38 0 0 0
all-images-CVIU11-pattern12-target139 14 0 3 3 3 3 13 3 3 3 3 16 17 19 23 15 15 0 0 0 0 3 16 17 0 0 0
all-images-CVIU11-pattern12-target14 14 0 1 1 1 1 3 1 1 1 1 4 3 3 6 4 3 0 0 0 0 1 3 4 0 0 0
all-images-CVIU11-pattern12-target140 14 0 4 4 4 4 19 4 4 4 4 18 17 13 26 18 19 0 0 0 0 4 20 16 0 0 0
all-images-CVIU11-pattern12-target141 14 0 1 1 1 1 3 1 1 1 1 6 4 4 4 5 5 0 0 0 0 1 5 5 0 0 0
all-images-CVIU11-pattern12-target142 14 0 2 2 2 2 8 2 2 2 2 12 13 11 12 10 13 0 0 0 0 2 17 12 0 0 0
all-images-CVIU11-pattern12-target143 14 0 2 2 2 2 8 2 2 2 2 14 15 16 14 16 12 0 0 0 0 2 14 10 0 0 0
all-images-CVIU11-pattern12-target144 14 0 2 2 2 2 7 2 2 2 2 11 10 13 13 13 8 0 0 0 0 2 9 9 0 0 0
all-images-CVIU11-pattern12-target145 14 0 1 1 1 1 3 1 1 1 1 5 5 5 5 5 5 0 0 0 0 1 5 4 0 0 0
all-images-CVIU11-pattern12-target146 14 0 4 4 4 4 19 4 4 4 4 25 31 32 30 30 20 0 0 0 0 4 23 26 0 0 0
all-images-CVIU11-pattern12-target15 14 0 4 4 4 4 19 4 4 4 4 19 11 20 17 19 22 0 0 0 0 4 14 14 0 0 0
all-images-CVIU11-pattern12-target16 14 0 1 1 1 1 3 1 1 1 1 5 3 5 6 5 5 0 0 0 0 1 5 5 0 0 0
all-images-CVIU11-pattern12-target17 14 0 3 3 3 3 13 3 3 3 3 15 29 18 23 30 28 0 0 0 0 3 20 18 0 0 0
all-images-CVIU11-pattern12-target18 14 0 4 4 4 4 19 4 4 4 4 18 30 24 25 20 25 0 0 0 0 4 18 30 0 0 0
all-images-CVIU11-pattern12-target19 14 0 4 4 4 4 19 4 4 4 4 24 33 36 28 35 24 0 0 0 0 4 28 22 0 0 0
all-images-CVIU11-pattern12-target2 14 0 1 1 1 1 3 1 1 1 1 4 5 4 4 3 5 0 0 0 0 1 5 5 0 0 0
all-images-CVIU11-pattern12-target20 14 0 2 2 2 2 8 2 2 2 2 19 22 20 21 18 15 0 0 0 0 2 19 20 0 0 0
all-images-CVIU11-pattern12-target21 14 0 2 2 2 2 8 2 2 2 2 11 12 13 12 13 12 0 0 0 0 2 11 11 0 0 0
all-images-CVIU11-pattern12-target22 14 0 1 1 1 1 3 1 1 1 1 4 5 6 5 5 5 0 0 0 0 1 3 3 0 0 0
all-images-CVIU11-pattern12-target23 14 0 3 3 3 3 12 3 3 3 3 20 27 26 24 25 10 0 0 0 0 3 15 17 0 0 0
all-images-CVIU11-pattern12-target24 14 0 2 2 2 2 8 2 2 2 2 9 8 10 8 9 10 0 0 0 0 2 9 9 0 0 0
all-images-CVIU11-pattern12-target25 14 0 1 1 1 1 3 1 1 1 1 5 5 5 4 4 4 0 0 0 0 1 4 5 0 0 0
all-images-CVIU11-pattern12-target26 14 0 1 1 1 1 3 1 1 1 1 5 6 5 5 4 3 0 0 0 0 1 3 3 0 0 0
all-images-CVIU11-pattern12-target27 14 0 3 3 3 3 13 3 3 3 3 13 21 14 13 15 18 0 0 0 0 3 13 9 0 0 0
all-images-CVIU11-pattern12-target28 14 0 1 1 1 1 3 1 1 1 1 4 4 4 5 4 4 0 0 0 0 1 4 4 0 0 0
all-images-CVIU11-pattern12-target29 14 0 3 3 3 3 13 3 3 3 3 22 24 16 24 19 25 0 0 0 0 3 28 23 0 0 0
all-images-CVIU11-pattern12-target3 14 0 2 2 2 2 8 2 2 2 2 18 17 18 20 20 16 0 0 0 0 2 15 18 0 0 0
all-images-CVIU11-pattern12-target30 14 1 3 5 4 4 3 4 4 4 4 50 84 53 56 54 59 0 0 0 0 4 52 50 0 0 0
all-images-CVIU11-pattern12-target31 14 0 3 3 3 3 13 3 3 3 3 23 22 25 25 23 25 0 0 0 0 3 15 17 0 0 0
all-images-CVIU11-pattern12-target32 14 0 3 3 3 3 13 3 3 3 3 35 28 32 28 31 16 0 0 0 0 3 22 19 0 0 0
all-images-CVIU11-pattern12-target33 14 0 4 4 4 4 19 4 4 4 4 24 28 37 43 51 46 0 0 0 0 4 50 38 0 0 0
all-images-CVIU11-pattern12-target34 14 0 2 2 2 2 8 2 2 2 2 13 13 16 15 14 19 0 0 0 0 2 13 15 0 0 0
all-images-CVIU11-pattern12-target35 14 0 2 2 2 2 8 2 2 2 2 16 17 14 15 19 18 0 0 0 0 2 13 12 0 0 0
all-images-CVIU11-pattern12-target36 14 0 4 4 4 4 19 4 4 4 4 18 23 21 10 17 23 0 0 0 0 4 17 17 0 0 0
all-images-CVIU11-pattern12-target37 14 0 3 3 3 3 13 3 3 3 3 23 21 22 23 25 20 0 0 0 0 3 26 23 0 0 0
all-images-CVIU11-pattern12-target38 14 0 3 3 3 3 13 3 3 3 3 20 33 22 19 22 31 0 0 0 0 3 28 19 0 0 0
all-images-CVIU11-pattern12-target39 14 0 3 3 3 3 13 3 3 3 3 16 23 17 18 21 13 0 0 0 0 3 22 23 0 0 0
all-images-CVIU11-pattern12-target4 14 0 1 1 1 1 3 1 1 1 1 8 8 6 8 7 8 0 0 0 0 1 5 7 0 0 0
all-images-CVIU11-pattern12-target40 14 0 4 4 4 4 19 4 4 4 4 28 21 31 28 21 20 0 0 0 0 4 22 16 0 0 0
all-images-CVIU11-pattern12-target41 14 0 2 2 2 2 8 2 2 2 2 11 14 13 10 11 8 0 0 0 0 2 9 10 0 0 0
all-images-CVIU11-pattern12-target42 14 0 3 3 3 3 13 3 3 3 3 19 16 21 23 17 15 0 0 0 0 3 18 17 0 0 0
all-images-CVIU11-pattern12-target43 14 0 3 3 3 3 13 3 3 3 3 28 19 28 22 26 36 0 0 0 0 3 27 28 0 0 0
all-images-CVIU11-pattern12-target44 14 0 1 1 1 1 3 1 1 1 1 6 8 9 8 10 6 0 0 0 0 1 7 7 0 0 0
all-images-CVIU11-pattern12-target45 14 0 2 2 2 2 8 2 2 2 2 13 18 12 11 12 21 0 0 0 0 2 14 15 0 0 0
all-images-CVIU11-pattern12-target46 14 0 4 4 4 4 18 4 4 4 4 24 17 19 23 18 14 0 0 0 0 4 16 20 0 0 0
all-images-CVIU11-pattern12-target47 14 0 10 10 10 10 76 10 10 10 10 58 89 76 43 57 103 0 0 0 0 10 90 85 0 0 0
all-images-CVIU11-pattern12-target48 14 0 4 4 4 4 18 4 4 4 4 34 28 32 32 33 24 0 0 0 0 4 33 23 0 0 0
all-images-CVIU11-pattern12-target49 14 0 5 5 5 5 26 5 5 5 5 30 27 22 14 15 27 0 0 0 0 5 23 19 0 0 0
all-images-CVIU11-pattern12-target5 14 0 9 9 9 9 64 9 9 9 9 96 58 71 77 95 87 0 0 0 0 9 36 34 0 0 0
all-images-CVIU11-pattern12-target50 14 0 4 4 4 4 19 4 4 4 4 39 41 42 41 42 25 0 0 0 0 4 23 19 0 0 0
all-images-CVIU11-pattern12-target51 14 0 1 1 1 1 3 1 1 1 1 6 5 7 7 8 6 0 0 0 0 1 7 6 0 0 0
all-images-CVIU11-pattern12-target52 14 0 5 5 5 5 25 5 5 5 5 33 19 32 21 21 37 0 0 0 0 5 42 34 0 0 0
all-images-CVIU11-pattern12-target53 14 0 4 4 4 4 18 4 4 4 4 26 17 20 22 23 15 0 0 0 0 4 18 15 0 0 0
all-images-CVIU11-pattern12-target54 14 0 3 3 3 3 13 3 3 3 3 11 19 10 11 8 19 0 0 0 0 3 18 14 0 0 0
all-images-CVIU11-pattern12-target55 14 0 3 3 3 3 12 3 3 3 3 17 18 20 16 16 16 0 0 0 0 3 16 16 0 0 0
all-images-CVIU11-pattern12-target56 14 0 2 2 2 2 8 2 2 2 2 9 12 10 11 9 11 0 0 0 0 2 13 13 0 0 0
all-images-CVIU11-pattern12-target57 14 0 9 9 9 9 63 9 9 9 9 81 80 101 75 62 52 0 0 0 0 9 85 92 0 0 0
all-images-CVIU11-pattern12-target58 14 0 4 4 4 4 19 4 4 4 4 15 20 15 17 18 19 0 0 0 0 4 20 17 0 0 0
all-images-CVIU11-pattern12-target59 14 0 2 2 2 2 8 2 2 2 2 14 19 17 21 16 20 0 0 0 0 2 11 15 0 0 0
all-images-CVIU11-pattern12-target6 14 0 6 6 6 6 32 6 6 6 6 58 58 64 54 54 36 0 0 0 0 6 41 54 0 0 0
all-images-CVIU11-pattern12-target60 14 0 1 1 1 1 3 1 1 1 1 4 7 6 7 8 7 0 0 0 0 1 6 5 0 0 0
all-images-CVIU11-pattern12-target61 14 0 2 2 2 2 8 2 2 2 2 17 15 11 16 19 18 0 0 0 0 2 12 20 0 0 0
all-images-CVIU11-pattern12-target62 14 0 2 2 2 2 8 2 2 2 2 17 16 20 20 21 20 0 0 0 0 2 11 15 0 0 0
all-images-CVIU11-pattern12-target63 14 0 4 4 4 4 19 4 4 4 4 27 40 23 15 21 38 0 0 0 0 4 20 20 0 0 0
all-images-CVIU11-pattern12-target64 14 0 1 1 1 1 3 1 1 1 1 6 5 5 5 6 5 0 0 0 0 1 7 5 0 0 0
all-images-CVIU11-pattern12-target65 14 0 1 1 1 1 3 1 1 1 1 6 6 4 5 6 6 0 0 0 0 1 8 7 0 0 0
all-images-CVIU11-pattern12-target66 14 0 3 3 3 3 13 3 3 3 3 20 16 16 17 16 18 0 0 0 0 3 16 20 0 0 0
all-images-CVIU11-pattern12-target67 14 0 6 6 6 6 34 6 6 6 6 42 38 23 32 26 41 0 0 0 0 6 31 26 0 0 0
all-images-CVIU11-pattern12-target68 14 0 4 4 4 4 19 4 4 4 4 30 29 37 33 35 31 0 0 0 0 4 19 20 0 0 0
all-images-CVIU11-pattern12-target69 14 0 3 3 3 3 12 3 3 3 3 22 22 22 25 23 20 0 0 0 0 3 18 20 0 0 0
