instance family sequentialixinduced3 sequentialixinducedrestarts5
all-images-CVIU11-pattern39-target123 14 NaN NaN
all-images-CVIU11-pattern39-target124 14 NaN NaN
all-images-CVIU11-pattern39-target125 14 NaN NaN
all-images-CVIU11-pattern39-target126 14 NaN NaN
all-images-CVIU11-pattern39-target127 14 NaN NaN
all-images-CVIU11-pattern39-target128 14 NaN NaN
all-images-CVIU11-pattern39-target129 14 NaN NaN
all-images-CVIU11-pattern39-target13 14 NaN NaN
all-images-CVIU11-pattern39-target130 14 NaN NaN
all-images-CVIU11-pattern39-target131 14 NaN NaN
all-images-CVIU11-pattern39-target132 14 NaN NaN
all-images-CVIU11-pattern39-target133 14 NaN NaN
all-images-CVIU11-pattern39-target134 14 NaN NaN
all-images-CVIU11-pattern39-target135 14 NaN NaN
all-images-CVIU11-pattern39-target136 14 NaN NaN
all-images-CVIU11-pattern39-target137 14 NaN NaN
all-images-CVIU11-pattern39-target138 14 NaN NaN
all-images-CVIU11-pattern39-target139 14 NaN NaN
all-images-CVIU11-pattern39-target14 14 NaN NaN
all-images-CVIU11-pattern39-target140 14 NaN NaN
all-images-CVIU11-pattern39-target141 14 NaN NaN
all-images-CVIU11-pattern39-target142 14 NaN NaN
all-images-CVIU11-pattern39-target143 14 NaN NaN
all-images-CVIU11-pattern39-target144 14 NaN NaN
all-images-CVIU11-pattern39-target145 14 NaN NaN
all-images-CVIU11-pattern39-target146 14 NaN NaN
all-images-CVIU11-pattern39-target15 14 NaN NaN
all-images-CVIU11-pattern39-target16 14 NaN NaN
all-images-CVIU11-pattern39-target17 14 NaN NaN
all-images-CVIU11-pattern39-target18 14 NaN NaN
all-images-CVIU11-pattern39-target19 14 NaN NaN
all-images-CVIU11-pattern39-target2 14 NaN NaN
all-images-CVIU11-pattern39-target20 14 NaN NaN
all-images-CVIU11-pattern39-target21 14 NaN NaN
all-images-CVIU11-pattern39-target22 14 NaN NaN
all-images-CVIU11-pattern39-target23 14 NaN NaN
all-images-CVIU11-pattern39-target24 14 NaN NaN
all-images-CVIU11-pattern39-target25 14 NaN NaN
all-images-CVIU11-pattern39-target26 14 NaN NaN
all-images-CVIU11-pattern39-target27 14 NaN NaN
all-images-CVIU11-pattern39-target28 14 NaN NaN
all-images-CVIU11-pattern39-target29 14 NaN NaN
all-images-CVIU11-pattern39-target3 14 NaN NaN
all-images-CVIU11-pattern39-target30 14 NaN NaN
all-images-CVIU11-pattern39-target31 14 NaN NaN
all-images-CVIU11-pattern39-target32 14 NaN NaN
all-images-CVIU11-pattern39-target33 14 NaN NaN
all-images-CVIU11-pattern39-target34 14 NaN NaN
all-images-CVIU11-pattern39-target35 14 NaN NaN
all-images-CVIU11-pattern39-target36 14 NaN NaN
all-images-CVIU11-pattern39-target37 14 NaN NaN
all-images-CVIU11-pattern39-target38 14 NaN NaN
all-images-CVIU11-pattern39-target39 14 NaN NaN
all-images-CVIU11-pattern39-target4 14 NaN NaN
all-images-CVIU11-pattern39-target40 14 NaN NaN
all-images-CVIU11-pattern39-target41 14 NaN NaN
all-images-CVIU11-pattern39-target42 14 NaN NaN
all-images-CVIU11-pattern39-target43 14 NaN NaN
all-images-CVIU11-pattern39-target44 14 NaN NaN
all-images-CVIU11-pattern39-target45 14 NaN NaN
all-images-CVIU11-pattern39-target46 14 NaN NaN
all-images-CVIU11-pattern39-target47 14 NaN NaN
all-images-CVIU11-pattern39-target48 14 NaN NaN
all-images-CVIU11-pattern39-target49 14 NaN NaN
all-images-CVIU11-pattern39-target5 14 NaN NaN
all-images-CVIU11-pattern39-target50 14 NaN NaN
all-images-CVIU11-pattern39-target51 14 NaN NaN
all-images-CVIU11-pattern39-target52 14 NaN NaN
all-images-CVIU11-pattern39-target53 14 NaN NaN
all-images-CVIU11-pattern39-target54 14 NaN NaN
all-images-CVIU11-pattern39-target55 14 NaN NaN
all-images-CVIU11-pattern39-target56 14 NaN NaN
all-images-CVIU11-pattern39-target57 14 NaN NaN
all-images-CVIU11-pattern39-target58 14 NaN NaN
all-images-CVIU11-pattern39-target59 14 NaN NaN
all-images-CVIU11-pattern39-target6 14 NaN NaN
all-images-CVIU11-pattern39-target60 14 NaN NaN
all-images-CVIU11-pattern39-target61 14 NaN NaN
all-images-CVIU11-pattern39-target62 14 NaN NaN
all-images-CVIU11-pattern39-target63 14 NaN NaN
all-images-CVIU11-pattern39-target64 14 NaN NaN
all-images-CVIU11-pattern39-target65 14 NaN NaN
all-images-CVIU11-pattern39-target66 14 NaN NaN
all-images-CVIU11-pattern39-target67 14 NaN NaN
all-images-CVIU11-pattern39-target68 14 NaN NaN
all-images-CVIU11-pattern39-target69 14 NaN NaN
all-images-CVIU11-pattern39-target7 14 NaN NaN
all-images-CVIU11-pattern39-target70 14 NaN NaN
all-images-CVIU11-pattern39-target71 14 NaN NaN
all-images-CVIU11-pattern39-target72 14 NaN NaN
all-images-CVIU11-pattern39-target73 14 NaN NaN
all-images-CVIU11-pattern39-target74 14 NaN NaN
all-images-CVIU11-pattern39-target75 14 NaN NaN
all-images-CVIU11-pattern39-target76 14 NaN NaN
all-images-CVIU11-pattern39-target77 14 NaN NaN
all-images-CVIU11-pattern39-target78 14 NaN NaN
all-images-CVIU11-pattern39-target79 14 NaN NaN
all-images-CVIU11-pattern39-target8 14 NaN NaN
all-images-CVIU11-pattern39-target80 14 NaN NaN
all-images-CVIU11-pattern39-target81 14 NaN NaN
all-images-CVIU11-pattern39-target82 14 NaN NaN
all-images-CVIU11-pattern39-target83 14 NaN NaN
all-images-CVIU11-pattern39-target84 14 NaN NaN
all-images-CVIU11-pattern39-target85 14 NaN NaN
all-images-CVIU11-pattern39-target86 14 NaN NaN
all-images-CVIU11-pattern39-target87 14 NaN NaN
all-images-CVIU11-pattern39-target88 14 NaN NaN
all-images-CVIU11-pattern39-target89 14 NaN NaN
all-images-CVIU11-pattern39-target9 14 NaN NaN
all-images-CVIU11-pattern39-target90 14 NaN NaN
all-images-CVIU11-pattern39-target91 14 NaN NaN
all-images-CVIU11-pattern39-target92 14 NaN NaN
all-images-CVIU11-pattern39-target93 14 NaN NaN
all-images-CVIU11-pattern39-target94 14 NaN NaN
all-images-CVIU11-pattern39-target95 14 NaN NaN
all-images-CVIU11-pattern39-target96 14 NaN NaN
all-images-CVIU11-pattern39-target97 14 NaN NaN
all-images-CVIU11-pattern39-target98 14 NaN NaN
all-images-CVIU11-pattern39-target99 14 NaN NaN
all-images-CVIU11-pattern4-target1 14 NaN NaN
all-images-CVIU11-pattern4-target10 14 NaN NaN
all-images-CVIU11-pattern4-target100 14 NaN NaN
all-images-CVIU11-pattern4-target101 14 NaN NaN
all-images-CVIU11-pattern4-target102 14 NaN NaN
all-images-CVIU11-pattern4-target103 14 NaN NaN
all-images-CVIU11-pattern4-target104 14 NaN NaN
all-images-CVIU11-pattern4-target105 14 NaN NaN
all-images-CVIU11-pattern4-target106 14 NaN NaN
all-images-CVIU11-pattern4-target107 14 NaN NaN
all-images-CVIU11-pattern4-target108 14 NaN NaN
all-images-CVIU11-pattern4-target109 14 NaN NaN
all-images-CVIU11-pattern4-target11 14 NaN NaN
all-images-CVIU11-pattern4-target110 14 NaN NaN
all-images-CVIU11-pattern4-target111 14 NaN NaN
all-images-CVIU11-pattern4-target112 14 NaN NaN
all-images-CVIU11-pattern4-target113 14 NaN NaN
all-images-CVIU11-pattern4-target114 14 NaN NaN
all-images-CVIU11-pattern4-target115 14 NaN NaN
all-images-CVIU11-pattern4-target116 14 NaN NaN
all-images-CVIU11-pattern4-target117 14 NaN NaN
all-images-CVIU11-pattern4-target118 14 NaN NaN
all-images-CVIU11-pattern4-target119 14 NaN NaN
all-images-CVIU11-pattern4-target12 14 NaN NaN
all-images-CVIU11-pattern4-target120 14 NaN NaN
all-images-CVIU11-pattern4-target121 14 NaN NaN
all-images-CVIU11-pattern4-target122 14 NaN NaN
all-images-CVIU11-pattern4-target123 14 NaN NaN
all-images-CVIU11-pattern4-target124 14 NaN NaN
all-images-CVIU11-pattern4-target125 14 NaN NaN
all-images-CVIU11-pattern4-target126 14 893 820
all-images-CVIU11-pattern4-target127 14 NaN NaN
all-images-CVIU11-pattern4-target128 14 NaN NaN
all-images-CVIU11-pattern4-target129 14 NaN NaN
all-images-CVIU11-pattern4-target13 14 NaN NaN
all-images-CVIU11-pattern4-target130 14 NaN NaN
all-images-CVIU11-pattern4-target131 14 NaN NaN
all-images-CVIU11-pattern4-target132 14 NaN NaN
all-images-CVIU11-pattern4-target133 14 NaN NaN
all-images-CVIU11-pattern4-target134 14 NaN NaN
all-images-CVIU11-pattern4-target135 14 NaN NaN
all-images-CVIU11-pattern4-target136 14 NaN NaN
all-images-CVIU11-pattern4-target137 14 NaN NaN
all-images-CVIU11-pattern4-target138 14 NaN NaN
all-images-CVIU11-pattern4-target139 14 NaN NaN
all-images-CVIU11-pattern4-target14 14 NaN NaN
all-images-CVIU11-pattern4-target140 14 NaN NaN
all-images-CVIU11-pattern4-target141 14 NaN NaN
all-images-CVIU11-pattern4-target142 14 NaN NaN
all-images-CVIU11-pattern4-target143 14 NaN NaN
all-images-CVIU11-pattern4-target144 14 NaN NaN
all-images-CVIU11-pattern4-target145 14 NaN NaN
all-images-CVIU11-pattern4-target146 14 NaN NaN
all-images-CVIU11-pattern4-target15 14 NaN NaN
all-images-CVIU11-pattern4-target16 14 NaN NaN
all-images-CVIU11-pattern4-target17 14 NaN NaN
all-images-CVIU11-pattern4-target18 14 NaN NaN
all-images-CVIU11-pattern4-target19 14 NaN NaN
all-images-CVIU11-pattern4-target2 14 NaN NaN
all-images-CVIU11-pattern4-target20 14 NaN NaN
all-images-CVIU11-pattern4-target21 14 NaN NaN
all-images-CVIU11-pattern4-target22 14 NaN NaN
all-images-CVIU11-pattern4-target23 14 NaN NaN
all-images-CVIU11-pattern4-target24 14 NaN NaN
all-images-CVIU11-pattern4-target25 14 NaN NaN
all-images-CVIU11-pattern4-target26 14 NaN NaN
all-images-CVIU11-pattern4-target27 14 NaN NaN
all-images-CVIU11-pattern4-target28 14 NaN NaN
all-images-CVIU11-pattern4-target29 14 NaN NaN
all-images-CVIU11-pattern4-target3 14 NaN NaN
all-images-CVIU11-pattern4-target30 14 NaN NaN
all-images-CVIU11-pattern4-target31 14 NaN NaN
all-images-CVIU11-pattern4-target32 14 NaN NaN
all-images-CVIU11-pattern4-target33 14 NaN NaN
all-images-CVIU11-pattern4-target34 14 NaN NaN
all-images-CVIU11-pattern4-target35 14 NaN NaN
all-images-CVIU11-pattern4-target36 14 NaN NaN
all-images-CVIU11-pattern4-target37 14 NaN NaN
all-images-CVIU11-pattern4-target38 14 NaN NaN
all-images-CVIU11-pattern4-target39 14 NaN NaN
all-images-CVIU11-pattern4-target4 14 NaN NaN
all-images-CVIU11-pattern4-target40 14 NaN NaN
all-images-CVIU11-pattern4-target41 14 NaN NaN
all-images-CVIU11-pattern4-target42 14 NaN NaN
all-images-CVIU11-pattern4-target43 14 NaN NaN
all-images-CVIU11-pattern4-target44 14 NaN NaN
all-images-CVIU11-pattern4-target45 14 NaN NaN
all-images-CVIU11-pattern4-target46 14 NaN NaN
all-images-CVIU11-pattern4-target47 14 NaN NaN
all-images-CVIU11-pattern4-target48 14 NaN NaN
all-images-CVIU11-pattern4-target49 14 NaN NaN
all-images-CVIU11-pattern4-target5 14 NaN NaN
all-images-CVIU11-pattern4-target50 14 NaN NaN
all-images-CVIU11-pattern4-target51 14 NaN NaN
all-images-CVIU11-pattern4-target52 14 NaN NaN
all-images-CVIU11-pattern4-target53 14 NaN NaN
all-images-CVIU11-pattern4-target54 14 NaN NaN
all-images-CVIU11-pattern4-target55 14 NaN NaN
all-images-CVIU11-pattern4-target56 14 NaN NaN
all-images-CVIU11-pattern4-target57 14 NaN NaN
all-images-CVIU11-pattern4-target58 14 NaN NaN
all-images-CVIU11-pattern4-target59 14 NaN NaN
all-images-CVIU11-pattern4-target6 14 NaN NaN
all-images-CVIU11-pattern4-target60 14 NaN NaN
all-images-CVIU11-pattern4-target61 14 NaN NaN
all-images-CVIU11-pattern4-target62 14 NaN NaN
all-images-CVIU11-pattern4-target63 14 NaN NaN
all-images-CVIU11-pattern4-target64 14 NaN NaN
all-images-CVIU11-pattern4-target65 14 NaN NaN
all-images-CVIU11-pattern4-target66 14 NaN NaN
all-images-CVIU11-pattern4-target67 14 NaN NaN
all-images-CVIU11-pattern4-target68 14 NaN NaN
all-images-CVIU11-pattern4-target69 14 NaN NaN
all-images-CVIU11-pattern4-target7 14 NaN NaN
all-images-CVIU11-pattern4-target70 14 NaN NaN
all-images-CVIU11-pattern4-target71 14 NaN NaN
all-images-CVIU11-pattern4-target72 14 NaN NaN
all-images-CVIU11-pattern4-target73 14 NaN NaN
all-images-CVIU11-pattern4-target74 14 NaN NaN
all-images-CVIU11-pattern4-target75 14 NaN NaN
all-images-CVIU11-pattern4-target76 14 NaN NaN
all-images-CVIU11-pattern4-target77 14 NaN NaN
all-images-CVIU11-pattern4-target78 14 NaN NaN
all-images-CVIU11-pattern4-target79 14 NaN NaN
all-images-CVIU11-pattern4-target8 14 NaN NaN
all-images-CVIU11-pattern4-target80 14 NaN NaN
all-images-CVIU11-pattern4-target81 14 NaN NaN
all-images-CVIU11-pattern4-target82 14 NaN NaN
all-images-CVIU11-pattern4-target83 14 NaN NaN
all-images-CVIU11-pattern4-target84 14 NaN NaN
all-images-CVIU11-pattern4-target85 14 NaN NaN
all-images-CVIU11-pattern4-target86 14 NaN NaN
all-images-CVIU11-pattern4-target87 14 NaN NaN
all-images-CVIU11-pattern4-target88 14 NaN NaN
all-images-CVIU11-pattern4-target89 14 NaN NaN
all-images-CVIU11-pattern4-target9 14 NaN NaN
all-images-CVIU11-pattern4-target90 14 NaN NaN
all-images-CVIU11-pattern4-target91 14 NaN NaN
all-images-CVIU11-pattern4-target92 14 NaN NaN
all-images-CVIU11-pattern4-target93 14 NaN NaN
all-images-CVIU11-pattern4-target94 14 NaN NaN
all-images-CVIU11-pattern4-target95 14 NaN NaN
all-images-CVIU11-pattern4-target96 14 NaN NaN
all-images-CVIU11-pattern4-target97 14 NaN NaN
all-images-CVIU11-pattern4-target98 14 NaN NaN
all-images-CVIU11-pattern4-target99 14 NaN NaN
all-images-CVIU11-pattern40-target1 14 NaN NaN
all-images-CVIU11-pattern40-target10 14 NaN NaN
all-images-CVIU11-pattern40-target100 14 NaN NaN
all-images-CVIU11-pattern40-target101 14 NaN NaN
all-images-CVIU11-pattern40-target102 14 2631 2596
all-images-CVIU11-pattern40-target103 14 NaN NaN
all-images-CVIU11-pattern40-target104 14 NaN NaN
all-images-CVIU11-pattern40-target105 14 NaN NaN
all-images-CVIU11-pattern40-target106 14 NaN NaN
all-images-CVIU11-pattern40-target107 14 NaN NaN
all-images-CVIU11-pattern40-target108 14 NaN NaN
all-images-CVIU11-pattern40-target109 14 NaN NaN
all-images-CVIU11-pattern40-target11 14 NaN NaN
all-images-CVIU11-pattern40-target110 14 NaN NaN
all-images-CVIU11-pattern40-target111 14 NaN NaN
all-images-CVIU11-pattern40-target112 14 NaN NaN
all-images-CVIU11-pattern40-target113 14 NaN NaN
all-images-CVIU11-pattern40-target114 14 NaN NaN
all-images-CVIU11-pattern40-target115 14 NaN NaN
all-images-CVIU11-pattern40-target116 14 NaN NaN
all-images-CVIU11-pattern40-target117 14 NaN NaN
all-images-CVIU11-pattern40-target118 14 NaN NaN
all-images-CVIU11-pattern40-target119 14 NaN NaN
all-images-CVIU11-pattern40-target12 14 NaN NaN
all-images-CVIU11-pattern40-target120 14 NaN NaN
all-images-CVIU11-pattern40-target121 14 NaN NaN
all-images-CVIU11-pattern40-target122 14 NaN NaN
all-images-CVIU11-pattern40-target123 14 NaN NaN
all-images-CVIU11-pattern40-target124 14 NaN NaN
all-images-CVIU11-pattern40-target125 14 NaN NaN
all-images-CVIU11-pattern40-target126 14 NaN NaN
all-images-CVIU11-pattern40-target127 14 NaN NaN
all-images-CVIU11-pattern40-target128 14 NaN NaN
all-images-CVIU11-pattern40-target129 14 NaN NaN
all-images-CVIU11-pattern40-target13 14 NaN NaN
all-images-CVIU11-pattern40-target130 14 NaN NaN
all-images-CVIU11-pattern40-target131 14 NaN NaN
all-images-CVIU11-pattern40-target132 14 NaN NaN
all-images-CVIU11-pattern40-target133 14 NaN NaN
all-images-CVIU11-pattern40-target134 14 NaN NaN
all-images-CVIU11-pattern40-target135 14 NaN NaN
all-images-CVIU11-pattern40-target136 14 NaN NaN
all-images-CVIU11-pattern40-target137 14 NaN NaN
all-images-CVIU11-pattern40-target138 14 NaN NaN
all-images-CVIU11-pattern40-target139 14 NaN NaN
all-images-CVIU11-pattern40-target14 14 NaN NaN
all-images-CVIU11-pattern40-target140 14 NaN NaN
all-images-CVIU11-pattern40-target141 14 NaN NaN
all-images-CVIU11-pattern40-target142 14 NaN NaN
all-images-CVIU11-pattern40-target143 14 NaN NaN
all-images-CVIU11-pattern40-target144 14 NaN NaN
all-images-CVIU11-pattern40-target145 14 NaN NaN
all-images-CVIU11-pattern40-target146 14 NaN NaN
all-images-CVIU11-pattern40-target15 14 NaN NaN
all-images-CVIU11-pattern40-target16 14 NaN NaN
all-images-CVIU11-pattern40-target17 14 NaN NaN
all-images-CVIU11-pattern40-target18 14 NaN NaN
all-images-CVIU11-pattern40-target19 14 NaN NaN
all-images-CVIU11-pattern40-target2 14 NaN NaN
all-images-CVIU11-pattern40-target20 14 NaN NaN
all-images-CVIU11-pattern40-target21 14 NaN NaN
all-images-CVIU11-pattern40-target22 14 NaN NaN
all-images-CVIU11-pattern40-target23 14 NaN NaN
all-images-CVIU11-pattern40-target24 14 NaN NaN
all-images-CVIU11-pattern40-target25 14 NaN NaN
all-images-CVIU11-pattern40-target26 14 NaN NaN
all-images-CVIU11-pattern40-target27 14 NaN NaN
all-images-CVIU11-pattern40-target28 14 NaN NaN
all-images-CVIU11-pattern40-target29 14 NaN NaN
all-images-CVIU11-pattern40-target3 14 NaN NaN
all-images-CVIU11-pattern40-target30 14 NaN NaN
all-images-CVIU11-pattern40-target31 14 NaN NaN
all-images-CVIU11-pattern40-target32 14 NaN NaN
all-images-CVIU11-pattern40-target33 14 NaN NaN
all-images-CVIU11-pattern40-target34 14 NaN NaN
all-images-CVIU11-pattern40-target35 14 NaN NaN
all-images-CVIU11-pattern40-target36 14 NaN NaN
all-images-CVIU11-pattern40-target37 14 NaN NaN
all-images-CVIU11-pattern40-target38 14 NaN NaN
all-images-CVIU11-pattern40-target39 14 NaN NaN
all-images-CVIU11-pattern40-target4 14 NaN NaN
all-images-CVIU11-pattern40-target40 14 NaN NaN
all-images-CVIU11-pattern40-target41 14 NaN NaN
all-images-CVIU11-pattern40-target42 14 NaN NaN
all-images-CVIU11-pattern40-target43 14 NaN NaN
all-images-CVIU11-pattern40-target44 14 NaN NaN
all-images-CVIU11-pattern40-target45 14 NaN NaN
all-images-CVIU11-pattern40-target46 14 NaN NaN
all-images-CVIU11-pattern40-target47 14 NaN NaN
all-images-CVIU11-pattern40-target48 14 NaN NaN
all-images-CVIU11-pattern40-target49 14 NaN NaN
all-images-CVIU11-pattern40-target5 14 NaN NaN
all-images-CVIU11-pattern40-target50 14 NaN NaN
all-images-CVIU11-pattern40-target51 14 NaN NaN
all-images-CVIU11-pattern40-target52 14 NaN NaN
all-images-CVIU11-pattern40-target53 14 NaN NaN
all-images-CVIU11-pattern40-target54 14 NaN NaN
all-images-CVIU11-pattern40-target55 14 NaN NaN
all-images-CVIU11-pattern40-target56 14 NaN NaN
all-images-CVIU11-pattern40-target57 14 NaN NaN
all-images-CVIU11-pattern40-target58 14 NaN NaN
all-images-CVIU11-pattern40-target59 14 NaN NaN
all-images-CVIU11-pattern40-target6 14 NaN NaN
all-images-CVIU11-pattern40-target60 14 NaN NaN
all-images-CVIU11-pattern40-target61 14 NaN NaN
all-images-CVIU11-pattern40-target62 14 NaN NaN
all-images-CVIU11-pattern40-target63 14 NaN NaN
all-images-CVIU11-pattern40-target64 14 NaN NaN
all-images-CVIU11-pattern40-target65 14 NaN NaN
all-images-CVIU11-pattern40-target66 14 NaN NaN
all-images-CVIU11-pattern40-target67 14 NaN NaN
all-images-CVIU11-pattern40-target68 14 NaN NaN
all-images-CVIU11-pattern40-target69 14 NaN NaN
all-images-CVIU11-pattern40-target7 14 NaN NaN
all-images-CVIU11-pattern40-target70 14 NaN NaN
all-images-CVIU11-pattern40-target71 14 NaN NaN
all-images-CVIU11-pattern40-target72 14 NaN NaN
all-images-CVIU11-pattern40-target73 14 NaN NaN
all-images-CVIU11-pattern40-target74 14 NaN NaN
all-images-CVIU11-pattern40-target75 14 NaN NaN
all-images-CVIU11-pattern40-target76 14 NaN NaN
all-images-CVIU11-pattern40-target77 14 NaN NaN
all-images-CVIU11-pattern40-target78 14 NaN NaN
all-images-CVIU11-pattern40-target79 14 NaN NaN
all-images-CVIU11-pattern40-target8 14 NaN NaN
all-images-CVIU11-pattern40-target80 14 NaN NaN
all-images-CVIU11-pattern40-target81 14 NaN NaN
all-images-CVIU11-pattern40-target82 14 NaN NaN
all-images-CVIU11-pattern40-target83 14 NaN NaN
all-images-CVIU11-pattern40-target84 14 NaN NaN
all-images-CVIU11-pattern40-target85 14 NaN NaN
all-images-CVIU11-pattern40-target86 14 NaN NaN
all-images-CVIU11-pattern40-target87 14 NaN NaN
all-images-CVIU11-pattern40-target88 14 NaN NaN
all-images-CVIU11-pattern40-target89 14 NaN NaN
all-images-CVIU11-pattern40-target9 14 NaN NaN
all-images-CVIU11-pattern40-target90 14 NaN NaN
all-images-CVIU11-pattern40-target91 14 NaN NaN
all-images-CVIU11-pattern40-target92 14 NaN NaN
all-images-CVIU11-pattern40-target93 14 NaN NaN
all-images-CVIU11-pattern40-target94 14 NaN NaN
all-images-CVIU11-pattern40-target95 14 NaN NaN
all-images-CVIU11-pattern40-target96 14 NaN NaN
all-images-CVIU11-pattern40-target97 14 NaN NaN
all-images-CVIU11-pattern40-target98 14 NaN NaN
all-images-CVIU11-pattern40-target99 14 NaN NaN
all-images-CVIU11-pattern41-target1 14 NaN NaN
all-images-CVIU11-pattern41-target10 14 NaN NaN
all-images-CVIU11-pattern41-target100 14 NaN NaN
all-images-CVIU11-pattern41-target101 14 NaN NaN
all-images-CVIU11-pattern41-target102 14 NaN NaN
all-images-CVIU11-pattern41-target103 14 NaN NaN
all-images-CVIU11-pattern41-target104 14 NaN NaN
all-images-CVIU11-pattern41-target105 14 NaN NaN
