instance family sat glasgowdegreenorestartsnonogoodsinduced glasgowbiasedinduced pathladinduced vf2induced vf3induced riinduced
all-meshes-CVIU11-pattern4-target293 13 0 3 2 000 1 0 1.50204e-05
all-meshes-CVIU11-pattern4-target294 13 0 187 187 023 43 0 9.799e-05
all-meshes-CVIU11-pattern4-target295 13 0 145 129 009 25 0 9.39369e-05
all-meshes-CVIU11-pattern4-target296 13 0 4 4 002 1 0 3.19481e-05
all-meshes-CVIU11-pattern4-target297 13 0 79 121 033 25 0 0.000108004
all-meshes-CVIU11-pattern4-target298 13 0 66 39 005 7 0 4.81606e-05
all-meshes-CVIU11-pattern4-target299 13 0 1 1 000 0 0 9.05991e-06
all-meshes-CVIU11-pattern4-target3 13 0 10 9 001 2 0 3.31402e-05
all-meshes-CVIU11-pattern4-target30 13 0 76 121 039 23 0 9.98974e-05
all-meshes-CVIU11-pattern4-target300 13 0 25 28 011 11 0 7.20024e-05
all-meshes-CVIU11-pattern4-target303 13 0 119 121 017 42 0 0.000103951
all-meshes-CVIU11-pattern4-target304 13 0 6 7 003 6 0 6.10352e-05
all-meshes-CVIU11-pattern4-target305 13 0 17 17 003 5 0 6.58035e-05
all-meshes-CVIU11-pattern4-target306 13 0 1195 1185 211 283 1 0.000377178
all-meshes-CVIU11-pattern4-target307 13 0 8 9 002 4 0 2.69413e-05
all-meshes-CVIU11-pattern4-target308 13 0 2585 2601 289 199 1 0.000463963
all-meshes-CVIU11-pattern4-target309 13 0 51 49 013 26 0 8.2016e-05
all-meshes-CVIU11-pattern4-target31 13 0 86 54 010 16 0 7.79629e-05
all-meshes-CVIU11-pattern4-target310 13 0 27 38 003 17 0 4.29153e-05
all-meshes-CVIU11-pattern4-target311 13 0 1199 1221 166 157 1 0.000344992
all-meshes-CVIU11-pattern4-target312 13 0 8 5 000 2 0 4.69685e-05
all-meshes-CVIU11-pattern4-target313 13 0 260 281 028 67 0 0.000193834
all-meshes-CVIU11-pattern4-target314 13 0 1789 1823 261 197 1 0.00030899
all-meshes-CVIU11-pattern4-target315 13 0 3 3 002 1 0 1.90735e-05
all-meshes-CVIU11-pattern4-target316 13 0 28 46 003 12 0 6.79493e-05
all-meshes-CVIU11-pattern4-target317 13 0 6 6 000 1 0 3.50475e-05
all-meshes-CVIU11-pattern4-target318 13 0 1203 1231 172 184 1 0.000270128
all-meshes-CVIU11-pattern4-target319 13 0 4 4 001 1 0 3.09944e-05
all-meshes-CVIU11-pattern4-target32 13 0 62 45 010 13 0 5.00679e-05
all-meshes-CVIU11-pattern4-target320 13 0 9 10 001 2 0 4.72069e-05
all-meshes-CVIU11-pattern4-target321 13 0 58 94 008 27 0 7.79629e-05
all-meshes-CVIU11-pattern4-target322 13 0 879 893 318 205 1 0.000218153
all-meshes-CVIU11-pattern4-target323 13 0 57 57 004 6 0 6.50883e-05
all-meshes-CVIU11-pattern4-target324 13 0 28 27 003 5 0 6.41346e-05
all-meshes-CVIU11-pattern4-target325 13 0 6 6 001 0 0 1.71661e-05
all-meshes-CVIU11-pattern4-target326 13 0 176 183 018 46 0 9.60827e-05
all-meshes-CVIU11-pattern4-target327 13 0 77 82 016 36 0 0.000124931
all-meshes-CVIU11-pattern4-target328 13 0 514 334 027 29 0 0.00010705
all-meshes-CVIU11-pattern4-target329 13 0 204 198 017 28 0 0.000124931
all-meshes-CVIU11-pattern4-target33 13 0 117 78 007 17 0 0.000128984
all-meshes-CVIU11-pattern4-target330 13 0 12 12 001 3 0 3.60012e-05
all-meshes-CVIU11-pattern4-target331 13 0 2123 2096 270 302 1 0.000357151
all-meshes-CVIU11-pattern4-target332 13 0 27 40 011 15 0 7.70092e-05
all-meshes-CVIU11-pattern4-target333 13 0 158 190 020 38 0 0.000147104
all-meshes-CVIU11-pattern4-target334 13 0 46 34 006 17 0 9.29832e-05
all-meshes-CVIU11-pattern4-target335 13 0 16 16 004 5 0 6.38962e-05
all-meshes-CVIU11-pattern4-target336 13 0 8 15 001 3 0 3.88622e-05
all-meshes-CVIU11-pattern4-target337 13 0 7 6 002 4 0 3.79086e-05
all-meshes-CVIU11-pattern4-target338 13 0 1 1 000 0 0 2.28882e-05
all-meshes-CVIU11-pattern4-target339 13 0 4 4 001 1 0 3.00407e-05
all-meshes-CVIU11-pattern4-target34 13 0 444 738 057 78 0 0.000218868
all-meshes-CVIU11-pattern4-target340 13 0 134 88 013 30 0 0.000124931
all-meshes-CVIU11-pattern4-target341 13 0 9 8 002 3 0 2.09808e-05
all-meshes-CVIU11-pattern4-target342 13 0 48 48 006 22 0 7.10487e-05
all-meshes-CVIU11-pattern4-target343 13 0 836 959 124 128 0 0.000266075
all-meshes-CVIU11-pattern4-target344 13 0 13 14 003 4 0 5.98431e-05
all-meshes-CVIU11-pattern4-target345 13 0 12 12 003 5 0 3.60012e-05
all-meshes-CVIU11-pattern4-target346 13 0 15 15 002 2 0 2.81334e-05
all-meshes-CVIU11-pattern4-target347 13 0 1 1 000 0 0 1.00136e-05
all-meshes-CVIU11-pattern4-target348 13 0 22 21 004 5 0 5.00679e-05
all-meshes-CVIU11-pattern4-target349 13 0 8 11 007 3 0 3.19481e-05
all-meshes-CVIU11-pattern4-target35 13 0 15 23 004 8 0 5.10216e-05
all-meshes-CVIU11-pattern4-target350 13 0 52 55 009 23 0 0.000114918
all-meshes-CVIU11-pattern4-target351 13 0 2 2 002 0 0 2.90871e-05
all-meshes-CVIU11-pattern4-target352 13 0 55 98 002 6 0 7.9155e-05
all-meshes-CVIU11-pattern4-target353 13 0 768 872 094 105 0 0.000245094
all-meshes-CVIU11-pattern4-target354 13 0 7 8 001 4 0 3.69549e-05
all-meshes-CVIU11-pattern4-target356 13 0 0 1 000 0 0 1.19209e-05
all-meshes-CVIU11-pattern4-target357 13 0 6 6 001 1 0 2.19345e-05
all-meshes-CVIU11-pattern4-target358 13 0 20 15 002 5 0 3.60012e-05
all-meshes-CVIU11-pattern4-target359 13 0 10 10 002 3 0 4.29153e-05
all-meshes-CVIU11-pattern4-target36 13 0 310 328 052 82 0 0.000217915
all-meshes-CVIU11-pattern4-target360 13 0 315 370 078 74 0 0.000121832
all-meshes-CVIU11-pattern4-target361 13 0 111 95 027 28 0 6.8903e-05
all-meshes-CVIU11-pattern4-target362 13 0 9 9 002 5 0 3.91006e-05
all-meshes-CVIU11-pattern4-target363 13 0 1 2 000 0 0 1.09673e-05
all-meshes-CVIU11-pattern4-target364 13 0 26 16 004 14 0 4.50611e-05
all-meshes-CVIU11-pattern4-target365 13 0 20 30 005 10 0 7.79629e-05
all-meshes-CVIU11-pattern4-target366 13 0 456 506 089 138 0 0.000208139
all-meshes-CVIU11-pattern4-target367 13 0 44 44 008 11 0 5.19753e-05
all-meshes-CVIU11-pattern4-target368 13 0 114 85 007 27 0 0.000108004
all-meshes-CVIU11-pattern4-target369 13 0 197 211 035 52 0 0.000123978
all-meshes-CVIU11-pattern4-target37 13 0 11 8 002 2 0 2.09808e-05
all-meshes-CVIU11-pattern4-target370 13 0 162 164 021 51 0 0.000170946
all-meshes-CVIU11-pattern4-target378 13 0 175 189 048 59 0 7.58171e-05
all-meshes-CVIU11-pattern4-target379 13 0 35 37 004 17 0 5.31673e-05
all-meshes-CVIU11-pattern4-target38 13 0 133 204 028 67 0 0.000103951
all-meshes-CVIU11-pattern4-target380 13 0 115 128 026 26 0 7.98702e-05
all-meshes-CVIU11-pattern4-target381 13 0 7 7 002 2 0 4.48227e-05
all-meshes-CVIU11-pattern4-target382 13 0 939 935 158 206 1 0.000206947
all-meshes-CVIU11-pattern4-target383 13 0 50 37 005 14 0 7.20024e-05
all-meshes-CVIU11-pattern4-target384 13 0 145 170 037 44 0 0.000125885
all-meshes-CVIU11-pattern4-target385 13 0 427 784 055 117 0 0.000170946
all-meshes-CVIU11-pattern4-target386 13 0 4 2 000 1 0 1.5974e-05
all-meshes-CVIU11-pattern4-target387 13 0 44 52 004 13 0 7.39098e-05
all-meshes-CVIU11-pattern4-target388 13 0 604 718 068 96 0 0.000129938
all-meshes-CVIU11-pattern4-target389 13 0 344 376 084 160 0 0.000145912
all-meshes-CVIU11-pattern4-target39 13 0 1 2 000 0 0 1.28746e-05
all-meshes-CVIU11-pattern4-target390 13 0 404 451 066 83 0 0.000172138
all-meshes-CVIU11-pattern4-target391 13 0 1477 1639 433 319 1 0.000329971
all-meshes-CVIU11-pattern4-target392 13 0 3 3 001 1 0 2.5034e-05
all-meshes-CVIU11-pattern4-target393 13 0 47 32 004 14 0 8.79765e-05
all-meshes-CVIU11-pattern4-target394 13 0 14 15 002 4 0 4.81606e-05
all-meshes-CVIU11-pattern4-target395 13 0 277 311 080 80 0 0.000174999
all-meshes-CVIU11-pattern4-target396 13 0 15 27 003 4 0 5.38826e-05
all-meshes-CVIU11-pattern4-target397 13 0 267 299 042 105 0 0.000153065
all-meshes-CVIU11-pattern4-target398 13 0 1267 1267 191 288 1 0.00029707
all-meshes-CVIU11-pattern4-target399 13 0 57 58 006 14 0 6.8903e-05
all-meshes-CVIU11-pattern4-target4 13 0 7 7 000 2 0 3.60012e-05
all-meshes-CVIU11-pattern4-target40 13 0 36 35 004 4 0 5.50747e-05
all-meshes-CVIU11-pattern4-target400 13 0 77 51 014 22 0 7.20024e-05
all-meshes-CVIU11-pattern4-target401 13 0 284 309 097 89 0 0.000179052
all-meshes-CVIU11-pattern4-target402 13 0 2 3 001 0 0 1.5974e-05
all-meshes-CVIU11-pattern4-target403 13 0 26 25 005 10 0 6.41346e-05
all-meshes-CVIU11-pattern4-target404 13 0 62 107 009 24 0 7.51019e-05
all-meshes-CVIU11-pattern4-target405 13 0 691 581 059 66 0 0.000137091
all-meshes-CVIU11-pattern4-target406 13 0 24 24 006 6 0 3.88622e-05
all-meshes-CVIU11-pattern4-target407 13 0 5 3 001 1 0 1.40667e-05
all-meshes-CVIU11-pattern4-target408 13 0 3 3 000 1 0 1.4782e-05
all-meshes-CVIU11-pattern4-target409 13 0 14 9 000 1 0 3.09944e-05
all-meshes-CVIU11-pattern4-target41 13 0 234 443 027 55 0 0.000229836
all-meshes-CVIU11-pattern4-target410 13 0 3 5 002 1 0 2.28882e-05
all-meshes-CVIU11-pattern4-target411 13 0 44 42 008 11 0 6.69956e-05
all-meshes-CVIU11-pattern4-target412 13 0 2 3 000 0 0 1.88351e-05
all-meshes-CVIU11-pattern4-target413 13 0 1 1 001 1 0 1.09673e-05
all-meshes-CVIU11-pattern4-target414 13 0 7 7 002 1 0 2.69413e-05
all-meshes-CVIU11-pattern4-target415 13 0 79 88 014 15 0 6.60419e-05
all-meshes-CVIU11-pattern4-target416 13 0 4 4 000 0 0 2.59876e-05
all-meshes-CVIU11-pattern4-target417 13 0 3 4 000 0 0 3.69549e-05
all-meshes-CVIU11-pattern4-target418 13 0 13 9 000 2 0 5.38826e-05
all-meshes-CVIU11-pattern4-target419 13 0 14 13 001 3 0 4.60148e-05
all-meshes-CVIU11-pattern4-target42 13 0 112 197 016 36 0 0.000139952
all-meshes-CVIU11-pattern4-target420 13 0 1665 1166 127 103 0 0.000271082
all-meshes-CVIU11-pattern4-target421 13 0 21 22 002 5 0 4.19617e-05
all-meshes-CVIU11-pattern4-target422 13 0 50 51 006 8 0 5.38826e-05
all-meshes-CVIU11-pattern4-target423 13 0 40 42 005 10 0 8.2016e-05
all-meshes-CVIU11-pattern4-target424 13 0 203 196 021 40 0 0.000159025
all-meshes-CVIU11-pattern4-target425 13 0 9 9 000 2 0 2.90871e-05
all-meshes-CVIU11-pattern4-target427 13 0 34 36 003 8 0 5.50747e-05
all-meshes-CVIU11-pattern4-target428 13 0 792 885 130 158 0 0.000184059
all-meshes-CVIU11-pattern4-target429 13 0 8 8 000 2 0 2.28882e-05
all-meshes-CVIU11-pattern4-target43 13 0 818 1458 163 177 0 0.000282049
all-meshes-CVIU11-pattern4-target430 13 0 548 522 068 69 0 0.000197172
all-meshes-CVIU11-pattern4-target431 13 0 641 472 110 109 0 0.000167847
all-meshes-CVIU11-pattern4-target432 13 0 18 19 003 7 0 3.69549e-05
all-meshes-CVIU11-pattern4-target433 13 0 120 130 017 42 0 0.000103951
all-meshes-CVIU11-pattern4-target434 13 0 587 654 093 127 0 0.000209808
all-meshes-CVIU11-pattern4-target435 13 0 80 91 016 40 0 7.70092e-05
all-meshes-CVIU11-pattern4-target436 13 0 305 391 051 59 0 0.000188112
all-meshes-CVIU11-pattern4-target437 13 0 1 1 000 0 0 1.69277e-05
all-meshes-CVIU11-pattern4-target438 13 0 476 783 081 69 0 0.00020504
all-meshes-CVIU11-pattern4-target439 13 0 144 90 010 32 0 9.799e-05
all-meshes-CVIU11-pattern4-target44 13 0 52 50 008 37 0 7.39098e-05
all-meshes-CVIU11-pattern4-target440 13 0 45 28 004 8 0 7.39098e-05
all-meshes-CVIU11-pattern4-target441 13 0 240 264 047 56 0 0.000110865
all-meshes-CVIU11-pattern4-target442 13 0 75 76 026 22 0 8.79765e-05
all-meshes-CVIU11-pattern4-target443 13 0 183 128 021 37 0 9.89437e-05
all-meshes-CVIU11-pattern4-target444 13 0 658 716 070 83 0 0.000201941
all-meshes-CVIU11-pattern4-target446 13 0 189 375 024 44 0 0.000150204
all-meshes-CVIU11-pattern4-target447 13 0 710 781 097 111 0 0.000218153
all-meshes-CVIU11-pattern4-target448 13 0 291 490 039 53 0 0.000173092
all-meshes-CVIU11-pattern4-target449 13 0 406 480 055 70 0 0.000200987
all-meshes-CVIU11-pattern4-target45 13 0 103 68 007 15 0 6.91414e-05
all-meshes-CVIU11-pattern4-target450 13 0 241 228 033 74 0 0.000149965
all-meshes-CVIU11-pattern4-target451 13 0 92 91 030 32 0 8.01086e-05
all-meshes-CVIU11-pattern4-target452 13 0 1172 1174 175 251 1 0.000341177
all-meshes-CVIU11-pattern4-target453 13 0 238 266 026 44 0 0.00012517
all-meshes-CVIU11-pattern4-target454 13 0 466 562 064 171 0 0.000159025
all-meshes-CVIU11-pattern4-target455 13 0 81 118 009 18 0 0.00012517
all-meshes-CVIU11-pattern4-target456 13 0 731 727 188 235 1 0.000229836
all-meshes-CVIU11-pattern4-target457 13 0 50 50 005 23 0 7.08103e-05
all-meshes-CVIU11-pattern4-target458 13 0 118 135 028 50 0 0.000118971
all-meshes-CVIU11-pattern4-target459 13 0 790 1204 102 108 0 0.000255108
all-meshes-CVIU11-pattern4-target46 13 0 15 14 004 7 0 5.31673e-05
all-meshes-CVIU11-pattern4-target460 13 0 100 98 011 15 0 0.000108957
all-meshes-CVIU11-pattern4-target461 13 0 1768 1738 264 247 1 0.000391006
all-meshes-CVIU11-pattern4-target462 13 0 5 5 000 2 0 2.00272e-05
all-meshes-CVIU11-pattern4-target463 13 0 10 6 002 1 0 3.60012e-05
all-meshes-CVIU11-pattern4-target464 13 0 767 876 105 192 0 0.000236988
all-meshes-CVIU11-pattern4-target465 13 0 60 65 012 14 0 6.50883e-05
all-meshes-CVIU11-pattern4-target466 13 0 1 1 001 0 0 1.4782e-05
all-meshes-CVIU11-pattern4-target467 13 0 384 411 122 146 1 0.000202894
all-meshes-CVIU11-pattern4-target468 13 0 85 84 015 16 0 6.69956e-05
all-meshes-CVIU11-pattern4-target469 13 0 487 536 116 145 1 0.000218868
all-meshes-CVIU11-pattern4-target47 13 0 2 4 000 0 0 3.09944e-05
all-meshes-CVIU11-pattern4-target470 13 0 44 43 006 9 0 5.88894e-05
all-meshes-CVIU11-pattern4-target471 13 0 447 495 060 140 0 0.000163794
all-meshes-CVIU11-pattern4-target472 13 0 5 3 001 1 0 1.81198e-05
all-meshes-CVIU11-pattern4-target473 13 0 69 67 008 16 0 6.19888e-05
all-meshes-CVIU11-pattern4-target474 13 0 129 134 014 29 0 0.00011301
all-meshes-CVIU11-pattern4-target475 13 0 26 17 006 5 0 4.79221e-05
all-meshes-CVIU11-pattern4-target476 13 0 340 375 044 82 0 0.000176907
all-meshes-CVIU11-pattern4-target477 13 0 3 3 001 0 0 2.09808e-05
all-meshes-CVIU11-pattern4-target478 13 0 16 16 005 2 0 4.60148e-05
all-meshes-CVIU11-pattern4-target479 13 0 922 947 160 215 0 0.000211954
all-meshes-CVIU11-pattern4-target48 13 0 343 393 026 53 0 0.000149965
all-meshes-CVIU11-pattern4-target481 13 0 91 94 013 62 0 0.00011301
all-meshes-CVIU11-pattern4-target482 13 0 3 2 001 1 0 1.40667e-05
all-meshes-CVIU11-pattern4-target483 13 0 623 701 102 202 0 0.000227928
all-meshes-CVIU11-pattern4-target484 13 0 1010 735 087 152 0 0.000181913
all-meshes-CVIU11-pattern4-target485 13 0 18 33 002 5 0 5.00679e-05
all-meshes-CVIU11-pattern4-target486 13 0 1 3 001 0 0 1.50204e-05
all-meshes-CVIU11-pattern4-target487 13 0 1510 1107 157 179 0 0.00019002
all-meshes-CVIU11-pattern4-target488 13 0 242 329 025 138 0 0.000227928
all-meshes-CVIU11-pattern4-target489 13 0 433 475 080 142 0 0.000149965
all-meshes-CVIU11-pattern4-target49 13 0 16 16 003 3 0 3.91006e-05
all-meshes-CVIU11-pattern4-target490 13 0 24 27 006 7 0 7.79629e-05
all-meshes-CVIU11-pattern4-target491 13 0 63 64 014 29 0 6.69956e-05
all-meshes-CVIU11-pattern4-target492 13 0 2 2 002 1 0 2.69413e-05
all-meshes-CVIU11-pattern4-target493 13 0 30 30 003 11 0 9.10759e-05
all-meshes-CVIU11-pattern4-target494 13 0 19 15 003 4 0 3.50475e-05
all-meshes-CVIU11-pattern4-target495 13 0 292 328 028 113 0 0.000285864
all-meshes-CVIU11-pattern4-target496 13 0 33 34 006 8 0 7.29561e-05
all-meshes-CVIU11-pattern4-target497 13 0 48 50 010 15 0 6.00815e-05
all-meshes-CVIU11-pattern4-target498 13 0 5 5 000 2 0 2.09808e-05
all-meshes-CVIU11-pattern4-target499 13 0 10 10 003 5 0 3.98159e-05
all-meshes-CVIU11-pattern4-target5 13 0 1 2 000 0 0 1.09673e-05
all-meshes-CVIU11-pattern4-target50 13 0 54 54 013 12 0 8.70228e-05
all-meshes-CVIU11-pattern4-target500 13 0 11 15 001 6 0 3.19481e-05
all-meshes-CVIU11-pattern4-target501 13 0 764 868 101 121 0 0.000242949
all-meshes-CVIU11-pattern4-target502 13 0 111 109 011 17 0 0.000112057
all-meshes-CVIU11-pattern4-target503 13 0 55 75 010 26 0 9.01222e-05
all-meshes-CVIU11-pattern4-target504 13 0 87 87 017 31 0 8.89301e-05
all-meshes-CVIU11-pattern4-target505 13 0 1154 1226 145 109 1 0.000295162
all-meshes-CVIU11-pattern4-target506 13 0 4 4 001 0 0 1.5974e-05
all-meshes-CVIU11-pattern4-target507 13 0 11 11 000 2 0 4.91142e-05
all-meshes-CVIU11-pattern4-target508 13 0 85 80 020 19 0 0.000118971
all-meshes-CVIU11-pattern4-target509 13 0 38 39 005 11 0 7.00951e-05
all-meshes-CVIU11-pattern4-target51 13 0 60 63 006 11 0 6.19888e-05
all-meshes-CVIU11-pattern4-target510 13 0 1004 806 086 206 0 0.00030899
all-meshes-CVIU11-pattern4-target511 13 0 870 715 111 156 0 0.000347853
all-meshes-CVIU11-pattern4-target512 13 0 9 10 002 2 0 4.60148e-05
all-meshes-CVIU11-pattern4-target513 13 0 22 22 001 14 0 3.98159e-05
all-meshes-CVIU11-pattern4-target514 13 0 18 23 003 5 0 6.91414e-05
all-meshes-CVIU11-pattern4-target515 13 0 19 19 003 8 0 4.00543e-05
all-meshes-CVIU11-pattern4-target517 13 0 779 1136 074 168 0 0.000313044
all-meshes-CVIU11-pattern4-target518 13 0 265 247 025 40 0 0.000150919
all-meshes-CVIU11-pattern4-target519 13 0 3 2 001 0 0 1.5974e-05
all-meshes-CVIU11-pattern4-target52 13 0 17 23 002 7 0 5.6982e-05
all-meshes-CVIU11-pattern4-target520 13 0 951 1883 129 118 0 0.000277996
all-meshes-CVIU11-pattern4-target521 13 0 30 30 003 8 0 5.19753e-05
all-meshes-CVIU11-pattern4-target522 13 0 102 121 016 53 0 0.000102043
all-meshes-CVIU11-pattern4-target523 13 0 7 4 001 3 0 2.81334e-05
all-meshes-CVIU11-pattern4-target524 13 0 28 28 005 6 0 0.000113964
all-meshes-CVIU11-pattern4-target525 13 0 387 424 061 109 0 0.000187159
all-meshes-CVIU11-pattern4-target526 13 0 29 42 006 6 0 6.10352e-05
all-meshes-CVIU11-pattern4-target527 13 0 23 21 006 12 0 6.60419e-05
all-meshes-CVIU11-pattern4-target528 13 0 1077 1070 186 224 0 0.00019598
all-meshes-CVIU11-pattern4-target529 13 0 8 11 002 2 0 2.47955e-05
all-meshes-CVIU11-pattern4-target53 13 0 33 64 011 13 0 0.000101089
all-meshes-CVIU11-pattern4-target530 13 0 5 5 000 1 0 2.31266e-05
all-meshes-CVIU11-pattern4-target54 13 0 40 43 008 20 0 7.20024e-05
all-meshes-CVIU11-pattern4-target55 13 0 483 608 060 60 0 0.000209093
all-meshes-CVIU11-pattern4-target56 13 0 16 17 001 3 0 4.1008e-05
all-meshes-CVIU11-pattern4-target57 13 0 416 446 064 108 0 0.000139952
all-meshes-CVIU11-pattern4-target58 13 0 4 4 002 1 0 3.00407e-05
all-meshes-CVIU11-pattern4-target59 13 0 25 24 005 10 0 5.6982e-05
all-meshes-CVIU11-pattern4-target6 13 0 178 135 013 36 0 0.000144958
all-meshes-CVIU11-pattern4-target60 13 0 32 49 003 7 0 5.10216e-05
all-meshes-CVIU11-pattern4-target61 13 0 26 27 003 8 0 4.88758e-05
all-meshes-CVIU11-pattern4-target62 13 0 28 42 007 6 0 9.17912e-05
all-meshes-CVIU11-pattern4-target63 13 0 28 29 002 11 0 6.41346e-05
all-meshes-CVIU11-pattern4-target64 13 0 27 52 003 10 0 6.19888e-05
all-meshes-CVIU11-pattern4-target65 13 0 1063 1098 329 224 1 0.00018096
all-meshes-CVIU11-pattern4-target66 13 0 262 482 028 71 0 0.000247955
all-meshes-CVIU11-pattern4-target67 13 0 2 2 000 0 0 2.59876e-05
all-meshes-CVIU11-pattern4-target68 13 0 1113 1342 193 195 1 0.000297785
all-meshes-CVIU11-pattern4-target69 13 0 12 13 003 5 0 5.6982e-05
all-meshes-CVIU11-pattern4-target7 13 0 6 6 001 2 0 3.40939e-05
all-meshes-CVIU11-pattern4-target70 13 0 802 1217 145 255 1 0.000209093
all-meshes-CVIU11-pattern4-target72 13 0 97 155 013 30 0 8.29697e-05
all-meshes-CVIU11-pattern4-target73 13 0 50 48 011 17 0 6.38962e-05
all-meshes-CVIU11-pattern4-target74 13 0 137 151 026 64 0 9.10759e-05
all-meshes-CVIU11-pattern4-target76 13 0 809 921 153 125 0 0.000180006
all-meshes-CVIU11-pattern4-target77 13 0 125 146 020 40 0 8.91685e-05
all-meshes-CVIU11-pattern4-target78 13 0 40 40 005 9 0 5.6982e-05
all-meshes-CVIU11-pattern4-target79 13 0 916 923 182 227 0 0.000201941
all-meshes-CVIU11-pattern4-target8 13 0 13 13 001 4 0 4.00543e-05
all-meshes-CVIU11-pattern4-target80 13 0 235 259 046 153 0 0.000115871
all-meshes-CVIU11-pattern4-target81 13 0 33 21 003 6 0 6.38962e-05
all-meshes-CVIU11-pattern4-target82 13 0 75 73 010 31 0 6.29425e-05
all-meshes-CVIU11-pattern4-target83 13 0 752 743 101 231 0 0.000195026
all-meshes-CVIU11-pattern4-target84 13 0 209 223 018 25 0 9.39369e-05
all-meshes-CVIU11-pattern4-target85 13 0 158 182 034 45 0 0.000167131
all-meshes-CVIU11-pattern4-target86 13 0 1246 1971 367 217 1 0.000235081
all-meshes-CVIU11-pattern4-target87 13 0 778 498 110 135 0 0.000102997
all-meshes-CVIU11-pattern4-target88 13 0 9 9 002 5 0 5.4121e-05
all-meshes-CVIU11-pattern4-target89 13 0 162 272 045 40 0 0.000136137
all-meshes-CVIU11-pattern4-target9 13 0 15 15 002 4 0 6.58035e-05
all-meshes-CVIU11-pattern4-target90 13 0 1014 792 141 131 1 0.000265837
all-meshes-CVIU11-pattern4-target91 13 0 29 29 007 8 0 4.50611e-05
all-meshes-CVIU11-pattern4-target92 13 0 4 4 000 1 0 2.5034e-05
all-meshes-CVIU11-pattern4-target93 13 0 797 959 119 174 1 0.000308037
all-meshes-CVIU11-pattern4-target94 13 0 118 129 025 34 0 0.000102997
all-meshes-CVIU11-pattern4-target96 13 0 35 35 009 11 0 5.29289e-05
all-meshes-CVIU11-pattern4-target97 13 0 410 468 150 123 0 0.000203133
all-meshes-CVIU11-pattern4-target98 13 0 387 379 090 158 0 0.000133038
all-meshes-CVIU11-pattern4-target99 13 0 706 1123 135 219 0 0.000175953
all-meshes-CVIU11-pattern5-target1 13 0 26 26 003 8 0 0.000137806
all-meshes-CVIU11-pattern5-target10 13 0 30 44 002 24 8 0.0061419
all-meshes-CVIU11-pattern5-target100 13 0 798 1253 254 262 2 0.0220811
all-meshes-CVIU11-pattern5-target102 13 0 299 566 084 124 1 0.00039196
all-meshes-CVIU11-pattern5-target103 13 0 885 736 125 522 72 0.275341
all-meshes-CVIU11-pattern5-target104 13 0 3 2 000 1 0 3.79086e-05
all-meshes-CVIU11-pattern5-target106 13 0 18 24 007 6 0 5.4121e-05
all-meshes-CVIU11-pattern5-target107 13 0 977 750 186 182 1 0.00100994
all-meshes-CVIU11-pattern5-target108 13 0 39 38 008 25 0 0.000118017
all-meshes-CVIU11-pattern5-target109 13 0 10 10 002 7 0 4.1008e-05
all-meshes-CVIU11-pattern5-target11 13 0 8 8 001 2 0 8.4877e-05
all-meshes-CVIU11-pattern5-target110 13 0 21 13 003 8 0 0.000777006
all-meshes-CVIU11-pattern5-target111 13 0 62 61 020 26 0 0.000125885
all-meshes-CVIU11-pattern5-target112 13 0 523 566 080 373 75 0.202459
all-meshes-CVIU11-pattern5-target113 13 0 48 46 006 28 1 0.028182
all-meshes-CVIU11-pattern5-target114 13 0 18 16 004 9 0 0.000154018
all-meshes-CVIU11-pattern5-target115 13 0 8 8 000 3 0 3.50475e-05
all-meshes-CVIU11-pattern5-target116 13 0 5 9 003 3 0 2.31266e-05
all-meshes-CVIU11-pattern5-target117 13 0 6 7 000 1 0 3.40939e-05
all-meshes-CVIU11-pattern5-target118 13 0 3 5 001 0 0 0.000103951
all-meshes-CVIU11-pattern5-target119 13 0 49 50 005 20 0 8.10623e-05
all-meshes-CVIU11-pattern5-target12 13 0 3 4 000 1 0 3.00407e-05
all-meshes-CVIU11-pattern5-target120 13 0 18 18 005 5 0 6.98566e-05
all-meshes-CVIU11-pattern5-target121 13 0 5 5 000 1 0 3.29018e-05
all-meshes-CVIU11-pattern5-target122 13 0 20 20 003 3 0 5.38826e-05
all-meshes-CVIU11-pattern5-target123 13 0 11 11 000 3 0 5.60284e-05
all-meshes-CVIU11-pattern5-target124 13 0 173 167 013 87 0 0.000143051
all-meshes-CVIU11-pattern5-target125 13 0 38 58 007 16 0 0.02845
all-meshes-CVIU11-pattern5-target126 13 0 672 1068 336 216 2 0.000437975
all-meshes-CVIU11-pattern5-target127 13 0 40 69 003 10 0 6.00815e-05
all-meshes-CVIU11-pattern5-target128 13 0 2 2 001 0 0 1.69277e-05
all-meshes-CVIU11-pattern5-target129 13 0 1447 1587 243 176 2 0.000211954
all-meshes-CVIU11-pattern5-target13 13 0 55 57 007 23 0 0.000173092
all-meshes-CVIU11-pattern5-target130 13 0 316 373 041 51 1 0.000231981
all-meshes-CVIU11-pattern5-target131 13 0 34 35 011 18 0 0.000583887
all-meshes-CVIU11-pattern5-target132 13 0 338 373 030 140 1 0.16697
all-meshes-CVIU11-pattern5-target133 13 0 212 233 036 65 1 8.79765e-05
all-meshes-CVIU11-pattern5-target134 13 0 999 1451 525 216 2 0.000268221
all-meshes-CVIU11-pattern5-target135 13 0 4 3 001 2 0 1.3113e-05
