instance family sat glasgowdegreenorestartsnonogoodsinduced glasgowbiasedinduced pathladinduced vf2induced vf3induced riinduced
all-meshes-CVIU11-pattern5-target136 13 0 207 227 046 123 0 0.00019908
all-meshes-CVIU11-pattern5-target137 13 0 52 64 006 24 0 6.00815e-05
all-meshes-CVIU11-pattern5-target138 13 0 48 50 010 22 0 0.00106788
all-meshes-CVIU11-pattern5-target139 13 0 1505 1519 302 318 2 0.000451088
all-meshes-CVIU11-pattern5-target14 13 0 7 7 000 4 0 2.7895e-05
all-meshes-CVIU11-pattern5-target140 13 0 64 66 008 15 0 9.20296e-05
all-meshes-CVIU11-pattern5-target141 13 0 70 94 012 18 0 7.29561e-05
all-meshes-CVIU11-pattern5-target143 13 0 4 4 000 2 0 0.000480175
all-meshes-CVIU11-pattern5-target144 13 0 17 17 003 7 0 3.79086e-05
all-meshes-CVIU11-pattern5-target145 13 0 28 29 006 59 1 0.0235369
all-meshes-CVIU11-pattern5-target146 13 0 38 40 010 13 0 6.48499e-05
all-meshes-CVIU11-pattern5-target147 13 0 55 53 007 45 0 0.0260589
all-meshes-CVIU11-pattern5-target148 13 0 160 143 015 39 0 0.000174046
all-meshes-CVIU11-pattern5-target149 13 0 78 81 010 18 0 0.000189066
all-meshes-CVIU11-pattern5-target15 13 0 67 66 014 32 0 8.70228e-05
all-meshes-CVIU11-pattern5-target150 13 0 453 499 107 142 2 0.00153112
all-meshes-CVIU11-pattern5-target151 13 0 15 20 002 12 0 0.00376582
all-meshes-CVIU11-pattern5-target152 13 0 443 658 103 138 2 0.00171494
all-meshes-CVIU11-pattern5-target153 13 0 3 2 001 0 0 1.97887e-05
all-meshes-CVIU11-pattern5-target154 13 0 36 38 006 22 1 0.00516701
all-meshes-CVIU11-pattern5-target155 13 0 219 365 042 48 0 0.000374079
all-meshes-CVIU11-pattern5-target156 13 0 267 307 059 116 1 0.00020504
all-meshes-CVIU11-pattern5-target157 13 0 138 87 022 30 0 0.000319004
all-meshes-CVIU11-pattern5-target158 13 0 483 604 092 152 1 0.000400782
all-meshes-CVIU11-pattern5-target159 13 0 2 2 001 0 0 1.90735e-05
all-meshes-CVIU11-pattern5-target16 13 0 64 59 014 21 0 6.41346e-05
all-meshes-CVIU11-pattern5-target160 13 0 38 37 006 10 0 0.000106812
all-meshes-CVIU11-pattern5-target161 13 0 92 98 012 23 0 9.39369e-05
all-meshes-CVIU11-pattern5-target162 13 0 320 530 059 67 1 0.000365019
all-meshes-CVIU11-pattern5-target163 13 0 298 253 026 39 1 0.000711203
all-meshes-CVIU11-pattern5-target164 13 0 165 178 019 41 0 0.000164032
all-meshes-CVIU11-pattern5-target165 13 0 5 5 001 3 0 0.000154972
all-meshes-CVIU11-pattern5-target166 13 0 2 2 000 0 0 4.41074e-05
all-meshes-CVIU11-pattern5-target167 13 0 270 281 047 56 1 0.000173092
all-meshes-CVIU11-pattern5-target168 13 0 31 30 008 16 0 8.4877e-05
all-meshes-CVIU11-pattern5-target169 13 0 454 417 097 145 1 0.000285864
all-meshes-CVIU11-pattern5-target17 13 0 60 62 027 29 0 8.41618e-05
all-meshes-CVIU11-pattern5-target170 13 0 15 15 007 9 0 5.6982e-05
all-meshes-CVIU11-pattern5-target171 13 0 17 17 003 11 0 0.000123024
all-meshes-CVIU11-pattern5-target172 13 0 14 21 003 5 0 3.31402e-05
all-meshes-CVIU11-pattern5-target173 13 0 37 59 005 18 0 0.000230074
all-meshes-CVIU11-pattern5-target174 13 0 11 13 002 4 0 4.3869e-05
all-meshes-CVIU11-pattern5-target175 13 0 3 5 000 0 0 4.19617e-05
all-meshes-CVIU11-pattern5-target176 13 0 4 3 001 1 0 2.69413e-05
all-meshes-CVIU11-pattern5-target177 13 0 14 13 002 6 0 4.88758e-05
all-meshes-CVIU11-pattern5-target178 13 0 16 15 003 11 0 0.00214291
all-meshes-CVIU11-pattern5-target179 13 0 12 10 001 1 0 5.60284e-05
all-meshes-CVIU11-pattern5-target18 13 0 64 92 019 20 0 8.98838e-05
all-meshes-CVIU11-pattern5-target180 13 0 25 24 004 11 0 0.000144005
all-meshes-CVIU11-pattern5-target181 13 0 17 15 004 6 0 5.88894e-05
all-meshes-CVIU11-pattern5-target182 13 0 23 22 004 8 0 8.70228e-05
all-meshes-CVIU11-pattern5-target184 13 0 7 6 001 2 0 6.00815e-05
all-meshes-CVIU11-pattern5-target185 13 0 1604 1121 199 667 30 0.494703
all-meshes-CVIU11-pattern5-target186 13 0 1887 1671 285 250 2 0.00100708
all-meshes-CVIU11-pattern5-target187 13 0 471 511 125 261 2 0.0212641
all-meshes-CVIU11-pattern5-target188 13 0 171 142 018 29 0 0.000208139
all-meshes-CVIU11-pattern5-target189 13 0 267 226 055 67 1 0.0052669
all-meshes-CVIU11-pattern5-target19 13 0 56 58 015 19 0 5.50747e-05
all-meshes-CVIU11-pattern5-target190 13 0 12 13 003 4 0 3.69549e-05
all-meshes-CVIU11-pattern5-target191 13 0 839 801 141 302 3 0.00414419
all-meshes-CVIU11-pattern5-target192 13 0 87 90 013 30 0 7.98702e-05
all-meshes-CVIU11-pattern5-target193 13 0 133 143 061 44 1 0.000115156
all-meshes-CVIU11-pattern5-target194 13 0 151 141 015 28 0 9.89437e-05
all-meshes-CVIU11-pattern5-target195 13 0 214 305 074 62 1 0.000180006
all-meshes-CVIU11-pattern5-target196 13 0 10 10 002 17 0 0.0135109
all-meshes-CVIU11-pattern5-target197 13 0 32 20 008 7 0 3.69549e-05
all-meshes-CVIU11-pattern5-target198 13 0 3 3 000 1 0 2.19345e-05
all-meshes-CVIU11-pattern5-target199 13 0 15 15 000 2 0 3.91006e-05
all-meshes-CVIU11-pattern5-target2 13 0 1342 1331 250 232 1 0.000737906
all-meshes-CVIU11-pattern5-target20 13 0 74 72 030 23 1 6.50883e-05
all-meshes-CVIU11-pattern5-target200 13 0 15 12 005 4 0 4.69685e-05
all-meshes-CVIU11-pattern5-target201 13 0 203 393 022 69 1 0.175943
all-meshes-CVIU11-pattern5-target202 13 0 20 20 004 14 0 0.0121839
all-meshes-CVIU11-pattern5-target203 13 0 77 76 019 38 1 6.79493e-05
all-meshes-CVIU11-pattern5-target204 13 0 373 402 173 148 1 0.00012517
all-meshes-CVIU11-pattern5-target205 13 0 14 14 004 6 0 5.88894e-05
all-meshes-CVIU11-pattern5-target206 13 0 572 539 087 343 1 0.000284195
all-meshes-CVIU11-pattern5-target207 13 0 20 20 006 4 0 5.81741e-05
all-meshes-CVIU11-pattern5-target208 13 0 402 446 054 301 3 0.308096
all-meshes-CVIU11-pattern5-target209 13 0 182 174 019 50 0 0.000132084
all-meshes-CVIU11-pattern5-target21 13 0 47 51 013 17 0 7.89165e-05
all-meshes-CVIU11-pattern5-target210 13 0 129 139 018 122 9 0.079267
all-meshes-CVIU11-pattern5-target211 13 0 52 53 004 13 0 0.000127077
all-meshes-CVIU11-pattern5-target212 13 0 221 224 027 38 0 0.000164032
all-meshes-CVIU11-pattern5-target213 13 0 9 9 003 2 0 2.71797e-05
all-meshes-CVIU11-pattern5-target214 13 0 4 4 000 0 0 4.50611e-05
all-meshes-CVIU11-pattern5-target215 13 0 112 125 036 35 0 0.014081
all-meshes-CVIU11-pattern5-target216 13 0 29 29 005 6 0 8.29697e-05
all-meshes-CVIU11-pattern5-target217 13 0 208 378 034 71 1 0.000148058
all-meshes-CVIU11-pattern5-target218 13 0 157 173 030 66 0 0.000114918
all-meshes-CVIU11-pattern5-target219 13 0 1297 1366 160 149 1 0.000285149
all-meshes-CVIU11-pattern5-target22 13 0 84 81 038 25 0 6.19888e-05
all-meshes-CVIU11-pattern5-target220 13 0 9 6 002 4 0 0.00240302
all-meshes-CVIU11-pattern5-target221 13 0 246 145 015 43 0 0.000174999
all-meshes-CVIU11-pattern5-target222 13 0 16 16 008 7 0 3.69549e-05
all-meshes-CVIU11-pattern5-target223 13 0 489 340 041 76 1 0.000104904
all-meshes-CVIU11-pattern5-target224 13 0 34 38 009 9 0 8.67844e-05
all-meshes-CVIU11-pattern5-target225 13 0 282 306 153 77 1 0.000138044
all-meshes-CVIU11-pattern5-target226 13 0 3 2 000 0 0 1.00136e-05
all-meshes-CVIU11-pattern5-target227 13 0 462 383 070 62 1 0.000160933
all-meshes-CVIU11-pattern5-target228 13 0 532 571 058 115 1 0.000267029
all-meshes-CVIU11-pattern5-target229 13 0 5 7 000 3 0 2.09808e-05
all-meshes-CVIU11-pattern5-target23 13 0 100 66 016 21 0 8.60691e-05
all-meshes-CVIU11-pattern5-target230 13 0 116 119 015 63 0 0.000140905
all-meshes-CVIU11-pattern5-target231 13 0 1033 1184 144 126 1 0.000420094
all-meshes-CVIU11-pattern5-target232 13 0 53 51 010 11 0 0.000154018
all-meshes-CVIU11-pattern5-target233 13 0 70 70 009 12 0 0.000309944
all-meshes-CVIU11-pattern5-target234 13 0 5 4 001 1 0 3.09944e-05
all-meshes-CVIU11-pattern5-target235 13 0 18 18 008 7 0 4.98295e-05
all-meshes-CVIU11-pattern5-target237 13 0 10 12 001 5 0 4.29153e-05
all-meshes-CVIU11-pattern5-target238 13 0 521 707 086 101 1 0.00036788
all-meshes-CVIU11-pattern5-target24 13 0 67 64 017 25 0 6.50883e-05
all-meshes-CVIU11-pattern5-target240 13 0 3 3 001 1 0 0.000422001
all-meshes-CVIU11-pattern5-target241 13 0 245 454 044 89 1 0.000314951
all-meshes-CVIU11-pattern5-target242 13 0 1120 1259 091 88 1 0.000494003
all-meshes-CVIU11-pattern5-target243 13 0 657 798 050 55 1 0.000386953
all-meshes-CVIU11-pattern5-target244 13 0 122 131 020 108 2 0.0211821
all-meshes-CVIU11-pattern5-target245 13 0 10 9 002 6 0 2.88486e-05
all-meshes-CVIU11-pattern5-target246 13 0 82 81 011 28 0 0.000156879
all-meshes-CVIU11-pattern5-target247 13 0 13 14 002 6 0 5.00679e-05
all-meshes-CVIU11-pattern5-target248 13 0 34 34 006 18 0 0.000119925
all-meshes-CVIU11-pattern5-target249 13 0 24 20 006 12 0 0.000224829
all-meshes-CVIU11-pattern5-target25 13 0 60 59 018 21 0 9.10759e-05
all-meshes-CVIU11-pattern5-target250 13 0 11 8 001 2 0 0.000111818
all-meshes-CVIU11-pattern5-target251 13 0 9 9 003 2 0 4.22001e-05
all-meshes-CVIU11-pattern5-target252 13 0 132 144 016 66 0 0.000161171
all-meshes-CVIU11-pattern5-target253 13 0 86 83 014 29 0 0.000153065
all-meshes-CVIU11-pattern5-target254 13 0 4 4 000 1 0 7.51019e-05
all-meshes-CVIU11-pattern5-target255 13 0 559 714 063 154 1 0.00022912
all-meshes-CVIU11-pattern5-target256 13 0 1748 1747 269 286 2 0.000291109
all-meshes-CVIU11-pattern5-target257 13 0 6 6 000 2 0 2.09808e-05
all-meshes-CVIU11-pattern5-target258 13 0 9 9 001 1 0 4.48227e-05
all-meshes-CVIU11-pattern5-target26 13 0 122 123 019 43 1 7.31945e-05
all-meshes-CVIU11-pattern5-target260 13 0 3 3 001 1 0 2.40803e-05
all-meshes-CVIU11-pattern5-target261 13 0 168 185 021 57 0 0.000109196
all-meshes-CVIU11-pattern5-target262 13 0 213 269 021 33 0 0.000221014
all-meshes-CVIU11-pattern5-target263 13 0 24 35 007 7 0 0.000504017
all-meshes-CVIU11-pattern5-target264 13 0 219 209 027 44 0 0.000319004
all-meshes-CVIU11-pattern5-target265 13 0 9 9 005 5 0 3.50475e-05
all-meshes-CVIU11-pattern5-target266 13 0 25 16 003 6 0 4.81606e-05
all-meshes-CVIU11-pattern5-target267 13 0 250 274 041 52 1 0.000457048
all-meshes-CVIU11-pattern5-target268 13 0 627 913 098 169 1 0.00075984
all-meshes-CVIU11-pattern5-target269 13 0 46 42 004 16 0 4.50611e-05
all-meshes-CVIU11-pattern5-target27 13 0 60 67 016 21 0 8.79765e-05
all-meshes-CVIU11-pattern5-target270 13 0 42 39 016 24 0 9.01222e-05
all-meshes-CVIU11-pattern5-target271 13 0 3 3 001 1 0 8.91685e-05
all-meshes-CVIU11-pattern5-target272 13 0 15 15 002 4 0 4.31538e-05
all-meshes-CVIU11-pattern5-target273 13 0 823 816 105 249 2 0.267218
all-meshes-CVIU11-pattern5-target275 13 0 5 7 000 1 0 1.81198e-05
all-meshes-CVIU11-pattern5-target278 13 0 2 4 000 1 0 1.3113e-05
all-meshes-CVIU11-pattern5-target279 13 0 5 9 001 4 0 7.00951e-05
all-meshes-CVIU11-pattern5-target28 13 0 65 77 019 22 0 6.31809e-05
all-meshes-CVIU11-pattern5-target280 13 0 532 612 109 90 1 0.000321865
all-meshes-CVIU11-pattern5-target281 13 0 589 1122 097 112 1 0.000442982
all-meshes-CVIU11-pattern5-target282 13 0 58 65 017 23 0 8.98838e-05
all-meshes-CVIU11-pattern5-target283 13 0 598 603 079 189 1 0.000219822
all-meshes-CVIU11-pattern5-target284 13 0 92 100 012 49 0 0.000204802
all-meshes-CVIU11-pattern5-target285 13 0 496 552 120 258 4 0.0884619
all-meshes-CVIU11-pattern5-target286 13 0 10 10 004 3 0 8.51154e-05
all-meshes-CVIU11-pattern5-target287 13 0 46 46 004 24 0 9.08375e-05
all-meshes-CVIU11-pattern5-target288 13 0 180 184 012 23 0 0.00018692
all-meshes-CVIU11-pattern5-target289 13 0 4 6 001 0 0 1.40667e-05
all-meshes-CVIU11-pattern5-target29 13 0 95 107 030 30 0 0.000108004
all-meshes-CVIU11-pattern5-target290 13 0 3 3 000 0 0 5.81741e-05
all-meshes-CVIU11-pattern5-target291 13 0 789 916 099 153 1 0.000247002
all-meshes-CVIU11-pattern5-target292 13 0 53 54 009 40 1 0.0128429
all-meshes-CVIU11-pattern5-target293 13 0 2 3 001 1 0 1.50204e-05
all-meshes-CVIU11-pattern5-target294 13 0 333 494 022 32 0 0.000289202
all-meshes-CVIU11-pattern5-target295 13 0 147 255 008 34 0 0.000108957
all-meshes-CVIU11-pattern5-target296 13 0 4 5 001 1 0 2.00272e-05
all-meshes-CVIU11-pattern5-target297 13 0 80 86 022 26 0 8.60691e-05
all-meshes-CVIU11-pattern5-target298 13 0 58 58 004 8 0 5.10216e-05
all-meshes-CVIU11-pattern5-target299 13 0 1 1 000 0 0 7.86781e-06
all-meshes-CVIU11-pattern5-target3 13 0 8 8 001 1 0 5.4121e-05
all-meshes-CVIU11-pattern5-target30 13 0 78 74 031 23 0 8.2016e-05
all-meshes-CVIU11-pattern5-target300 13 0 31 32 009 11 0 4.98295e-05
all-meshes-CVIU11-pattern5-target303 13 0 193 158 018 89 3 0.0502741
all-meshes-CVIU11-pattern5-target304 13 0 8 8 001 6 0 3.19481e-05
all-meshes-CVIU11-pattern5-target305 13 0 13 13 006 5 0 4.19617e-05
all-meshes-CVIU11-pattern5-target306 13 0 1201 1194 225 459 2 0.00332189
all-meshes-CVIU11-pattern5-target307 13 0 8 8 003 6 0 0.000874043
all-meshes-CVIU11-pattern5-target308 13 0 3928 3734 281 227 2 0.000421047
all-meshes-CVIU11-pattern5-target309 13 0 85 56 021 16 0 7.60555e-05
all-meshes-CVIU11-pattern5-target31 13 0 50 46 011 27 0 8.29697e-05
all-meshes-CVIU11-pattern5-target310 13 0 27 28 006 18 0 0.000120878
all-meshes-CVIU11-pattern5-target311 13 0 1204 1374 212 152 1 0.00118995
all-meshes-CVIU11-pattern5-target312 13 0 9 9 004 2 0 0.000447989
all-meshes-CVIU11-pattern5-target313 13 0 353 235 032 50 1 0.000441074
all-meshes-CVIU11-pattern5-target314 13 0 1876 1680 245 229 2 0.000743151
all-meshes-CVIU11-pattern5-target315 13 0 4 4 000 1 0 1.81198e-05
all-meshes-CVIU11-pattern5-target316 13 0 27 25 007 13 0 8.2016e-05
all-meshes-CVIU11-pattern5-target317 13 0 6 5 003 2 0 2.28882e-05
all-meshes-CVIU11-pattern5-target318 13 0 1208 1205 179 156 1 0.00116181
all-meshes-CVIU11-pattern5-target319 13 0 7 4 000 1 0 3.60012e-05
all-meshes-CVIU11-pattern5-target32 13 0 40 41 011 21 0 4.91142e-05
all-meshes-CVIU11-pattern5-target320 13 0 9 9 004 3 0 4.88758e-05
all-meshes-CVIU11-pattern5-target321 13 0 54 60 008 39 0 0.0044241
all-meshes-CVIU11-pattern5-target322 13 0 875 895 313 185 2 0.00019002
all-meshes-CVIU11-pattern5-target323 13 0 55 57 010 9 0 0.000396013
all-meshes-CVIU11-pattern5-target324 13 0 41 41 005 6 0 4.19617e-05
all-meshes-CVIU11-pattern5-target325 13 0 6 6 000 1 0 2.09808e-05
all-meshes-CVIU11-pattern5-target326 13 0 216 178 020 49 0 9.60827e-05
all-meshes-CVIU11-pattern5-target327 13 0 76 130 010 86 0 0.00707698
all-meshes-CVIU11-pattern5-target328 13 0 312 319 030 56 1 0.000427008
all-meshes-CVIU11-pattern5-target329 13 0 186 185 017 23 0 0.000267982
all-meshes-CVIU11-pattern5-target33 13 0 93 58 011 48 1 0.0290399
all-meshes-CVIU11-pattern5-target330 13 0 12 11 001 5 0 5.38826e-05
all-meshes-CVIU11-pattern5-target331 13 0 3326 2076 257 327 2 0.000366926
all-meshes-CVIU11-pattern5-target332 13 0 25 25 007 15 0 0.00010705
all-meshes-CVIU11-pattern5-target333 13 0 152 170 034 42 1 0.000593185
all-meshes-CVIU11-pattern5-target334 13 0 34 38 004 20 0 0.000741005
all-meshes-CVIU11-pattern5-target335 13 0 17 23 006 6 0 6.60419e-05
all-meshes-CVIU11-pattern5-target336 13 0 10 9 002 3 0 6.98566e-05
all-meshes-CVIU11-pattern5-target337 13 0 9 7 001 5 0 2.5034e-05
all-meshes-CVIU11-pattern5-target338 13 0 2 2 000 0 0 1.50204e-05
all-meshes-CVIU11-pattern5-target339 13 0 6 6 003 1 0 5.57899e-05
all-meshes-CVIU11-pattern5-target34 13 0 445 598 075 99 1 0.000270844
all-meshes-CVIU11-pattern5-target340 13 0 67 72 018 31 0 0.000321865
all-meshes-CVIU11-pattern5-target341 13 0 9 8 004 4 0 0.000233889
all-meshes-CVIU11-pattern5-target342 13 0 88 54 034 18 0 0.00192189
all-meshes-CVIU11-pattern5-target343 13 0 773 895 126 214 1 0.000207901
all-meshes-CVIU11-pattern5-target344 13 0 23 19 001 5 0 0.000108957
all-meshes-CVIU11-pattern5-target345 13 0 18 18 002 7 0 0.000108957
all-meshes-CVIU11-pattern5-target346 13 0 14 14 003 5 0 4.19617e-05
all-meshes-CVIU11-pattern5-target347 13 0 2 2 000 0 0 1.78814e-05
all-meshes-CVIU11-pattern5-target348 13 0 29 20 005 6 0 5.81741e-05
all-meshes-CVIU11-pattern5-target349 13 0 11 10 001 3 0 2.71797e-05
all-meshes-CVIU11-pattern5-target35 13 0 15 15 002 4 0 7.70092e-05
all-meshes-CVIU11-pattern5-target350 13 0 46 77 011 24 0 0.00388694
all-meshes-CVIU11-pattern5-target351 13 0 3 3 001 0 0 3.69549e-05
all-meshes-CVIU11-pattern5-target352 13 0 64 54 007 12 0 0.000789881
all-meshes-CVIU11-pattern5-target353 13 0 648 720 137 117 1 0.000322104
all-meshes-CVIU11-pattern5-target354 13 0 8 8 004 8 1 0.001297
all-meshes-CVIU11-pattern5-target356 13 0 1 2 001 0 0 9.05991e-06
all-meshes-CVIU11-pattern5-target357 13 0 9 9 001 3 0 4.48227e-05
all-meshes-CVIU11-pattern5-target358 13 0 14 12 003 5 0 5.31673e-05
all-meshes-CVIU11-pattern5-target359 13 0 9 8 003 3 0 5.38826e-05
all-meshes-CVIU11-pattern5-target36 13 0 301 332 064 92 1 0.00241804
all-meshes-CVIU11-pattern5-target360 13 0 266 281 127 89 1 0.000188112
all-meshes-CVIU11-pattern5-target361 13 0 97 98 022 35 0 7.00951e-05
all-meshes-CVIU11-pattern5-target362 13 0 9 10 001 3 0 3.50475e-05
all-meshes-CVIU11-pattern5-target363 13 0 2 2 000 0 0 1.50204e-05
all-meshes-CVIU11-pattern5-target364 13 0 17 17 007 14 0 0.000506163
all-meshes-CVIU11-pattern5-target365 13 0 21 20 005 17 0 0.0110681
all-meshes-CVIU11-pattern5-target366 13 0 339 366 085 149 6 0.008147
all-meshes-CVIU11-pattern5-target367 13 0 36 35 007 11 0 9.20296e-05
all-meshes-CVIU11-pattern5-target368 13 0 67 74 009 27 0 8.29697e-05
all-meshes-CVIU11-pattern5-target369 13 0 185 199 038 113 2 0.02332
all-meshes-CVIU11-pattern5-target37 13 0 7 7 001 1 0 2.09808e-05
all-meshes-CVIU11-pattern5-target370 13 0 147 160 016 56 0 0.017344
all-meshes-CVIU11-pattern5-target378 13 0 174 198 045 76 1 9.89437e-05
all-meshes-CVIU11-pattern5-target379 13 0 39 38 005 18 0 4.88758e-05
all-meshes-CVIU11-pattern5-target38 13 0 135 146 024 50 0 7.79629e-05
all-meshes-CVIU11-pattern5-target380 13 0 221 258 034 26 0 5.31673e-05
all-meshes-CVIU11-pattern5-target381 13 0 8 8 000 9 0 0.00170588
all-meshes-CVIU11-pattern5-target382 13 0 952 915 155 516 2 0.121798
all-meshes-CVIU11-pattern5-target383 13 0 35 42 007 9 0 8.60691e-05
all-meshes-CVIU11-pattern5-target384 13 0 148 171 026 32 0 0.000192165
all-meshes-CVIU11-pattern5-target385 13 0 449 426 073 123 1 0.00263
all-meshes-CVIU11-pattern5-target386 13 0 3 4 000 1 0 1.69277e-05
all-meshes-CVIU11-pattern5-target387 13 0 43 44 007 43 1 0.0192561
all-meshes-CVIU11-pattern5-target388 13 0 369 413 073 111 1 0.000497818
all-meshes-CVIU11-pattern5-target389 13 0 321 353 071 193 6 0.0129521
all-meshes-CVIU11-pattern5-target39 13 0 2 2 000 0 0 2.00272e-05
all-meshes-CVIU11-pattern5-target390 13 0 356 394 061 89 1 0.000345945
all-meshes-CVIU11-pattern5-target391 13 0 1171 1387 322 414 6 0.044693
all-meshes-CVIU11-pattern5-target392 13 0 4 4 000 1 0 2.5034e-05
all-meshes-CVIU11-pattern5-target393 13 0 47 43 006 10 0 8.2016e-05
all-meshes-CVIU11-pattern5-target394 13 0 31 19 008 4 0 6.00815e-05
all-meshes-CVIU11-pattern5-target395 13 0 292 261 052 85 1 0.000169992
all-meshes-CVIU11-pattern5-target396 13 0 14 13 002 4 0 8.39233e-05
all-meshes-CVIU11-pattern5-target397 13 0 230 418 041 236 22 0.0553319
all-meshes-CVIU11-pattern5-target398 13 0 991 979 191 316 1 0.000647068
all-meshes-CVIU11-pattern5-target399 13 0 55 54 006 15 0 8.58307e-05
all-meshes-CVIU11-pattern5-target4 13 0 7 7 002 3 0 3.60012e-05
all-meshes-CVIU11-pattern5-target40 13 0 33 35 001 6 0 0.000416994
all-meshes-CVIU11-pattern5-target400 13 0 44 43 008 21 0 0.000121832
all-meshes-CVIU11-pattern5-target401 13 0 238 434 064 93 1 0.000356913
all-meshes-CVIU11-pattern5-target402 13 0 3 3 000 1 0 1.88351e-05
all-meshes-CVIU11-pattern5-target403 13 0 25 24 005 10 0 6.79493e-05
all-meshes-CVIU11-pattern5-target404 13 0 66 112 009 17 0 0.000262976
all-meshes-CVIU11-pattern5-target405 13 0 459 510 057 111 1 0.000350952
all-meshes-CVIU11-pattern5-target406 13 0 25 24 005 9 0 6.29425e-05
all-meshes-CVIU11-pattern5-target407 13 0 5 7 002 1 0 1.81198e-05
all-meshes-CVIU11-pattern5-target408 13 0 5 5 001 1 0 1.81198e-05
all-meshes-CVIU11-pattern5-target409 13 0 8 8 000 1 0 4.50611e-05
all-meshes-CVIU11-pattern5-target41 13 0 371 667 037 66 1 0.000699043
all-meshes-CVIU11-pattern5-target410 13 0 3 5 000 1 0 2.09808e-05
all-meshes-CVIU11-pattern5-target411 13 0 40 39 006 11 0 0.000166893
all-meshes-CVIU11-pattern5-target412 13 0 3 3 000 0 0 1.40667e-05
all-meshes-CVIU11-pattern5-target413 13 0 2 1 000 0 0 1.19209e-05
all-meshes-CVIU11-pattern5-target414 13 0 10 10 000 1 0 2.88486e-05
all-meshes-CVIU11-pattern5-target415 13 0 118 147 014 18 0 6.60419e-05
all-meshes-CVIU11-pattern5-target416 13 0 5 6 001 1 0 1.71661e-05
all-meshes-CVIU11-pattern5-target417 13 0 5 5 002 1 0 2.00272e-05
all-meshes-CVIU11-pattern5-target418 13 0 9 9 001 3 0 9.5129e-05
all-meshes-CVIU11-pattern5-target419 13 0 14 14 003 3 0 3.09944e-05
all-meshes-CVIU11-pattern5-target42 13 0 102 107 011 50 0 0.000192165
all-meshes-CVIU11-pattern5-target420 13 0 993 1715 137 150 1 0.000299215
all-meshes-CVIU11-pattern5-target421 13 0 35 22 005 6 0 3.91006e-05
all-meshes-CVIU11-pattern5-target422 13 0 76 75 006 10 0 7.10487e-05
all-meshes-CVIU11-pattern5-target423 13 0 22 22 004 6 0 0.000105143
all-meshes-CVIU11-pattern5-target424 13 0 162 176 026 143 3 0.0975511
all-meshes-CVIU11-pattern5-target425 13 0 13 8 000 6 0 0.000102997
all-meshes-CVIU11-pattern5-target427 13 0 30 48 002 14 0 0.000108957
all-meshes-CVIU11-pattern5-target428 13 0 641 1185 131 143 1 0.00030899
all-meshes-CVIU11-pattern5-target429 13 0 8 8 003 2 0 6.10352e-05
all-meshes-CVIU11-pattern5-target43 13 0 602 613 168 187 1 0.000304937
all-meshes-CVIU11-pattern5-target430 13 0 461 522 061 79 1 0.00013113
all-meshes-CVIU11-pattern5-target431 13 0 540 397 075 363 6 0.034498
all-meshes-CVIU11-pattern5-target432 13 0 18 17 005 11 0 6.19888e-05
all-meshes-CVIU11-pattern5-target433 13 0 111 169 056 49 0 0.000268936
all-meshes-CVIU11-pattern5-target434 13 0 481 545 095 109 1 0.000622988
all-meshes-CVIU11-pattern5-target435 13 0 122 87 020 35 0 0.000129938
all-meshes-CVIU11-pattern5-target436 13 0 254 399 072 63 1 0.000406981
all-meshes-CVIU11-pattern5-target437 13 0 2 2 000 0 0 1.3113e-05
all-meshes-CVIU11-pattern5-target438 13 0 788 528 096 122 1 0.000174999
all-meshes-CVIU11-pattern5-target439 13 0 146 80 021 32 0 9.32217e-05
