instance family sat glasgowdegreenorestartsnonogoods glasgowantinorestartsnonogoods glasgowrandomnorestartsnonogoods glasgowbiasednorestartsnonogoods glasgowdegreenorestartsnonogoodsdds glasgowrandom glasgowbiased glasgowbiasednonogoods glasgowbiasedconstant10000threads36v2 glasgowbiasedconstant10000triggeredthreads36v2 glasgowbiasedthreads36v2
all-images-CVIU11-pattern33-target6 14 0 1 1 1 1 7 1 1 1 75 75 76
all-images-CVIU11-pattern33-target60 14 0 0 0 0 0 0 0 0 0 55 55 55
all-images-CVIU11-pattern33-target61 14 0 1 1 1 1 7 1 1 1 75 75 75
all-images-CVIU11-pattern33-target62 14 0 0 0 0 0 1 0 0 0 78 78 78
all-images-CVIU11-pattern33-target63 14 0 1 0 0 0 4 0 0 0 69 69 69
all-images-CVIU11-pattern33-target64 14 0 0 0 0 0 0 0 0 0 53 53 53
all-images-CVIU11-pattern33-target65 14 0 0 0 0 0 0 0 0 0 54 53 53
all-images-CVIU11-pattern33-target66 14 0 0 0 0 0 0 0 0 0 41 42 41
all-images-CVIU11-pattern33-target67 14 0 0 0 0 0 2 0 0 0 81 82 82
all-images-CVIU11-pattern33-target68 14 0 0 0 0 0 4 0 0 0 85 85 85
all-images-CVIU11-pattern33-target69 14 0 0 0 0 0 1 0 0 0 89 90 90
all-images-CVIU11-pattern33-target7 14 0 0 0 0 0 1 0 0 1 74 74 75
all-images-CVIU11-pattern33-target70 14 0 0 0 0 0 1 0 0 0 81 81 81
all-images-CVIU11-pattern33-target71 14 0 0 0 0 0 1 0 0 0 72 73 73
all-images-CVIU11-pattern33-target72 14 0 0 0 0 0 1 0 0 0 68 68 68
all-images-CVIU11-pattern33-target73 14 0 0 0 0 0 3 0 0 0 79 79 79
all-images-CVIU11-pattern33-target74 14 0 0 0 0 0 1 0 0 0 85 85 85
all-images-CVIU11-pattern33-target75 14 0 0 0 0 0 2 0 0 0 84 84 85
all-images-CVIU11-pattern33-target76 14 0 0 0 0 0 1 0 0 0 89 89 90
all-images-CVIU11-pattern33-target77 14 0 0 0 0 1 3 0 0 0 88 87 88
all-images-CVIU11-pattern33-target78 14 0 1 1 1 1 8 1 1 1 84 84 84
all-images-CVIU11-pattern33-target79 14 0 0 0 0 0 1 0 0 0 41 38 38
all-images-CVIU11-pattern33-target8 14 0 0 0 0 0 0 0 0 0 51 51 51
all-images-CVIU11-pattern33-target80 14 0 0 0 0 0 0 0 0 0 39 39 39
all-images-CVIU11-pattern33-target81 14 0 0 0 0 0 0 0 0 0 53 53 54
all-images-CVIU11-pattern33-target82 14 0 0 0 0 0 1 0 0 0 60 59 59
all-images-CVIU11-pattern33-target83 14 0 0 0 1 0 4 0 0 0 67 68 68
all-images-CVIU11-pattern33-target84 14 0 0 0 0 0 0 0 0 0 17 17 18
all-images-CVIU11-pattern33-target85 14 0 0 0 0 0 2 1 0 0 74 73 74
all-images-CVIU11-pattern33-target86 14 0 0 0 0 0 1 0 0 0 58 57 58
all-images-CVIU11-pattern33-target87 14 0 0 0 0 0 0 0 0 0 54 54 54
all-images-CVIU11-pattern33-target88 14 0 0 0 0 0 1 0 0 0 71 70 70
all-images-CVIU11-pattern33-target89 14 0 0 0 0 0 0 0 0 0 40 39 40
all-images-CVIU11-pattern33-target9 14 0 0 0 0 0 0 0 0 0 51 51 51
all-images-CVIU11-pattern33-target90 14 0 0 0 0 0 0 0 0 0 32 33 32
all-images-CVIU11-pattern33-target91 14 0 0 0 0 0 0 0 0 0 27 20 30
all-images-CVIU11-pattern33-target92 14 0 1 1 1 1 14 1 1 1 88 87 87
all-images-CVIU11-pattern33-target93 14 0 0 0 0 0 0 0 0 0 60 60 60
all-images-CVIU11-pattern33-target94 14 0 1 1 1 1 9 1 1 1 74 74 74
all-images-CVIU11-pattern33-target95 14 0 0 0 0 0 0 0 0 0 25 25 25
all-images-CVIU11-pattern33-target96 14 0 0 0 0 0 0 0 0 0 45 45 46
all-images-CVIU11-pattern33-target97 14 0 0 0 0 0 0 0 0 0 47 47 47
all-images-CVIU11-pattern33-target98 14 0 0 0 0 0 0 0 0 0 29 29 30
all-images-CVIU11-pattern33-target99 14 0 0 0 0 0 1 0 0 0 68 68 68
all-images-CVIU11-pattern34-target1 14 0 0 0 0 0 0 0 0 0 46 46 46
all-images-CVIU11-pattern34-target10 14 0 0 0 0 0 0 0 0 0 34 34 34
all-images-CVIU11-pattern34-target100 14 0 0 0 0 0 0 0 0 0 18 18 18
all-images-CVIU11-pattern34-target101 14 0 0 0 0 0 0 0 0 0 19 19 19
all-images-CVIU11-pattern34-target102 14 0 0 0 0 0 0 0 0 0 30 30 35
all-images-CVIU11-pattern34-target103 14 0 0 0 0 0 0 0 0 0 31 30 30
all-images-CVIU11-pattern34-target104 14 0 0 0 0 0 0 0 0 0 44 45 45
all-images-CVIU11-pattern34-target105 14 0 0 0 0 0 0 0 0 0 45 45 45
all-images-CVIU11-pattern34-target106 14 0 0 0 0 0 0 0 0 0 36 36 36
all-images-CVIU11-pattern34-target107 14 0 0 0 0 0 0 0 0 0 31 31 31
all-images-CVIU11-pattern34-target108 14 0 0 0 0 0 1 0 0 0 60 59 60
all-images-CVIU11-pattern34-target109 14 0 0 0 0 0 0 0 0 0 44 44 44
all-images-CVIU11-pattern34-target11 14 0 0 0 0 0 0 0 0 0 23 23 23
all-images-CVIU11-pattern34-target110 14 0 0 0 0 0 0 0 0 0 29 29 29
all-images-CVIU11-pattern34-target111 14 0 0 0 0 0 0 0 0 0 29 32 29
all-images-CVIU11-pattern34-target112 14 0 0 0 0 0 0 0 0 0 27 27 27
all-images-CVIU11-pattern34-target113 14 0 0 0 0 0 0 0 0 0 31 30 30
all-images-CVIU11-pattern34-target114 14 0 0 0 0 0 0 0 0 0 24 25 25
all-images-CVIU11-pattern34-target115 14 0 0 0 0 0 0 0 0 0 36 36 36
all-images-CVIU11-pattern34-target116 14 0 0 0 0 0 0 0 0 0 61 60 61
all-images-CVIU11-pattern34-target117 14 0 0 0 0 0 0 0 0 0 45 45 45
all-images-CVIU11-pattern34-target118 14 0 0 0 0 0 0 0 0 0 34 34 35
all-images-CVIU11-pattern34-target119 14 0 0 0 0 0 0 0 0 0 58 58 58
all-images-CVIU11-pattern34-target12 14 0 0 0 0 0 0 0 0 0 42 42 42
all-images-CVIU11-pattern34-target120 14 0 0 0 0 0 0 0 0 0 47 46 47
all-images-CVIU11-pattern34-target121 14 0 0 0 0 0 0 0 0 0 51 51 51
all-images-CVIU11-pattern34-target122 14 0 0 0 0 0 0 0 0 0 36 35 35
all-images-CVIU11-pattern34-target123 14 0 0 0 0 0 0 0 0 0 53 53 53
all-images-CVIU11-pattern34-target124 14 0 0 0 0 0 0 0 0 0 36 36 36
all-images-CVIU11-pattern34-target125 14 0 0 0 0 0 0 0 0 0 48 48 48
all-images-CVIU11-pattern34-target126 14 0 0 0 0 0 0 0 0 0 18 16 15
all-images-CVIU11-pattern34-target127 14 0 0 0 0 0 0 0 0 0 15 16 17
all-images-CVIU11-pattern34-target128 14 0 0 0 0 0 1 0 0 0 48 49 48
all-images-CVIU11-pattern34-target129 14 0 0 0 0 0 0 0 0 0 18 18 18
all-images-CVIU11-pattern34-target13 14 0 0 0 0 0 0 0 0 0 43 43 43
all-images-CVIU11-pattern34-target130 14 0 0 0 0 0 0 0 0 0 18 18 18
all-images-CVIU11-pattern34-target131 14 0 0 0 0 0 0 0 0 0 28 28 28
all-images-CVIU11-pattern34-target132 14 0 0 0 0 0 0 0 0 0 34 34 34
all-images-CVIU11-pattern34-target133 14 0 0 0 0 0 0 0 0 0 27 32 31
all-images-CVIU11-pattern34-target134 14 0 0 0 0 0 0 0 0 0 32 31 31
all-images-CVIU11-pattern34-target135 14 0 0 0 0 0 0 0 0 0 30 32 31
all-images-CVIU11-pattern34-target136 14 0 0 0 0 0 0 0 0 0 30 30 30
all-images-CVIU11-pattern34-target137 14 0 0 0 0 0 0 0 0 0 18 18 18
all-images-CVIU11-pattern34-target138 14 0 0 0 0 0 0 0 0 0 58 58 58
all-images-CVIU11-pattern34-target139 14 0 0 0 0 0 0 0 0 0 24 24 24
all-images-CVIU11-pattern34-target14 14 0 0 0 0 0 0 0 0 0 19 19 19
all-images-CVIU11-pattern34-target140 14 0 0 0 0 0 0 0 0 0 24 24 24
all-images-CVIU11-pattern34-target141 14 0 0 0 0 0 0 0 0 0 23 23 27
all-images-CVIU11-pattern34-target142 14 0 0 0 0 0 0 0 0 0 28 28 28
all-images-CVIU11-pattern34-target143 14 0 0 0 0 0 0 0 0 0 24 24 25
all-images-CVIU11-pattern34-target144 14 0 0 0 0 0 0 0 0 0 37 37 37
all-images-CVIU11-pattern34-target145 14 0 0 0 0 0 0 0 0 0 21 26 21
all-images-CVIU11-pattern34-target146 14 0 0 0 0 0 0 0 0 0 49 50 49
all-images-CVIU11-pattern34-target15 14 0 0 0 0 0 0 0 0 0 20 15 18
all-images-CVIU11-pattern34-target16 14 0 0 0 0 0 0 0 0 0 25 31 25
all-images-CVIU11-pattern34-target17 14 0 0 0 0 0 0 0 0 0 47 47 47
all-images-CVIU11-pattern34-target18 14 0 0 0 0 0 0 0 0 0 46 46 46
all-images-CVIU11-pattern34-target19 14 0 0 0 0 0 0 0 0 0 63 63 63
all-images-CVIU11-pattern34-target2 14 0 0 0 0 0 0 0 0 0 36 36 36
all-images-CVIU11-pattern34-target20 14 0 0 0 0 0 0 0 0 0 50 50 51
all-images-CVIU11-pattern34-target21 14 0 0 0 0 0 0 0 0 0 42 42 42
all-images-CVIU11-pattern34-target22 14 0 0 0 0 0 0 0 0 0 28 27 28
all-images-CVIU11-pattern34-target23 14 0 0 0 0 0 0 0 0 0 47 46 47
all-images-CVIU11-pattern34-target24 14 0 0 0 0 0 0 0 0 0 16 16 16
all-images-CVIU11-pattern34-target25 14 0 0 0 0 0 0 0 0 0 31 31 31
all-images-CVIU11-pattern34-target26 14 0 0 0 0 0 0 0 0 0 23 23 23
all-images-CVIU11-pattern34-target27 14 0 0 0 0 0 0 0 0 0 38 38 38
all-images-CVIU11-pattern34-target28 14 0 0 0 0 0 0 0 0 0 26 23 20
all-images-CVIU11-pattern34-target29 14 0 0 0 0 0 0 0 0 0 59 59 59
all-images-CVIU11-pattern34-target3 14 0 0 0 0 0 0 0 0 0 48 48 48
all-images-CVIU11-pattern34-target30 14 0 0 0 0 0 0 0 0 0 52 52 52
all-images-CVIU11-pattern34-target31 14 0 0 0 0 0 0 0 0 0 42 43 42
all-images-CVIU11-pattern34-target32 14 0 0 0 0 0 0 0 0 0 64 64 66
all-images-CVIU11-pattern34-target33 14 0 0 0 0 0 0 0 0 0 60 60 60
all-images-CVIU11-pattern34-target34 14 0 0 0 0 0 0 0 0 0 41 41 41
all-images-CVIU11-pattern34-target35 14 0 0 0 0 0 0 0 0 0 59 60 59
all-images-CVIU11-pattern34-target36 14 0 0 0 0 0 0 0 0 0 33 33 33
all-images-CVIU11-pattern34-target37 14 0 0 0 0 0 0 0 0 0 57 57 59
all-images-CVIU11-pattern34-target38 14 0 0 0 0 0 0 0 0 0 55 55 55
all-images-CVIU11-pattern34-target39 14 0 0 0 0 0 0 0 0 0 32 32 32
all-images-CVIU11-pattern34-target4 14 0 0 0 0 0 0 0 0 0 45 45 45
all-images-CVIU11-pattern34-target40 14 0 0 0 0 0 0 0 0 0 38 37 40
all-images-CVIU11-pattern34-target41 14 0 0 0 0 0 0 0 0 0 38 38 39
all-images-CVIU11-pattern34-target42 14 0 0 0 0 0 0 0 0 0 41 41 41
all-images-CVIU11-pattern34-target43 14 0 0 0 0 0 0 0 0 0 53 53 53
all-images-CVIU11-pattern34-target44 14 0 0 0 0 0 0 0 0 0 63 63 63
all-images-CVIU11-pattern34-target45 14 0 0 0 0 0 0 0 0 0 59 59 59
all-images-CVIU11-pattern34-target46 14 0 0 0 0 0 0 0 0 0 41 42 42
all-images-CVIU11-pattern34-target47 14 0 0 0 0 0 1 0 0 0 53 53 53
all-images-CVIU11-pattern34-target48 14 0 0 0 0 0 0 0 0 0 27 27 27
all-images-CVIU11-pattern34-target49 14 0 0 0 0 0 0 0 0 0 40 40 40
all-images-CVIU11-pattern34-target5 14 0 0 0 0 0 0 0 0 0 54 54 53
all-images-CVIU11-pattern34-target50 14 0 0 0 0 0 0 0 0 0 57 57 57
all-images-CVIU11-pattern34-target51 14 0 0 0 0 0 0 0 0 0 37 36 37
all-images-CVIU11-pattern34-target52 14 0 0 0 0 0 0 0 0 0 37 37 37
all-images-CVIU11-pattern34-target53 14 0 0 0 0 0 0 0 0 0 28 29 28
all-images-CVIU11-pattern34-target54 14 0 0 0 0 0 0 0 0 0 29 29 29
all-images-CVIU11-pattern34-target55 14 0 0 0 0 0 0 0 0 0 29 29 30
all-images-CVIU11-pattern34-target56 14 0 0 0 0 0 0 0 0 0 28 23 23
all-images-CVIU11-pattern34-target57 14 0 0 0 0 0 0 0 0 0 63 63 63
all-images-CVIU11-pattern34-target58 14 0 0 0 0 0 0 0 0 0 25 25 25
all-images-CVIU11-pattern34-target59 14 0 0 0 0 0 0 0 0 0 49 50 50
all-images-CVIU11-pattern34-target6 14 0 0 0 0 0 0 0 0 0 53 53 53
all-images-CVIU11-pattern34-target60 14 0 0 0 0 0 0 0 0 0 37 38 37
all-images-CVIU11-pattern34-target61 14 0 0 0 0 0 0 0 0 0 52 51 52
all-images-CVIU11-pattern34-target62 14 0 0 0 0 0 0 0 0 0 53 53 54
all-images-CVIU11-pattern34-target63 14 0 0 0 0 0 0 0 0 0 47 46 47
all-images-CVIU11-pattern34-target64 14 0 0 0 0 0 0 0 0 0 40 40 40
all-images-CVIU11-pattern34-target65 14 0 0 0 0 0 0 0 0 0 34 34 34
all-images-CVIU11-pattern34-target66 14 0 0 0 0 0 0 0 0 0 25 25 25
all-images-CVIU11-pattern34-target67 14 0 0 0 0 0 0 0 0 0 56 56 56
all-images-CVIU11-pattern34-target68 14 0 0 0 0 0 0 0 0 0 57 57 57
all-images-CVIU11-pattern34-target69 14 0 0 0 0 0 0 0 0 0 63 63 63
all-images-CVIU11-pattern34-target7 14 0 0 0 0 0 0 0 0 0 50 50 50
all-images-CVIU11-pattern34-target70 14 0 0 0 0 0 0 0 0 0 56 56 56
all-images-CVIU11-pattern34-target71 14 0 0 0 0 0 0 0 0 0 50 50 51
all-images-CVIU11-pattern34-target72 14 0 0 0 0 0 0 0 0 0 46 46 46
all-images-CVIU11-pattern34-target73 14 0 0 0 0 0 0 0 0 0 56 56 56
all-images-CVIU11-pattern34-target74 14 0 0 0 0 0 0 0 0 0 58 58 58
all-images-CVIU11-pattern34-target75 14 0 0 0 0 0 0 0 0 0 59 58 59
all-images-CVIU11-pattern34-target76 14 0 0 0 0 0 0 0 0 0 61 61 61
all-images-CVIU11-pattern34-target77 14 0 0 0 0 0 0 0 0 0 59 59 59
all-images-CVIU11-pattern34-target78 14 0 0 0 0 0 0 0 0 0 59 59 59
all-images-CVIU11-pattern34-target79 14 0 0 0 0 0 0 0 0 0 26 26 25
all-images-CVIU11-pattern34-target8 14 0 0 0 0 0 0 0 0 0 38 38 39
all-images-CVIU11-pattern34-target80 14 0 0 0 0 0 0 0 0 0 29 29 30
all-images-CVIU11-pattern34-target81 14 0 0 0 0 0 0 0 0 0 37 37 37
all-images-CVIU11-pattern34-target82 14 0 0 0 0 0 0 0 0 0 44 44 44
all-images-CVIU11-pattern34-target83 14 0 0 0 0 0 0 0 0 0 46 46 46
all-images-CVIU11-pattern34-target84 14 0 0 0 0 0 0 0 0 0 10 10 15
all-images-CVIU11-pattern34-target85 14 0 0 0 0 0 0 0 0 0 51 51 51
all-images-CVIU11-pattern34-target86 14 0 0 0 0 0 0 0 0 0 36 37 37
all-images-CVIU11-pattern34-target87 14 0 0 0 0 0 0 0 0 0 37 37 41
all-images-CVIU11-pattern34-target88 14 0 0 0 0 0 0 0 0 0 48 48 48
all-images-CVIU11-pattern34-target89 14 0 0 0 0 0 0 0 0 0 31 31 31
all-images-CVIU11-pattern34-target9 14 0 0 0 0 0 0 0 0 0 37 37 37
all-images-CVIU11-pattern34-target90 14 0 0 0 0 0 0 0 0 0 23 22 23
all-images-CVIU11-pattern34-target91 14 0 0 0 0 0 0 0 0 0 17 24 17
all-images-CVIU11-pattern34-target92 14 0 0 0 0 0 0 0 0 0 59 59 59
all-images-CVIU11-pattern34-target93 14 0 0 0 0 0 0 0 0 0 41 41 41
all-images-CVIU11-pattern34-target94 14 0 0 0 0 0 0 0 0 0 51 51 51
all-images-CVIU11-pattern34-target95 14 0 0 0 0 0 0 0 0 0 16 16 17
all-images-CVIU11-pattern34-target96 14 0 0 0 0 0 0 0 0 0 31 30 30
all-images-CVIU11-pattern34-target97 14 0 0 0 0 0 0 0 0 0 32 32 32
all-images-CVIU11-pattern34-target98 14 0 0 0 0 0 0 0 0 0 23 23 23
all-images-CVIU11-pattern34-target99 14 0 0 0 0 0 0 0 0 0 47 46 47
all-images-CVIU11-pattern35-target1 14 0 0 0 0 0 0 0 0 0 85 85 85
all-images-CVIU11-pattern35-target10 14 0 0 0 0 0 0 0 0 0 72 71 71
all-images-CVIU11-pattern35-target100 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern35-target101 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern35-target102 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern35-target103 14 0 0 0 0 0 0 0 0 0 54 54 54
all-images-CVIU11-pattern35-target104 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern35-target105 14 0 0 0 0 0 0 0 0 0 84 83 83
all-images-CVIU11-pattern35-target106 14 0 0 0 0 0 0 0 0 0 74 74 74
all-images-CVIU11-pattern35-target107 14 0 0 0 0 0 0 0 0 0 63 64 64
all-images-CVIU11-pattern35-target108 14 0 0 0 0 0 0 0 0 0 111 111 111
all-images-CVIU11-pattern35-target109 14 0 0 0 0 0 0 0 0 0 88 88 88
all-images-CVIU11-pattern35-target11 14 0 0 0 0 0 0 0 0 0 46 46 46
all-images-CVIU11-pattern35-target110 14 0 0 0 0 0 0 0 0 0 51 51 50
all-images-CVIU11-pattern35-target111 14 0 0 0 0 0 0 0 0 0 51 51 51
all-images-CVIU11-pattern35-target112 14 0 0 0 0 0 0 0 0 0 48 48 48
all-images-CVIU11-pattern35-target113 14 0 0 0 0 0 0 0 0 0 57 56 57
all-images-CVIU11-pattern35-target114 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern35-target115 14 0 0 0 0 0 0 0 0 0 74 74 74
all-images-CVIU11-pattern35-target116 14 0 0 0 0 0 0 0 0 0 114 115 114
all-images-CVIU11-pattern35-target117 14 0 0 0 0 0 0 0 0 0 83 83 83
all-images-CVIU11-pattern35-target118 14 0 0 0 0 0 0 0 0 0 72 72 72
all-images-CVIU11-pattern35-target119 14 0 0 0 0 0 0 0 0 0 109 108 109
all-images-CVIU11-pattern35-target12 14 0 0 0 0 0 0 0 0 0 79 79 80
all-images-CVIU11-pattern35-target120 14 0 0 0 0 0 0 0 0 0 88 88 88
all-images-CVIU11-pattern35-target121 14 0 0 0 0 0 0 0 0 0 94 94 94
all-images-CVIU11-pattern35-target122 14 0 0 0 0 0 0 0 0 0 67 67 66
all-images-CVIU11-pattern35-target123 14 0 0 0 0 0 0 0 0 0 98 99 98
all-images-CVIU11-pattern35-target124 14 0 0 0 0 0 0 0 0 0 75 75 75
all-images-CVIU11-pattern35-target125 14 0 0 0 0 0 0 0 0 0 91 91 91
all-images-CVIU11-pattern35-target126 14 0 0 0 0 0 0 0 0 0 27 27 27
all-images-CVIU11-pattern35-target127 14 0 0 0 0 0 0 0 0 0 34 34 34
all-images-CVIU11-pattern35-target128 14 0 0 0 0 0 0 0 0 0 91 92 91
all-images-CVIU11-pattern35-target129 14 0 0 0 0 0 0 0 0 0 35 35 35
all-images-CVIU11-pattern35-target13 14 0 0 0 0 0 0 0 0 0 80 80 80
all-images-CVIU11-pattern35-target130 14 0 0 0 0 0 0 0 0 0 35 33 34
all-images-CVIU11-pattern35-target131 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern35-target132 14 0 0 0 0 0 0 0 0 0 61 62 62
all-images-CVIU11-pattern35-target133 14 0 0 0 0 0 0 0 0 0 58 64 58
all-images-CVIU11-pattern35-target134 14 0 0 0 0 0 0 0 0 0 65 65 65
all-images-CVIU11-pattern35-target135 14 0 0 0 0 0 0 0 0 0 58 58 59
all-images-CVIU11-pattern35-target136 14 0 0 0 0 0 0 0 0 0 64 64 64
all-images-CVIU11-pattern35-target137 14 0 0 0 0 0 0 0 0 0 35 35 35
all-images-CVIU11-pattern35-target138 14 0 0 0 0 0 0 0 0 0 112 111 111
all-images-CVIU11-pattern35-target139 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern35-target14 14 0 0 0 0 0 0 0 0 0 35 35 35
all-images-CVIU11-pattern35-target140 14 0 0 0 0 0 0 0 0 0 45 45 45
all-images-CVIU11-pattern35-target141 14 0 0 0 0 0 0 0 0 0 40 41 41
all-images-CVIU11-pattern35-target142 14 0 0 0 0 0 0 0 0 0 62 62 62
all-images-CVIU11-pattern35-target143 14 0 0 0 0 0 0 0 0 0 49 49 50
all-images-CVIU11-pattern35-target144 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern35-target145 14 0 0 0 0 0 0 0 0 0 45 45 45
all-images-CVIU11-pattern35-target146 14 0 0 0 0 0 0 0 0 0 92 92 92
all-images-CVIU11-pattern35-target15 14 0 0 0 0 0 0 0 0 0 28 28 28
all-images-CVIU11-pattern35-target16 14 0 0 0 0 0 0 0 0 0 44 44 44
all-images-CVIU11-pattern35-target17 14 0 0 0 0 0 0 0 0 0 85 85 85
all-images-CVIU11-pattern35-target18 14 0 0 0 0 0 0 0 0 0 88 88 88
all-images-CVIU11-pattern35-target19 14 0 0 0 0 0 0 0 0 0 118 118 118
all-images-CVIU11-pattern35-target2 14 0 0 0 0 0 0 0 0 0 74 74 74
all-images-CVIU11-pattern35-target20 14 0 0 0 0 0 0 0 0 0 94 94 94
all-images-CVIU11-pattern35-target21 14 0 0 0 0 0 0 0 0 0 78 78 77
all-images-CVIU11-pattern35-target22 14 0 0 0 0 0 0 0 0 0 59 59 60
all-images-CVIU11-pattern35-target23 14 0 0 0 0 0 0 0 0 0 86 86 86
all-images-CVIU11-pattern35-target24 14 0 0 0 0 0 0 0 0 0 30 30 29
all-images-CVIU11-pattern35-target25 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern35-target26 14 0 0 0 0 0 0 0 0 0 41 41 41
all-images-CVIU11-pattern35-target27 14 0 0 0 0 0 0 0 0 0 72 71 72
all-images-CVIU11-pattern35-target28 14 0 0 0 0 0 0 0 0 0 34 35 34
all-images-CVIU11-pattern35-target29 14 0 0 0 0 0 0 0 0 0 113 113 113
all-images-CVIU11-pattern35-target3 14 0 0 0 0 0 0 0 0 0 91 91 91
all-images-CVIU11-pattern35-target30 14 0 0 0 0 0 0 0 0 0 98 97 97
all-images-CVIU11-pattern35-target31 14 0 0 0 0 0 0 0 0 0 84 84 84
all-images-CVIU11-pattern35-target32 14 0 0 0 0 0 0 0 0 0 120 120 120
all-images-CVIU11-pattern35-target33 14 0 0 0 0 0 0 0 0 0 115 115 115
all-images-CVIU11-pattern35-target34 14 0 0 0 0 0 0 0 0 0 76 76 76
all-images-CVIU11-pattern35-target35 14 0 0 0 0 0 0 0 0 0 110 110 111
all-images-CVIU11-pattern35-target36 14 0 0 0 0 0 0 0 0 0 62 62 62
all-images-CVIU11-pattern35-target37 14 0 0 0 0 0 0 0 0 0 107 107 107
all-images-CVIU11-pattern35-target38 14 0 0 0 0 0 0 0 0 0 105 105 105
all-images-CVIU11-pattern35-target39 14 0 0 0 0 0 0 0 0 0 66 66 66
all-images-CVIU11-pattern35-target4 14 0 0 0 0 0 0 0 0 0 83 83 83
all-images-CVIU11-pattern35-target40 14 0 0 0 0 0 0 0 0 0 77 78 77
all-images-CVIU11-pattern35-target41 14 0 0 0 0 0 0 0 0 0 71 71 71
all-images-CVIU11-pattern35-target42 14 0 0 0 0 0 0 0 0 0 77 76 77
all-images-CVIU11-pattern35-target43 14 0 0 0 0 0 0 0 0 0 99 99 99
all-images-CVIU11-pattern35-target44 14 0 0 0 0 0 0 0 0 0 117 117 117
all-images-CVIU11-pattern35-target45 14 0 0 0 0 0 0 0 0 0 114 115 114
all-images-CVIU11-pattern35-target46 14 0 0 0 0 0 0 0 0 0 76 76 76
all-images-CVIU11-pattern35-target47 14 0 0 0 0 0 0 0 0 0 101 101 101
all-images-CVIU11-pattern35-target48 14 0 0 0 0 0 0 0 0 0 58 58 58
all-images-CVIU11-pattern35-target49 14 0 0 0 0 0 0 0 0 0 75 76 75
all-images-CVIU11-pattern35-target5 14 0 0 0 0 0 0 0 0 0 104 105 104
all-images-CVIU11-pattern35-target50 14 0 0 0 0 0 0 0 0 0 107 107 107
all-images-CVIU11-pattern35-target51 14 0 0 0 0 0 0 0 0 0 66 67 67
all-images-CVIU11-pattern35-target52 14 0 0 0 0 0 0 0 0 0 69 69 69
all-images-CVIU11-pattern35-target53 14 0 0 0 0 0 0 0 0 0 50 51 51
all-images-CVIU11-pattern35-target54 14 0 0 0 0 0 0 0 0 0 54 54 54
all-images-CVIU11-pattern35-target55 14 0 0 0 0 0 0 0 0 0 53 53 52
all-images-CVIU11-pattern35-target56 14 0 0 0 0 0 0 0 0 0 49 49 48
all-images-CVIU11-pattern35-target57 14 0 0 0 0 0 0 0 0 0 119 119 119
all-images-CVIU11-pattern35-target58 14 0 0 0 0 0 0 0 0 0 48 47 48
all-images-CVIU11-pattern35-target59 14 0 0 0 0 0 0 0 0 0 98 98 98
all-images-CVIU11-pattern35-target6 14 0 0 0 0 0 0 0 0 0 99 99 99
all-images-CVIU11-pattern35-target60 14 0 0 0 0 0 0 0 0 0 69 69 69
all-images-CVIU11-pattern35-target61 14 0 0 0 0 0 0 0 0 0 97 98 97
all-images-CVIU11-pattern35-target62 14 0 0 0 0 0 0 0 0 0 98 98 99
all-images-CVIU11-pattern35-target63 14 0 0 0 0 0 0 0 0 0 89 90 89
all-images-CVIU11-pattern35-target64 14 0 0 0 0 0 0 0 0 0 73 73 73
all-images-CVIU11-pattern35-target65 14 0 0 0 0 0 0 0 0 0 71 71 71
all-images-CVIU11-pattern35-target66 14 0 0 0 0 0 0 0 0 0 54 54 54
all-images-CVIU11-pattern35-target67 14 0 0 0 0 0 0 0 0 0 105 104 104
all-images-CVIU11-pattern35-target68 14 0 0 0 0 0 0 0 0 0 111 112 111
all-images-CVIU11-pattern35-target69 14 0 0 0 0 0 0 0 0 0 119 119 119
all-images-CVIU11-pattern35-target7 14 0 0 0 0 0 0 0 0 0 96 96 96
all-images-CVIU11-pattern35-target70 14 0 0 0 0 0 0 0 0 0 106 106 106
all-images-CVIU11-pattern35-target71 14 0 0 0 0 0 0 0 0 0 92 92 92
all-images-CVIU11-pattern35-target72 14 0 0 0 0 0 0 0 0 0 88 88 88
all-images-CVIU11-pattern35-target73 14 0 0 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern35-target74 14 0 0 0 0 0 0 0 0 0 111 110 111
all-images-CVIU11-pattern35-target75 14 0 0 0 0 0 0 0 0 0 111 110 111
all-images-CVIU11-pattern35-target76 14 0 0 0 0 0 0 0 0 0 115 115 115
all-images-CVIU11-pattern35-target77 14 0 0 0 0 0 0 0 0 0 116 115 114
all-images-CVIU11-pattern35-target78 14 0 0 0 0 0 0 0 0 0 111 111 111
all-images-CVIU11-pattern35-target79 14 0 0 0 0 0 0 0 0 0 45 45 45
