instance family mcsplitdown2 mcsplitdownbiasedrestarts2
all-images-CVIU11-pattern29-target67 14 3010 7939
all-images-CVIU11-pattern29-target68 14 2567 8054
all-images-CVIU11-pattern29-target69 14 4347 7824
all-images-CVIU11-pattern29-target7 14 19487 44613
all-images-CVIU11-pattern29-target70 14 2329 6549
all-images-CVIU11-pattern29-target71 14 3752 4688
all-images-CVIU11-pattern29-target72 14 4367 4494
all-images-CVIU11-pattern29-target73 14 4194 11888
all-images-CVIU11-pattern29-target74 14 7822 12116
all-images-CVIU11-pattern29-target75 14 4398 9183
all-images-CVIU11-pattern29-target76 14 288 329
all-images-CVIU11-pattern29-target77 14 3873 11245
all-images-CVIU11-pattern29-target78 14 3916 8917
all-images-CVIU11-pattern29-target79 14 5218 9226
all-images-CVIU11-pattern29-target8 14 947 3518
all-images-CVIU11-pattern29-target80 14 7148 12877
all-images-CVIU11-pattern29-target81 14 2482 4314
all-images-CVIU11-pattern29-target82 14 2796 5391
all-images-CVIU11-pattern29-target83 14 1484 4542
all-images-CVIU11-pattern29-target84 14 1061 1809
all-images-CVIU11-pattern29-target85 14 4498 13806
all-images-CVIU11-pattern29-target86 14 12926 26659
all-images-CVIU11-pattern29-target87 14 1166 2146
all-images-CVIU11-pattern29-target88 14 1613 3945
all-images-CVIU11-pattern29-target89 14 947 1734
all-images-CVIU11-pattern29-target9 14 924 2211
all-images-CVIU11-pattern29-target90 14 420 1299
all-images-CVIU11-pattern29-target91 14 1779 2910
all-images-CVIU11-pattern29-target92 14 3549 10813
all-images-CVIU11-pattern29-target93 14 2912 3320
all-images-CVIU11-pattern29-target94 14 5776 6831
all-images-CVIU11-pattern29-target95 14 687 585
all-images-CVIU11-pattern29-target96 14 907 1591
all-images-CVIU11-pattern29-target97 14 2282 3643
all-images-CVIU11-pattern29-target98 14 697 1369
all-images-CVIU11-pattern29-target99 14 4467 6262
all-images-CVIU11-pattern3-target1 14 NaN NaN
all-images-CVIU11-pattern3-target10 14 NaN NaN
all-images-CVIU11-pattern3-target100 14 NaN NaN
all-images-CVIU11-pattern3-target101 14 NaN NaN
all-images-CVIU11-pattern3-target102 14 NaN NaN
all-images-CVIU11-pattern3-target103 14 NaN NaN
all-images-CVIU11-pattern3-target104 14 NaN NaN
all-images-CVIU11-pattern3-target105 14 NaN NaN
all-images-CVIU11-pattern3-target106 14 NaN NaN
all-images-CVIU11-pattern3-target107 14 NaN NaN
all-images-CVIU11-pattern3-target108 14 NaN NaN
all-images-CVIU11-pattern3-target109 14 NaN NaN
all-images-CVIU11-pattern3-target11 14 NaN NaN
all-images-CVIU11-pattern3-target110 14 NaN NaN
all-images-CVIU11-pattern3-target111 14 NaN NaN
all-images-CVIU11-pattern3-target112 14 NaN NaN
all-images-CVIU11-pattern3-target113 14 NaN NaN
all-images-CVIU11-pattern3-target114 14 NaN NaN
all-images-CVIU11-pattern3-target115 14 NaN NaN
all-images-CVIU11-pattern3-target116 14 NaN NaN
all-images-CVIU11-pattern3-target117 14 NaN NaN
all-images-CVIU11-pattern3-target118 14 NaN NaN
all-images-CVIU11-pattern3-target119 14 NaN NaN
all-images-CVIU11-pattern3-target12 14 NaN NaN
all-images-CVIU11-pattern3-target120 14 NaN NaN
all-images-CVIU11-pattern3-target121 14 NaN NaN
all-images-CVIU11-pattern3-target122 14 NaN NaN
all-images-CVIU11-pattern3-target123 14 NaN NaN
all-images-CVIU11-pattern3-target124 14 NaN NaN
all-images-CVIU11-pattern3-target125 14 NaN NaN
all-images-CVIU11-pattern3-target126 14 NaN NaN
all-images-CVIU11-pattern3-target127 14 NaN NaN
all-images-CVIU11-pattern3-target128 14 NaN NaN
all-images-CVIU11-pattern3-target129 14 NaN NaN
all-images-CVIU11-pattern3-target13 14 NaN NaN
all-images-CVIU11-pattern3-target130 14 NaN NaN
all-images-CVIU11-pattern3-target131 14 NaN NaN
all-images-CVIU11-pattern3-target132 14 NaN NaN
all-images-CVIU11-pattern3-target133 14 NaN NaN
all-images-CVIU11-pattern3-target134 14 NaN NaN
all-images-CVIU11-pattern3-target135 14 NaN NaN
all-images-CVIU11-pattern3-target136 14 NaN NaN
all-images-CVIU11-pattern3-target137 14 NaN NaN
all-images-CVIU11-pattern3-target138 14 NaN NaN
all-images-CVIU11-pattern3-target139 14 NaN NaN
all-images-CVIU11-pattern3-target14 14 NaN NaN
all-images-CVIU11-pattern3-target140 14 NaN NaN
all-images-CVIU11-pattern3-target141 14 NaN NaN
all-images-CVIU11-pattern3-target142 14 NaN NaN
all-images-CVIU11-pattern3-target143 14 NaN NaN
all-images-CVIU11-pattern3-target144 14 NaN NaN
all-images-CVIU11-pattern3-target145 14 NaN NaN
all-images-CVIU11-pattern3-target146 14 NaN NaN
all-images-CVIU11-pattern3-target15 14 NaN NaN
all-images-CVIU11-pattern3-target16 14 NaN NaN
all-images-CVIU11-pattern3-target17 14 NaN NaN
all-images-CVIU11-pattern3-target18 14 NaN NaN
all-images-CVIU11-pattern3-target19 14 NaN NaN
all-images-CVIU11-pattern3-target2 14 NaN NaN
all-images-CVIU11-pattern3-target20 14 NaN NaN
all-images-CVIU11-pattern3-target21 14 NaN NaN
all-images-CVIU11-pattern3-target22 14 NaN NaN
all-images-CVIU11-pattern3-target23 14 NaN NaN
all-images-CVIU11-pattern3-target24 14 NaN NaN
all-images-CVIU11-pattern3-target25 14 NaN NaN
all-images-CVIU11-pattern3-target26 14 NaN NaN
all-images-CVIU11-pattern3-target27 14 NaN NaN
all-images-CVIU11-pattern3-target28 14 NaN NaN
all-images-CVIU11-pattern3-target29 14 NaN NaN
all-images-CVIU11-pattern3-target3 14 NaN NaN
all-images-CVIU11-pattern3-target30 14 NaN NaN
all-images-CVIU11-pattern3-target31 14 NaN NaN
all-images-CVIU11-pattern3-target32 14 NaN NaN
all-images-CVIU11-pattern3-target33 14 NaN NaN
all-images-CVIU11-pattern3-target34 14 NaN NaN
all-images-CVIU11-pattern3-target35 14 NaN NaN
all-images-CVIU11-pattern3-target36 14 NaN NaN
all-images-CVIU11-pattern3-target37 14 NaN NaN
all-images-CVIU11-pattern3-target38 14 NaN NaN
all-images-CVIU11-pattern3-target39 14 NaN NaN
all-images-CVIU11-pattern3-target4 14 NaN NaN
all-images-CVIU11-pattern3-target40 14 NaN NaN
all-images-CVIU11-pattern3-target41 14 NaN NaN
all-images-CVIU11-pattern3-target42 14 NaN NaN
all-images-CVIU11-pattern3-target43 14 NaN NaN
all-images-CVIU11-pattern3-target44 14 NaN NaN
all-images-CVIU11-pattern3-target45 14 NaN NaN
all-images-CVIU11-pattern3-target46 14 NaN NaN
all-images-CVIU11-pattern3-target47 14 NaN NaN
all-images-CVIU11-pattern3-target48 14 NaN NaN
all-images-CVIU11-pattern3-target49 14 NaN NaN
all-images-CVIU11-pattern3-target5 14 NaN NaN
all-images-CVIU11-pattern3-target50 14 NaN NaN
all-images-CVIU11-pattern3-target51 14 NaN NaN
all-images-CVIU11-pattern3-target52 14 NaN NaN
all-images-CVIU11-pattern3-target53 14 NaN NaN
all-images-CVIU11-pattern3-target54 14 NaN NaN
all-images-CVIU11-pattern3-target55 14 NaN NaN
all-images-CVIU11-pattern3-target56 14 NaN NaN
all-images-CVIU11-pattern3-target57 14 NaN NaN
all-images-CVIU11-pattern3-target58 14 NaN NaN
all-images-CVIU11-pattern3-target59 14 NaN NaN
all-images-CVIU11-pattern3-target6 14 NaN NaN
all-images-CVIU11-pattern3-target60 14 NaN NaN
all-images-CVIU11-pattern3-target61 14 NaN NaN
all-images-CVIU11-pattern3-target62 14 NaN NaN
all-images-CVIU11-pattern3-target63 14 NaN NaN
all-images-CVIU11-pattern3-target64 14 NaN NaN
all-images-CVIU11-pattern3-target65 14 NaN NaN
all-images-CVIU11-pattern3-target66 14 NaN NaN
all-images-CVIU11-pattern3-target67 14 NaN NaN
all-images-CVIU11-pattern3-target68 14 NaN NaN
all-images-CVIU11-pattern3-target69 14 NaN NaN
all-images-CVIU11-pattern3-target7 14 NaN NaN
all-images-CVIU11-pattern3-target70 14 NaN NaN
all-images-CVIU11-pattern3-target71 14 NaN NaN
all-images-CVIU11-pattern3-target72 14 NaN NaN
all-images-CVIU11-pattern3-target73 14 NaN NaN
all-images-CVIU11-pattern3-target74 14 NaN NaN
all-images-CVIU11-pattern3-target75 14 NaN NaN
all-images-CVIU11-pattern3-target76 14 NaN NaN
all-images-CVIU11-pattern3-target77 14 NaN NaN
all-images-CVIU11-pattern3-target78 14 NaN NaN
all-images-CVIU11-pattern3-target79 14 NaN NaN
all-images-CVIU11-pattern3-target8 14 NaN NaN
all-images-CVIU11-pattern3-target80 14 NaN NaN
all-images-CVIU11-pattern3-target81 14 NaN NaN
all-images-CVIU11-pattern3-target82 14 NaN NaN
all-images-CVIU11-pattern3-target83 14 NaN NaN
all-images-CVIU11-pattern3-target84 14 NaN NaN
all-images-CVIU11-pattern3-target85 14 NaN NaN
all-images-CVIU11-pattern3-target86 14 NaN NaN
all-images-CVIU11-pattern3-target87 14 NaN NaN
all-images-CVIU11-pattern3-target88 14 NaN NaN
all-images-CVIU11-pattern3-target89 14 NaN NaN
all-images-CVIU11-pattern3-target9 14 NaN NaN
all-images-CVIU11-pattern3-target90 14 NaN NaN
all-images-CVIU11-pattern3-target91 14 NaN NaN
all-images-CVIU11-pattern3-target92 14 NaN NaN
all-images-CVIU11-pattern3-target93 14 NaN NaN
all-images-CVIU11-pattern3-target94 14 NaN NaN
all-images-CVIU11-pattern3-target95 14 NaN NaN
all-images-CVIU11-pattern3-target96 14 NaN NaN
all-images-CVIU11-pattern3-target97 14 NaN NaN
all-images-CVIU11-pattern3-target98 14 NaN NaN
all-images-CVIU11-pattern3-target99 14 NaN NaN
all-images-CVIU11-pattern30-target1 14 NaN NaN
all-images-CVIU11-pattern30-target10 14 NaN NaN
all-images-CVIU11-pattern30-target100 14 NaN NaN
all-images-CVIU11-pattern30-target101 14 NaN NaN
all-images-CVIU11-pattern30-target102 14 NaN NaN
all-images-CVIU11-pattern30-target103 14 NaN NaN
all-images-CVIU11-pattern30-target104 14 NaN NaN
all-images-CVIU11-pattern30-target105 14 NaN NaN
all-images-CVIU11-pattern30-target106 14 NaN NaN
all-images-CVIU11-pattern30-target107 14 NaN NaN
all-images-CVIU11-pattern30-target108 14 NaN NaN
all-images-CVIU11-pattern30-target109 14 NaN NaN
all-images-CVIU11-pattern30-target11 14 NaN NaN
all-images-CVIU11-pattern30-target110 14 NaN NaN
all-images-CVIU11-pattern30-target111 14 NaN NaN
all-images-CVIU11-pattern30-target112 14 NaN NaN
all-images-CVIU11-pattern30-target113 14 NaN NaN
all-images-CVIU11-pattern30-target114 14 NaN NaN
all-images-CVIU11-pattern30-target115 14 NaN NaN
all-images-CVIU11-pattern30-target116 14 NaN NaN
all-images-CVIU11-pattern30-target117 14 NaN NaN
all-images-CVIU11-pattern30-target118 14 NaN NaN
all-images-CVIU11-pattern30-target119 14 NaN NaN
all-images-CVIU11-pattern30-target12 14 NaN NaN
all-images-CVIU11-pattern30-target120 14 NaN NaN
all-images-CVIU11-pattern30-target121 14 NaN NaN
all-images-CVIU11-pattern30-target122 14 NaN NaN
all-images-CVIU11-pattern30-target123 14 NaN NaN
all-images-CVIU11-pattern30-target124 14 NaN NaN
all-images-CVIU11-pattern30-target125 14 NaN NaN
all-images-CVIU11-pattern30-target126 14 NaN NaN
all-images-CVIU11-pattern30-target127 14 NaN NaN
all-images-CVIU11-pattern30-target128 14 NaN NaN
all-images-CVIU11-pattern30-target129 14 NaN NaN
all-images-CVIU11-pattern30-target13 14 NaN NaN
all-images-CVIU11-pattern30-target130 14 NaN NaN
all-images-CVIU11-pattern30-target131 14 NaN NaN
all-images-CVIU11-pattern30-target132 14 NaN NaN
all-images-CVIU11-pattern30-target133 14 NaN NaN
all-images-CVIU11-pattern30-target134 14 NaN NaN
all-images-CVIU11-pattern30-target135 14 NaN NaN
all-images-CVIU11-pattern30-target136 14 NaN NaN
all-images-CVIU11-pattern30-target137 14 NaN NaN
all-images-CVIU11-pattern30-target138 14 NaN NaN
all-images-CVIU11-pattern30-target139 14 NaN NaN
all-images-CVIU11-pattern30-target14 14 NaN NaN
all-images-CVIU11-pattern30-target140 14 NaN NaN
all-images-CVIU11-pattern30-target141 14 NaN NaN
all-images-CVIU11-pattern30-target142 14 NaN NaN
all-images-CVIU11-pattern30-target143 14 NaN NaN
all-images-CVIU11-pattern30-target144 14 NaN NaN
all-images-CVIU11-pattern30-target145 14 NaN NaN
all-images-CVIU11-pattern30-target146 14 NaN NaN
all-images-CVIU11-pattern30-target15 14 NaN NaN
all-images-CVIU11-pattern30-target16 14 NaN NaN
all-images-CVIU11-pattern30-target17 14 NaN NaN
all-images-CVIU11-pattern30-target18 14 NaN NaN
all-images-CVIU11-pattern30-target19 14 NaN NaN
all-images-CVIU11-pattern30-target2 14 NaN NaN
all-images-CVIU11-pattern30-target20 14 NaN NaN
all-images-CVIU11-pattern30-target21 14 NaN NaN
all-images-CVIU11-pattern30-target22 14 NaN NaN
all-images-CVIU11-pattern30-target23 14 NaN NaN
all-images-CVIU11-pattern30-target24 14 NaN NaN
all-images-CVIU11-pattern30-target25 14 NaN NaN
all-images-CVIU11-pattern30-target26 14 NaN NaN
all-images-CVIU11-pattern30-target27 14 NaN NaN
all-images-CVIU11-pattern30-target28 14 NaN NaN
all-images-CVIU11-pattern30-target29 14 NaN NaN
all-images-CVIU11-pattern30-target3 14 NaN NaN
all-images-CVIU11-pattern30-target30 14 NaN NaN
all-images-CVIU11-pattern30-target31 14 NaN NaN
all-images-CVIU11-pattern30-target32 14 NaN NaN
all-images-CVIU11-pattern30-target33 14 NaN NaN
all-images-CVIU11-pattern30-target34 14 NaN NaN
all-images-CVIU11-pattern30-target35 14 NaN NaN
all-images-CVIU11-pattern30-target36 14 NaN NaN
all-images-CVIU11-pattern30-target37 14 NaN NaN
all-images-CVIU11-pattern30-target38 14 NaN NaN
all-images-CVIU11-pattern30-target39 14 NaN NaN
all-images-CVIU11-pattern30-target4 14 NaN NaN
all-images-CVIU11-pattern30-target40 14 NaN NaN
all-images-CVIU11-pattern30-target41 14 NaN NaN
all-images-CVIU11-pattern30-target42 14 NaN NaN
all-images-CVIU11-pattern30-target43 14 NaN NaN
all-images-CVIU11-pattern30-target44 14 NaN NaN
all-images-CVIU11-pattern30-target45 14 NaN NaN
all-images-CVIU11-pattern30-target46 14 NaN NaN
all-images-CVIU11-pattern30-target47 14 NaN NaN
all-images-CVIU11-pattern30-target48 14 NaN NaN
all-images-CVIU11-pattern30-target49 14 NaN NaN
all-images-CVIU11-pattern30-target5 14 NaN NaN
all-images-CVIU11-pattern30-target50 14 NaN NaN
all-images-CVIU11-pattern30-target51 14 NaN NaN
all-images-CVIU11-pattern30-target52 14 NaN NaN
all-images-CVIU11-pattern30-target53 14 NaN NaN
all-images-CVIU11-pattern30-target54 14 NaN NaN
all-images-CVIU11-pattern30-target55 14 NaN NaN
all-images-CVIU11-pattern30-target56 14 NaN NaN
all-images-CVIU11-pattern30-target57 14 NaN NaN
all-images-CVIU11-pattern30-target58 14 NaN NaN
all-images-CVIU11-pattern30-target59 14 NaN NaN
all-images-CVIU11-pattern30-target6 14 NaN NaN
all-images-CVIU11-pattern30-target60 14 NaN NaN
all-images-CVIU11-pattern30-target61 14 NaN NaN
all-images-CVIU11-pattern30-target62 14 NaN NaN
all-images-CVIU11-pattern30-target63 14 NaN NaN
all-images-CVIU11-pattern30-target64 14 NaN NaN
all-images-CVIU11-pattern30-target65 14 NaN NaN
all-images-CVIU11-pattern30-target66 14 NaN NaN
all-images-CVIU11-pattern30-target67 14 NaN NaN
all-images-CVIU11-pattern30-target68 14 NaN NaN
all-images-CVIU11-pattern30-target69 14 NaN NaN
all-images-CVIU11-pattern30-target7 14 NaN NaN
all-images-CVIU11-pattern30-target70 14 NaN NaN
all-images-CVIU11-pattern30-target71 14 NaN NaN
all-images-CVIU11-pattern30-target72 14 NaN NaN
all-images-CVIU11-pattern30-target73 14 NaN NaN
all-images-CVIU11-pattern30-target74 14 NaN NaN
all-images-CVIU11-pattern30-target75 14 NaN NaN
all-images-CVIU11-pattern30-target76 14 NaN NaN
all-images-CVIU11-pattern30-target77 14 NaN NaN
all-images-CVIU11-pattern30-target78 14 NaN NaN
all-images-CVIU11-pattern30-target79 14 NaN NaN
all-images-CVIU11-pattern30-target8 14 NaN NaN
all-images-CVIU11-pattern30-target80 14 NaN NaN
all-images-CVIU11-pattern30-target81 14 NaN NaN
all-images-CVIU11-pattern30-target82 14 NaN NaN
all-images-CVIU11-pattern30-target83 14 NaN NaN
all-images-CVIU11-pattern30-target84 14 NaN NaN
all-images-CVIU11-pattern30-target85 14 NaN NaN
all-images-CVIU11-pattern30-target86 14 NaN NaN
all-images-CVIU11-pattern30-target87 14 NaN NaN
all-images-CVIU11-pattern30-target88 14 NaN NaN
all-images-CVIU11-pattern30-target89 14 NaN NaN
all-images-CVIU11-pattern30-target9 14 NaN NaN
all-images-CVIU11-pattern30-target90 14 NaN NaN
all-images-CVIU11-pattern30-target91 14 NaN NaN
all-images-CVIU11-pattern30-target92 14 NaN NaN
all-images-CVIU11-pattern30-target93 14 NaN NaN
all-images-CVIU11-pattern30-target94 14 NaN NaN
all-images-CVIU11-pattern30-target95 14 NaN NaN
all-images-CVIU11-pattern30-target96 14 NaN NaN
all-images-CVIU11-pattern30-target97 14 NaN NaN
all-images-CVIU11-pattern30-target98 14 NaN NaN
all-images-CVIU11-pattern30-target99 14 NaN NaN
all-images-CVIU11-pattern31-target1 14 NaN NaN
all-images-CVIU11-pattern31-target10 14 NaN NaN
all-images-CVIU11-pattern31-target100 14 NaN NaN
all-images-CVIU11-pattern31-target101 14 NaN NaN
all-images-CVIU11-pattern31-target102 14 NaN NaN
all-images-CVIU11-pattern31-target103 14 NaN NaN
all-images-CVIU11-pattern31-target104 14 NaN NaN
all-images-CVIU11-pattern31-target105 14 NaN NaN
all-images-CVIU11-pattern31-target106 14 NaN NaN
all-images-CVIU11-pattern31-target107 14 NaN NaN
all-images-CVIU11-pattern31-target108 14 NaN NaN
all-images-CVIU11-pattern31-target109 14 NaN NaN
all-images-CVIU11-pattern31-target11 14 NaN NaN
all-images-CVIU11-pattern31-target110 14 NaN NaN
all-images-CVIU11-pattern31-target111 14 NaN NaN
all-images-CVIU11-pattern31-target112 14 NaN NaN
all-images-CVIU11-pattern31-target113 14 NaN NaN
all-images-CVIU11-pattern31-target114 14 NaN NaN
all-images-CVIU11-pattern31-target115 14 NaN NaN
all-images-CVIU11-pattern31-target116 14 NaN NaN
all-images-CVIU11-pattern31-target117 14 NaN NaN
all-images-CVIU11-pattern31-target118 14 NaN NaN
all-images-CVIU11-pattern31-target119 14 NaN NaN
all-images-CVIU11-pattern31-target12 14 NaN NaN
all-images-CVIU11-pattern31-target120 14 NaN NaN
all-images-CVIU11-pattern31-target121 14 NaN NaN
all-images-CVIU11-pattern31-target122 14 NaN NaN
all-images-CVIU11-pattern31-target123 14 NaN NaN
all-images-CVIU11-pattern31-target124 14 NaN NaN
all-images-CVIU11-pattern31-target125 14 NaN NaN
all-images-CVIU11-pattern31-target126 14 NaN NaN
all-images-CVIU11-pattern31-target127 14 NaN NaN
all-images-CVIU11-pattern31-target128 14 NaN NaN
all-images-CVIU11-pattern31-target129 14 NaN NaN
all-images-CVIU11-pattern31-target13 14 NaN NaN
all-images-CVIU11-pattern31-target130 14 NaN NaN
all-images-CVIU11-pattern31-target131 14 NaN NaN
all-images-CVIU11-pattern31-target132 14 NaN NaN
all-images-CVIU11-pattern31-target133 14 NaN NaN
all-images-CVIU11-pattern31-target134 14 NaN NaN
all-images-CVIU11-pattern31-target135 14 NaN NaN
all-images-CVIU11-pattern31-target136 14 NaN NaN
all-images-CVIU11-pattern31-target137 14 NaN NaN
all-images-CVIU11-pattern31-target138 14 NaN NaN
all-images-CVIU11-pattern31-target139 14 NaN NaN
all-images-CVIU11-pattern31-target14 14 NaN NaN
all-images-CVIU11-pattern31-target140 14 NaN NaN
all-images-CVIU11-pattern31-target141 14 NaN NaN
all-images-CVIU11-pattern31-target142 14 NaN NaN
all-images-CVIU11-pattern31-target143 14 NaN NaN
all-images-CVIU11-pattern31-target144 14 NaN NaN
all-images-CVIU11-pattern31-target145 14 NaN NaN
all-images-CVIU11-pattern31-target146 14 NaN NaN
all-images-CVIU11-pattern31-target15 14 NaN NaN
all-images-CVIU11-pattern31-target16 14 NaN NaN
all-images-CVIU11-pattern31-target17 14 NaN NaN
all-images-CVIU11-pattern31-target18 14 NaN NaN
all-images-CVIU11-pattern31-target19 14 NaN NaN
all-images-CVIU11-pattern31-target2 14 NaN NaN
all-images-CVIU11-pattern31-target20 14 NaN NaN
all-images-CVIU11-pattern31-target21 14 NaN NaN
all-images-CVIU11-pattern31-target22 14 NaN NaN
all-images-CVIU11-pattern31-target23 14 NaN NaN
all-images-CVIU11-pattern31-target24 14 NaN NaN
all-images-CVIU11-pattern31-target25 14 NaN NaN
all-images-CVIU11-pattern31-target26 14 NaN NaN
all-images-CVIU11-pattern31-target27 14 NaN NaN
all-images-CVIU11-pattern31-target28 14 NaN NaN
all-images-CVIU11-pattern31-target29 14 NaN NaN
all-images-CVIU11-pattern31-target3 14 NaN NaN
all-images-CVIU11-pattern31-target30 14 NaN NaN
all-images-CVIU11-pattern31-target31 14 NaN NaN
all-images-CVIU11-pattern31-target32 14 NaN NaN
all-images-CVIU11-pattern31-target33 14 NaN NaN
all-images-CVIU11-pattern31-target34 14 NaN NaN
all-images-CVIU11-pattern31-target35 14 NaN NaN
all-images-CVIU11-pattern31-target36 14 NaN NaN
all-images-CVIU11-pattern31-target37 14 NaN NaN
all-images-CVIU11-pattern31-target38 14 NaN NaN
all-images-CVIU11-pattern31-target39 14 NaN NaN
all-images-CVIU11-pattern31-target4 14 NaN NaN
all-images-CVIU11-pattern31-target40 14 NaN NaN
all-images-CVIU11-pattern31-target41 14 NaN NaN
all-images-CVIU11-pattern31-target42 14 NaN NaN
all-images-CVIU11-pattern31-target43 14 NaN NaN
all-images-CVIU11-pattern31-target44 14 NaN NaN
all-images-CVIU11-pattern31-target45 14 NaN NaN
all-images-CVIU11-pattern31-target46 14 NaN NaN
all-images-CVIU11-pattern31-target47 14 NaN NaN
all-images-CVIU11-pattern31-target48 14 NaN NaN
all-images-CVIU11-pattern31-target49 14 NaN NaN
all-images-CVIU11-pattern31-target5 14 NaN NaN
all-images-CVIU11-pattern31-target50 14 NaN NaN
all-images-CVIU11-pattern31-target51 14 NaN NaN
all-images-CVIU11-pattern31-target52 14 NaN NaN
all-images-CVIU11-pattern31-target53 14 NaN NaN
all-images-CVIU11-pattern31-target54 14 NaN NaN
all-images-CVIU11-pattern31-target55 14 NaN NaN
all-images-CVIU11-pattern31-target56 14 NaN NaN
all-images-CVIU11-pattern31-target57 14 NaN NaN
all-images-CVIU11-pattern31-target58 14 NaN NaN
all-images-CVIU11-pattern31-target59 14 NaN NaN
all-images-CVIU11-pattern31-target6 14 NaN NaN
all-images-CVIU11-pattern31-target60 14 NaN NaN
all-images-CVIU11-pattern31-target61 14 NaN NaN
all-images-CVIU11-pattern31-target62 14 NaN NaN
all-images-CVIU11-pattern31-target63 14 NaN NaN
all-images-CVIU11-pattern31-target64 14 NaN NaN
all-images-CVIU11-pattern31-target65 14 NaN NaN
all-images-CVIU11-pattern31-target66 14 NaN NaN
all-images-CVIU11-pattern31-target67 14 NaN NaN
all-images-CVIU11-pattern31-target68 14 NaN NaN
all-images-CVIU11-pattern31-target69 14 NaN NaN
all-images-CVIU11-pattern31-target7 14 NaN NaN
all-images-CVIU11-pattern31-target70 14 NaN NaN
all-images-CVIU11-pattern31-target71 14 NaN NaN
all-images-CVIU11-pattern31-target72 14 NaN NaN
all-images-CVIU11-pattern31-target73 14 NaN NaN
all-images-CVIU11-pattern31-target74 14 NaN NaN
all-images-CVIU11-pattern31-target75 14 NaN NaN
all-images-CVIU11-pattern31-target76 14 NaN NaN
all-images-CVIU11-pattern31-target77 14 NaN NaN
all-images-CVIU11-pattern31-target78 14 NaN NaN
all-images-CVIU11-pattern31-target79 14 40 44
all-images-CVIU11-pattern31-target8 14 NaN NaN
all-images-CVIU11-pattern31-target80 14 NaN NaN
all-images-CVIU11-pattern31-target81 14 NaN NaN
all-images-CVIU11-pattern31-target82 14 NaN NaN
all-images-CVIU11-pattern31-target83 14 NaN NaN
all-images-CVIU11-pattern31-target84 14 NaN NaN
all-images-CVIU11-pattern31-target85 14 NaN NaN
all-images-CVIU11-pattern31-target86 14 NaN NaN
all-images-CVIU11-pattern31-target87 14 NaN NaN
all-images-CVIU11-pattern31-target88 14 NaN NaN
all-images-CVIU11-pattern31-target89 14 NaN NaN
all-images-CVIU11-pattern31-target9 14 NaN NaN
all-images-CVIU11-pattern31-target90 14 NaN NaN
all-images-CVIU11-pattern31-target91 14 NaN NaN
all-images-CVIU11-pattern31-target92 14 NaN NaN
all-images-CVIU11-pattern31-target93 14 NaN NaN
all-images-CVIU11-pattern31-target94 14 NaN NaN
all-images-CVIU11-pattern31-target95 14 NaN NaN
all-images-CVIU11-pattern31-target96 14 NaN NaN
all-images-CVIU11-pattern31-target97 14 NaN NaN
all-images-CVIU11-pattern31-target98 14 NaN NaN
all-images-CVIU11-pattern31-target99 14 NaN NaN
all-images-CVIU11-pattern33-target1 14 22196 28971
all-images-CVIU11-pattern33-target10 14 NaN NaN
all-images-CVIU11-pattern33-target100 14 NaN NaN
all-images-CVIU11-pattern33-target101 14 2878 1187
all-images-CVIU11-pattern33-target102 14 5460 12919
all-images-CVIU11-pattern33-target103 14 NaN NaN
all-images-CVIU11-pattern33-target104 14 NaN NaN
all-images-CVIU11-pattern33-target105 14 13135 29803
all-images-CVIU11-pattern33-target106 14 NaN NaN
all-images-CVIU11-pattern33-target107 14 NaN NaN
all-images-CVIU11-pattern33-target108 14 82538 61125
all-images-CVIU11-pattern33-target109 14 NaN NaN
all-images-CVIU11-pattern33-target11 14 5431 9435
all-images-CVIU11-pattern33-target110 14 8706 5469
all-images-CVIU11-pattern33-target111 14 28691 NaN
all-images-CVIU11-pattern33-target112 14 NaN NaN
all-images-CVIU11-pattern33-target113 14 NaN NaN
all-images-CVIU11-pattern33-target114 14 NaN NaN
all-images-CVIU11-pattern33-target115 14 NaN NaN
all-images-CVIU11-pattern33-target116 14 NaN NaN
all-images-CVIU11-pattern33-target117 14 15433 37611
all-images-CVIU11-pattern33-target118 14 9101 22361
all-images-CVIU11-pattern33-target119 14 35888 NaN
all-images-CVIU11-pattern33-target12 14 12140 24257
all-images-CVIU11-pattern33-target120 14 25046 56933
all-images-CVIU11-pattern33-target121 14 34583 74557
all-images-CVIU11-pattern33-target122 14 11867 39304
all-images-CVIU11-pattern33-target123 14 29070 58557
all-images-CVIU11-pattern33-target124 14 NaN NaN
all-images-CVIU11-pattern33-target125 14 42064 46992
all-images-CVIU11-pattern33-target126 14 NaN NaN
all-images-CVIU11-pattern33-target127 14 NaN NaN
all-images-CVIU11-pattern33-target128 14 17943 55657
all-images-CVIU11-pattern33-target129 14 3200 5613
all-images-CVIU11-pattern33-target13 14 NaN NaN
all-images-CVIU11-pattern33-target130 14 86792 9324
all-images-CVIU11-pattern33-target131 14 NaN NaN
all-images-CVIU11-pattern33-target132 14 NaN NaN
all-images-CVIU11-pattern33-target133 14 NaN NaN
all-images-CVIU11-pattern33-target134 14 88611 75950
all-images-CVIU11-pattern33-target135 14 3750 10405
all-images-CVIU11-pattern33-target136 14 14215 11817
all-images-CVIU11-pattern33-target137 14 NaN NaN
all-images-CVIU11-pattern33-target138 14 69789 78210
all-images-CVIU11-pattern33-target139 14 NaN NaN
all-images-CVIU11-pattern33-target14 14 NaN NaN
